gid,gcode,date,home,away
0020100528,20020115MILIND,2002-01-15,IND,MIL
0020100529,20020115DALATL,2002-01-15,ATL,DAL
0020100530,20020115TORDET,2002-01-15,DET,TOR
0020100531,20020115HOUPHI,2002-01-15,PHI,HOU
0020100532,20020115LACMIN,2002-01-15,MIN,LAC
0020100533,20020115CHHCHI,2002-01-15,CHI,NOP
0020100534,20020115CLESAC,2002-01-15,SAC,CLE
0020100535,20020116NYKBOS,2002-01-16,BOS,NYK
0020100536,20020116HOUTOR,2002-01-16,TOR,HOU
0020100537,20020116WASNJN,2002-01-16,BKN,WAS
0020100538,20020116INDMIL,2002-01-16,MIL,IND
0020100539,20020116SACDEN,2002-01-16,DEN,SAC
0020100540,20020116SEAUTA,2002-01-16,UTA,OKC
0020100541,20020116PORPHX,2002-01-16,PHX,POR
0020100542,20020116MIALAL,2002-01-16,LAL,MIA
0020100543,20020116CLEGSW,2002-01-16,GSW,CLE
0020100544,20020117PHICHH,2002-01-17,NOP,PHI
0020100545,20020117CHIATL,2002-01-17,ATL,CHI
0020100546,20020117DALMEM,2002-01-17,MEM,DAL
0020100547,20020117UTASAS,2002-01-17,SAS,UTA
0020100548,20020117MIAPOR,2002-01-17,POR,MIA
0020100549,20020118NJNTOR,2002-01-18,TOR,BKN
0020100550,20020118DETIND,2002-01-18,IND,DET
0020100551,20020118HOUBOS,2002-01-18,BOS,HOU
0020100552,20020118ORLMIL,2002-01-18,MIL,ORL
0020100553,20020118SEADEN,2002-01-18,DEN,OKC
0020100554,20020118MINPHX,2002-01-18,PHX,MIN
0020100555,20020118GSWSAC,2002-01-18,SAC,GSW
0020100556,20020118CLELAC,2002-01-18,LAC,CLE
0020100557,20020119NYKPHI,2002-01-19,PHI,NYK
0020100558,20020119LALSAS,2002-01-19,SAS,LAL
0020100559,20020119MILATL,2002-01-19,ATL,MIL
0020100560,20020119TORCHH,2002-01-19,NOP,TOR
0020100561,20020119BOSDET,2002-01-19,DET,BOS
0020100562,20020119HOUNJN,2002-01-19,BKN,HOU
0020100563,20020119INDMIA,2002-01-19,MIA,IND
0020100564,20020119WASCHI,2002-01-19,CHI,WAS
0020100565,20020119UTADAL,2002-01-19,DAL,UTA
0020100566,20020119ORLMEM,2002-01-19,MEM,ORL
0020100567,20020119LACPOR,2002-01-19,POR,LAC
0020100568,20020119DENSEA,2002-01-19,OKC,DEN
0020100569,20020119MINGSW,2002-01-19,GSW,MIN
0020100570,20020121CHHNYK,2002-01-21,NYK,NOP
0020100571,20020121SEAPHI,2002-01-21,PHI,OKC
0020100572,20020121HOUATL,2002-01-21,ATL,HOU
0020100573,20020121MILDET,2002-01-21,DET,MIL
0020100574,20020121NJNDAL,2002-01-21,DAL,BKN
0020100575,20020121INDCHI,2002-01-21,CHI,IND
0020100576,20020121UTAGSW,2002-01-21,GSW,UTA
0020100577,20020121WASMIN,2002-01-21,MIN,WAS
0020100578,20020121MIACLE,2002-01-21,CLE,MIA
0020100579,20020121TORBOS,2002-01-21,BOS,TOR
0020100580,20020121MEMSAC,2002-01-21,SAC,MEM
0020100581,20020121DENLAC,2002-01-21,LAC,DEN
0020100582,20020122PHIWAS,2002-01-22,WAS,PHI
0020100583,20020122ATLORL,2002-01-22,ORL,ATL
0020100584,20020122CHIMIA,2002-01-22,MIA,CHI
0020100585,20020122PHXMIL,2002-01-22,MIL,PHX
0020100586,20020122DALHOU,2002-01-22,HOU,DAL
0020100587,20020122NJNSAS,2002-01-22,SAS,BKN
0020100588,20020122DENLAL,2002-01-22,LAL,DEN
0020100589,20020122SACPOR,2002-01-22,POR,SAC
0020100590,20020123INDBOS,2002-01-23,BOS,IND
0020100591,20020123SEACHH,2002-01-23,NOP,OKC
0020100592,20020123MINDET,2002-01-23,DET,MIN
0020100593,20020123NYKTOR,2002-01-23,TOR,NYK
0020100594,20020123SASUTA,2002-01-23,UTA,SAS
0020100595,20020123LALLAC,2002-01-23,LAC,LAL
0020100596,20020123MEMGSW,2002-01-23,GSW,MEM
0020100597,20020124CLEWAS,2002-01-24,WAS,CLE
0020100598,20020124PHXNYK,2002-01-24,NYK,PHX
0020100599,20020124MIAORL,2002-01-24,ORL,MIA
0020100600,20020124SEAMIL,2002-01-24,MIL,OKC
0020100601,20020124NJNHOU,2002-01-24,HOU,BKN
0020100602,20020124DALDEN,2002-01-24,DEN,DAL
0020100603,20020124UTASAC,2002-01-24,SAC,UTA
0020100604,20020124MEMPOR,2002-01-24,POR,MEM
0020100605,20020125MINTOR,2002-01-25,TOR,MIN
0020100606,20020125CHHIND,2002-01-25,IND,NOP
0020100607,20020125PHIBOS,2002-01-25,BOS,PHI
0020100608,20020125DETATL,2002-01-25,ATL,DET
0020100609,20020125SASLAL,2002-01-25,LAL,SAS
0020100610,20020126NJNMIA,2002-01-26,MIA,BKN
0020100611,20020126NYKMIL,2002-01-26,MIL,NYK
0020100612,20020126SACUTA,2002-01-26,UTA,SAC
0020100613,20020126HOUCHH,2002-01-26,NOP,HOU
0020100614,20020126PHXWAS,2002-01-26,WAS,PHX
0020100615,20020126BOSCLE,2002-01-26,CLE,BOS
0020100616,20020126SEAIND,2002-01-26,IND,OKC
0020100617,20020126ATLMIN,2002-01-26,MIN,ATL
0020100618,20020126MEMCHI,2002-01-26,CHI,MEM
0020100619,20020126DALLAC,2002-01-26,LAC,DAL
0020100620,20020126SASGSW,2002-01-26,GSW,SAS
0020100621,20020127ORLTOR,2002-01-27,TOR,ORL
0020100622,20020127LALPHI,2002-01-27,PHI,LAL
0020100623,20020128LACMEM,2002-01-28,MEM,LAC
0020100624,20020128MIAUTA,2002-01-28,UTA,MIA
0020100625,20020129DETWAS,2002-01-29,WAS,DET
0020100626,20020129MINCLE,2002-01-29,CLE,MIN
0020100627,20020129PHINYK,2002-01-29,NYK,PHI
0020100628,20020129LALATL,2002-01-29,ATL,LAL
0020100629,20020129BOSMIL,2002-01-29,MIL,BOS
0020100630,20020129LACDAL,2002-01-29,DAL,LAC
0020100631,20020129GSWHOU,2002-01-29,HOU,GSW
0020100632,20020129CHHSAS,2002-01-29,SAS,NOP
0020100633,20020129MIADEN,2002-01-29,DEN,MIA
0020100634,20020129CHIPHX,2002-01-29,PHX,CHI
0020100635,20020129PORSEA,2002-01-29,OKC,POR
0020100636,20020130MINPHI,2002-01-30,PHI,MIN
0020100637,20020130MEMIND,2002-01-30,IND,MEM
0020100638,20020130ATLDET,2002-01-30,DET,ATL
0020100639,20020130LALORL,2002-01-30,ORL,LAL
0020100640,20020130CHIUTA,2002-01-30,UTA,CHI
0020100641,20020131BOSTOR,2002-01-31,TOR,BOS
0020100642,20020131WASCLE,2002-01-31,CLE,WAS
0020100643,20020131MILNJN,2002-01-31,BKN,MIL
0020100644,20020131LACSAS,2002-01-31,SAS,LAC
0020100645,20020131HOUDAL,2002-01-31,DAL,HOU
0020100646,20020131PHXPOR,2002-01-31,POR,PHX
0020100647,20020131SACSEA,2002-01-31,OKC,SAC
0020100648,20020201ATLWAS,2002-02-01,WAS,ATL
0020100649,20020201NYKIND,2002-02-01,IND,NYK
0020100650,20020201MINBOS,2002-02-01,BOS,MIN
0020100651,20020201SASMIA,2002-02-01,MIA,SAS
0020100652,20020201ORLDET,2002-02-01,DET,ORL
0020100653,20020201LALMEM,2002-02-01,MEM,LAL
0020100654,20020201CHHHOU,2002-02-01,HOU,NOP
0020100655,20020201GSWPHX,2002-02-01,PHX,GSW
0020100656,20020201DENSAC,2002-02-01,SAC,DEN
0020100657,20020202TORNJN,2002-02-02,BKN,TOR
0020100658,20020202PORUTA,2002-02-02,UTA,POR
0020100659,20020202PHIMIL,2002-02-02,MIL,PHI
0020100660,20020202LACATL,2002-02-02,ATL,LAC
0020100661,20020202DETCLE,2002-02-02,CLE,DET
0020100662,20020202CHISEA,2002-02-02,OKC,CHI
0020100663,20020203MIANYK,2002-02-03,NYK,MIA
0020100664,20020203INDWAS,2002-02-03,WAS,IND
0020100665,20020203SASORL,2002-02-03,ORL,SAS
0020100666,20020203SACMIN,2002-02-03,MIN,SAC
0020100667,20020203CHHMEM,2002-02-03,MEM,NOP
0020100668,20020203LALDAL,2002-02-03,DAL,LAL
0020100669,20020203LACBOS,2002-02-03,BOS,LAC
0020100670,20020204TORPHI,2002-02-04,PHI,TOR
0020100671,20020203PHXGSW,2002-02-03,GSW,PHX
0020100672,20020203CHIPOR,2002-02-03,POR,CHI
0020100673,20020204SACNJN,2002-02-04,BKN,SAC
0020100674,20020204UTAHOU,2002-02-04,HOU,UTA
0020100675,20020204MINSAS,2002-02-04,SAS,MIN
0020100676,20020205TORWAS,2002-02-05,WAS,TOR
0020100677,20020205BOSCHH,2002-02-05,NOP,BOS
0020100678,20020205LACNYK,2002-02-05,NYK,LAC
0020100679,20020205CLEORL,2002-02-05,ORL,CLE
0020100680,20020205ATLMIA,2002-02-05,MIA,ATL
0020100681,20020205PHIDET,2002-02-05,DET,PHI
0020100682,20020205DALIND,2002-02-05,IND,DAL
0020100683,20020205UTAMEM,2002-02-05,MEM,UTA
0020100684,20020205PORDEN,2002-02-05,DEN,POR
0020100685,20020205SEAGSW,2002-02-05,GSW,OKC
0020100686,20020206SACBOS,2002-02-06,BOS,SAC
0020100687,20020206HOUCLE,2002-02-06,CLE,HOU
0020100688,20020206DALNJN,2002-02-06,BKN,DAL
0020100689,20020206PORMIN,2002-02-06,MIN,POR
0020100690,20020206PHXSEA,2002-02-06,OKC,PHX
0020100691,20020206CHILAL,2002-02-06,LAL,CHI
0020100692,20020207SACWAS,2002-02-07,WAS,SAC
0020100693,20020207PHICHH,2002-02-07,NOP,PHI
0020100694,20020207ATLNYK,2002-02-07,NYK,ATL
0020100695,20020207LACDET,2002-02-07,DET,LAC
0020100696,20020207SASTOR,2002-02-07,TOR,SAS
0020100697,20020207MEMMIL,2002-02-07,MIL,MEM
0020100698,20020212TORCLE,2002-02-12,CLE,TOR
0020100699,20020212UTAIND,2002-02-12,IND,UTA
0020100700,20020212NJNATL,2002-02-12,ATL,BKN
0020100701,20020212PHXDET,2002-02-12,DET,PHX
0020100702,20020212NYKORL,2002-02-12,ORL,NYK
0020100703,20020212MILCHI,2002-02-12,CHI,MIL
0020100704,20020212MEMHOU,2002-02-12,HOU,MEM
0020100705,20020212BOSDEN,2002-02-12,DEN,BOS
0020100706,20020212DALSEA,2002-02-12,OKC,DAL
0020100707,20020212WASLAL,2002-02-12,LAL,WAS
0020100708,20020212SASSAC,2002-02-12,SAC,SAS
0020100709,20020213CHICHH,2002-02-13,NOP,CHI
0020100710,20020213TORNYK,2002-02-13,NYK,TOR
0020100711,20020213ORLMIA,2002-02-13,MIA,ORL
0020100712,20020213CLEMIL,2002-02-13,MIL,CLE
0020100713,20020213PHXMIN,2002-02-13,MIN,PHX
0020100714,20020213DALPOR,2002-02-13,POR,DAL
0020100715,20020213BOSGSW,2002-02-13,GSW,BOS
0020100716,20020214DETNJN,2002-02-14,BKN,DET
0020100717,20020214UTAPHI,2002-02-14,PHI,UTA
0020100718,20020214DENMEM,2002-02-14,MEM,DEN
0020100719,20020214WASSAC,2002-02-14,SAC,WAS
0020100720,20020214LALSEA,2002-02-14,OKC,LAL
0020100721,20020214SASLAC,2002-02-14,LAC,SAS
0020100722,20020215UTATOR,2002-02-15,TOR,UTA
0020100723,20020215DETNYK,2002-02-15,NYK,DET
0020100724,20020215INDCHH,2002-02-15,NOP,IND
0020100725,20020215DENMIN,2002-02-15,MIN,DEN
0020100726,20020215NJNCHI,2002-02-15,CHI,BKN
0020100727,20020215MIAMIL,2002-02-15,MIL,MIA
0020100728,20020215WASPHX,2002-02-15,PHX,WAS
0020100729,20020215BOSPOR,2002-02-15,POR,BOS
0020100730,20020215ATLLAL,2002-02-15,LAL,ATL
0020100731,20020215SASGSW,2002-02-15,GSW,SAS
0020100732,20020216CLECHI,2002-02-16,CHI,CLE
0020100733,20020216ORLHOU,2002-02-16,HOU,ORL
0020100734,20020216BOSSEA,2002-02-16,OKC,BOS
0020100735,20020216DALLAC,2002-02-16,LAC,DAL
0020100736,20020217DENNJN,2002-02-17,BKN,DEN
0020100737,20020217MEMCHH,2002-02-17,NOP,MEM
0020100738,20020217MILTOR,2002-02-17,TOR,MIL
0020100739,20020217PHIIND,2002-02-17,IND,PHI
0020100740,20020217MIAMIN,2002-02-17,MIN,MIA
0020100741,20020217LALPOR,2002-02-17,POR,LAL
0020100742,20020217UTANYK,2002-02-17,NYK,UTA
0020100743,20020217DALPHX,2002-02-17,PHX,DAL
0020100744,20020217ATLGSW,2002-02-17,GSW,ATL
0020100745,20020217SEASAC,2002-02-17,SAC,OKC
0020100746,20020218HOUWAS,2002-02-18,WAS,HOU
0020100747,20020218DENPHI,2002-02-18,PHI,DEN
0020100748,20020218UTACLE,2002-02-18,CLE,UTA
0020100749,20020218CHIMIA,2002-02-18,MIA,CHI
0020100750,20020218TORDET,2002-02-18,DET,TOR
0020100751,20020218CHHMIL,2002-02-18,MIL,NOP
0020100752,20020218PORLAC,2002-02-18,LAC,POR
0020100753,20020219GSWNJN,2002-02-19,BKN,GSW
0020100754,20020219MINDAL,2002-02-19,DAL,MIN
0020100755,20020219MEMSAS,2002-02-19,SAS,MEM
0020100756,20020219SEAPHX,2002-02-19,PHX,OKC
0020100757,20020219ATLSAC,2002-02-19,SAC,ATL
0020100758,20020219BOSLAL,2002-02-19,LAL,BOS
0020100759,20020220GSWPHI,2002-02-20,PHI,GSW
0020100760,20020220LACMIA,2002-02-20,MIA,LAC
0020100761,20020220WASDET,2002-02-20,DET,WAS
0020100762,20020220CHHTOR,2002-02-20,TOR,NOP
0020100763,20020220HOUMIL,2002-02-20,MIL,HOU
0020100764,20020220NYKCHI,2002-02-20,CHI,NYK
0020100765,20020220UTADEN,2002-02-20,DEN,UTA
0020100766,20020220PORSEA,2002-02-20,OKC,POR
0020100767,20020221NJNWAS,2002-02-21,WAS,BKN
0020100768,20020221LALCLE,2002-02-21,CLE,LAL
0020100769,20020221LACORL,2002-02-21,ORL,LAC
0020100770,20020221PHXMEM,2002-02-21,MEM,PHX
0020100771,20020221BOSDAL,2002-02-21,DAL,BOS
0020100772,20020221MINHOU,2002-02-21,HOU,MIN
0020100773,20020221SACSAS,2002-02-21,SAS,SAC
0020100774,20020221ATLPOR,2002-02-21,POR,ATL
0020100775,20020222DETTOR,2002-02-22,TOR,DET
0020100776,20020222CLEIND,2002-02-22,IND,CLE
0020100777,20020222NYKNJN,2002-02-22,BKN,NYK
0020100778,20020222LALCHH,2002-02-22,NOP,LAL
0020100779,20020222PHXCHI,2002-02-22,CHI,PHX
0020100780,20020222GSWMIL,2002-02-22,MIL,GSW
0020100781,20020222ATLSEA,2002-02-22,OKC,ATL
0020100782,20020223PHIORL,2002-02-23,ORL,PHI
0020100783,20020223SACDAL,2002-02-23,DAL,SAC
0020100784,20020223MIAWAS,2002-02-23,WAS,MIA
0020100785,20020223LACIND,2002-02-23,IND,LAC
0020100786,20020223GSWCHI,2002-02-23,CHI,GSW
0020100787,20020223BOSHOU,2002-02-23,HOU,BOS
0020100788,20020223MINSAS,2002-02-23,SAS,MIN
0020100789,20020223DENPOR,2002-02-23,POR,DEN
0020100790,20020224LALNYK,2002-02-24,NYK,LAL
0020100791,20020224CHHNJN,2002-02-24,BKN,NOP
0020100792,20020224DETMIL,2002-02-24,MIL,DET
0020100793,20020224SEATOR,2002-02-24,TOR,OKC
0020100794,20020224ORLCLE,2002-02-24,CLE,ORL
0020100795,20020224WASMIA,2002-02-24,MIA,WAS
0020100796,20020224SASPHX,2002-02-24,PHX,SAS
0020100797,20020224ATLDEN,2002-02-24,DEN,ATL
0020100798,20020225PORPHI,2002-02-25,PHI,POR
0020100799,20020225MINCHH,2002-02-25,NOP,MIN
0020100800,20020225LACMEM,2002-02-25,MEM,LAC
0020100801,20020225INDGSW,2002-02-25,GSW,IND
0020100802,20020226SEACLE,2002-02-26,CLE,OKC
0020100803,20020226LALMIL,2002-02-26,MIL,LAL
0020100804,20020226ORLCHI,2002-02-26,CHI,ORL
0020100805,20020226MEMDAL,2002-02-26,DAL,MEM
0020100806,20020226LACHOU,2002-02-26,HOU,LAC
0020100807,20020226PHXSAS,2002-02-26,SAS,PHX
0020100808,20020226UTASAC,2002-02-26,SAC,UTA
0020100809,20020227MILBOS,2002-02-27,BOS,MIL
0020100810,20020227MIAPHI,2002-02-27,PHI,MIA
0020100811,20020227PORWAS,2002-02-27,WAS,POR
0020100812,20020227NJNCHH,2002-02-27,NOP,BKN
0020100813,20020227SEAATL,2002-02-27,ATL,OKC
0020100814,20020227CHIDET,2002-02-27,DET,CHI
0020100815,20020227ORLTOR,2002-02-27,TOR,ORL
0020100816,20020227LALMIN,2002-02-27,MIN,LAL
0020100817,20020227DENGSW,2002-02-27,GSW,DEN
0020100818,20020228SASCLE,2002-02-28,CLE,SAS
0020100819,20020228NYKMIA,2002-02-28,MIA,NYK
0020100820,20020228MEMUTA,2002-02-28,UTA,MEM
0020100821,20020228INDPHX,2002-02-28,PHX,IND
0020100822,20020301NJNPHI,2002-03-01,PHI,BKN
0020100823,20020301PORTOR,2002-03-01,TOR,POR
0020100824,20020301CHHBOS,2002-03-01,BOS,NOP
0020100825,20020301SEANYK,2002-03-01,NYK,OKC
0020100826,20020301ORLDET,2002-03-01,DET,ORL
0020100827,20020301SASMIN,2002-03-01,MIN,SAS
0020100828,20020301WASCHI,2002-03-01,CHI,WAS
0020100829,20020301MEMDEN,2002-03-01,DEN,MEM
0020100830,20020301INDLAL,2002-03-01,LAL,IND
0020100831,20020301SACGSW,2002-03-01,GSW,SAC
0020100832,20020302CLEATL,2002-03-02,ATL,CLE
0020100833,20020302PORMIL,2002-03-02,MIL,POR
0020100834,20020302MIADAL,2002-03-02,DAL,MIA
0020100835,20020302MINUTA,2002-03-02,UTA,MIN
0020100836,20020302HOUPHX,2002-03-02,PHX,HOU
0020100837,20020302GSWLAC,2002-03-02,LAC,GSW
0020100838,20020303SASNYK,2002-03-03,NYK,SAS
0020100839,20020303CHINJN,2002-03-03,BKN,CHI
0020100840,20020303ORLWAS,2002-03-03,WAS,ORL
0020100841,20020303DETCHH,2002-03-03,NOP,DET
0020100842,20020303SEAMEM,2002-03-03,MEM,OKC
0020100843,20020303PHITOR,2002-03-03,TOR,PHI
0020100844,20020303INDSAC,2002-03-03,SAC,IND
0020100845,20020303MILCLE,2002-03-03,CLE,MIL
0020100846,20020303DALDEN,2002-03-03,DEN,DAL
0020100847,20020303HOULAL,2002-03-03,LAL,HOU
0020100848,20020304BOSPHI,2002-03-04,PHI,BOS
0020100849,20020304MEMATL,2002-03-04,ATL,MEM
0020100850,20020304DENUTA,2002-03-04,UTA,DEN
0020100851,20020304SACPOR,2002-03-04,POR,SAC
0020100852,20020305CHIWAS,2002-03-05,WAS,CHI
0020100853,20020305ATLCLE,2002-03-05,CLE,ATL
0020100854,20020305MILNYK,2002-03-05,NYK,MIL
0020100855,20020305MIADET,2002-03-05,DET,MIA
0020100856,20020305ORLIND,2002-03-05,IND,ORL
0020100857,20020305PHXDAL,2002-03-05,DAL,PHX
0020100858,20020305TORHOU,2002-03-05,HOU,TOR
0020100859,20020305GSWSAS,2002-03-05,SAS,GSW
0020100860,20020305MINSEA,2002-03-05,OKC,MIN
0020100861,20020305NJNLAL,2002-03-05,LAL,BKN
0020100862,20020306ORLBOS,2002-03-06,BOS,ORL
0020100863,20020306CLEPHI,2002-03-06,PHI,CLE
0020100864,20020306LACMIL,2002-03-06,MIL,LAC
0020100865,20020306LALUTA,2002-03-06,UTA,LAL
0020100866,20020306MIACHI,2002-03-06,CHI,MIA
0020100867,20020306NJNPHX,2002-03-06,PHX,BKN
0020100868,20020306MINPOR,2002-03-06,POR,MIN
0020100869,20020307DETWAS,2002-03-07,WAS,DET
0020100870,20020307INDMEM,2002-03-07,MEM,IND
0020100871,20020307HOUSAS,2002-03-07,SAS,HOU
0020100872,20020307TORDAL,2002-03-07,DAL,TOR
0020100873,20020307NYKDEN,2002-03-07,DEN,NYK
0020100874,20020307CHHSEA,2002-03-07,OKC,NOP
0020100875,20020308INDPHI,2002-03-08,PHI,IND
0020100876,20020308DETBOS,2002-03-08,BOS,DET
0020100877,20020308WASORL,2002-03-08,ORL,WAS
0020100878,20020308TORMIA,2002-03-08,MIA,TOR
0020100879,20020308LACCHI,2002-03-08,CHI,LAC
0020100880,20020308CLEMIL,2002-03-08,MIL,CLE
0020100881,20020308GSWHOU,2002-03-08,HOU,GSW
0020100882,20020308NYKUTA,2002-03-08,UTA,NYK
0020100883,20020308MINPHX,2002-03-08,PHX,MIN
0020100884,20020308CHHSAC,2002-03-08,SAC,NOP
0020100885,20020308NJNPOR,2002-03-08,POR,BKN
0020100886,20020309PHIATL,2002-03-09,ATL,PHI
0020100887,20020309MIAMEM,2002-03-09,MEM,MIA
0020100888,20020309SASCHI,2002-03-09,CHI,SAS
0020100889,20020309GSWDAL,2002-03-09,DAL,GSW
0020100890,20020309PORDEN,2002-03-09,DEN,POR
0020100891,20020309NJNSEA,2002-03-09,OKC,BKN
0020100892,20020310TORORL,2002-03-10,ORL,TOR
0020100893,20020310WASBOS,2002-03-10,BOS,WAS
0020100894,20020310LACCLE,2002-03-10,CLE,LAC
0020100895,20020310INDDET,2002-03-10,DET,IND
0020100896,20020310SACMIL,2002-03-10,MIL,SAC
0020100897,20020310UTAHOU,2002-03-10,HOU,UTA
0020100898,20020310NYKLAL,2002-03-10,LAL,NYK
0020100899,20020310CHHPHX,2002-03-10,PHX,NOP
0020100900,20020311BOSWAS,2002-03-11,WAS,BOS
0020100901,20020311GSWATL,2002-03-11,ATL,GSW
0020100902,20020311LACMIN,2002-03-11,MIN,LAC
0020100903,20020311UTAMEM,2002-03-11,MEM,UTA
0020100904,20020311SACCHI,2002-03-11,CHI,SAC
0020100905,20020311SEADAL,2002-03-11,DAL,OKC
0020100906,20020311SASDEN,2002-03-11,DEN,SAS
0020100907,20020312GSWIND,2002-03-12,IND,GSW
0020100908,20020312PHINYK,2002-03-12,NYK,PHI
0020100909,20020312TORNJN,2002-03-12,BKN,TOR
0020100910,20020312PHXMIA,2002-03-12,MIA,PHX
0020100911,20020312CHIMIL,2002-03-12,MIL,CHI
0020100912,20020312SEAHOU,2002-03-12,HOU,OKC
0020100913,20020312MEMSAS,2002-03-12,SAS,MEM
0020100914,20020312CHHLAL,2002-03-12,LAL,NOP
0020100915,20020313NJNBOS,2002-03-13,BOS,BKN
0020100916,20020313PHXORL,2002-03-13,ORL,PHX
0020100917,20020313DENATL,2002-03-13,ATL,DEN
0020100918,20020313CLEDET,2002-03-13,DET,CLE
0020100919,20020313SACPHI,2002-03-13,PHI,SAC
0020100920,20020313HOUMIN,2002-03-13,MIN,HOU
0020100921,20020313WASLAC,2002-03-13,LAC,WAS
0020100922,20020314UTACHH,2002-03-14,NOP,UTA
0020100923,20020314SACNYK,2002-03-14,NYK,SAC
0020100924,20020314CHISAS,2002-03-14,SAS,CHI
0020100925,20020314DALPOR,2002-03-14,POR,DAL
0020100926,20020314LALGSW,2002-03-14,GSW,LAL
0020100927,20020315MIANJN,2002-03-15,BKN,MIA
0020100928,20020315DENORL,2002-03-15,ORL,DEN
0020100929,20020315PHXATL,2002-03-15,ATL,PHX
0020100930,20020315UTADET,2002-03-15,DET,UTA
0020100931,20020315INDMIN,2002-03-15,MIN,IND
0020100932,20020315BOSMEM,2002-03-15,MEM,BOS
0020100933,20020315WASSEA,2002-03-15,OKC,WAS
0020100934,20020315LACLAL,2002-03-15,LAL,LAC
0020100935,20020316CLENYK,2002-03-16,NYK,CLE
0020100936,20020316DENMIA,2002-03-16,MIA,DEN
0020100937,20020316PHXCHH,2002-03-16,NOP,PHX
0020100938,20020316DETMIL,2002-03-16,MIL,DET
0020100939,20020316CHIHOU,2002-03-16,HOU,CHI
0020100940,20020316BOSSAS,2002-03-16,SAS,BOS
0020100941,20020316WASPOR,2002-03-16,POR,WAS
0020100942,20020316SEALAC,2002-03-16,LAC,OKC
0020100943,20020316DALGSW,2002-03-16,GSW,DAL
0020100944,20020317ORLPHI,2002-03-17,PHI,ORL
0020100945,20020317ATLIND,2002-03-17,IND,ATL
0020100946,20020317NJNMEM,2002-03-17,MEM,BKN
0020100947,20020317UTAMIN,2002-03-17,MIN,UTA
0020100948,20020317SACTOR,2002-03-17,TOR,SAC
0020100949,20020317NYKCLE,2002-03-17,CLE,NYK
0020100950,20020317DALLAL,2002-03-17,LAL,DAL
0020100951,20020318PORBOS,2002-03-18,BOS,POR
0020100952,20020318MILCHH,2002-03-18,NOP,MIL
0020100953,20020318DETDEN,2002-03-18,DEN,DET
0020100954,20020318HOULAC,2002-03-18,LAC,HOU
0020100955,20020318WASGSW,2002-03-18,GSW,WAS
0020100956,20020319NJNCLE,2002-03-19,CLE,BKN
0020100957,20020319PHIMIA,2002-03-19,MIA,PHI
0020100958,20020319MILORL,2002-03-19,ORL,MIL
0020100959,20020319TORMIN,2002-03-19,MIN,TOR
0020100960,20020319NYKMEM,2002-03-19,MEM,NYK
0020100961,20020319ATLCHI,2002-03-19,CHI,ATL
0020100962,20020319LALDAL,2002-03-19,DAL,LAL
0020100963,20020319DETUTA,2002-03-19,UTA,DET
0020100964,20020319GSWSEA,2002-03-19,OKC,GSW
0020100965,20020319HOUSAC,2002-03-19,SAC,HOU
0020100966,20020320CLEBOS,2002-03-20,BOS,CLE
0020100967,20020320MIAPHI,2002-03-20,PHI,MIA
0020100968,20020320INDCHH,2002-03-20,NOP,IND
0020100969,20020320PORNJN,2002-03-20,BKN,POR
0020100970,20020320LALSAS,2002-03-20,SAS,LAL
0020100971,20020320WASDEN,2002-03-20,DEN,WAS
0020100972,20020321NYKATL,2002-03-21,ATL,NYK
0020100973,20020321MINMEM,2002-03-21,MEM,MIN
0020100974,20020321SASDAL,2002-03-21,DAL,SAS
0020100975,20020321WASUTA,2002-03-21,UTA,WAS
0020100976,20020321DETPHX,2002-03-21,PHX,DET
0020100977,20020321DENSAC,2002-03-21,SAC,DEN
0020100978,20020321LACGSW,2002-03-21,GSW,LAC
0020100979,20020322PHIBOS,2002-03-22,BOS,PHI
0020100980,20020322MILNJN,2002-03-22,BKN,MIL
0020100981,20020322CHHORL,2002-03-22,ORL,NOP
0020100982,20020322INDMIA,2002-03-22,MIA,IND
0020100983,20020322TORCLE,2002-03-22,CLE,TOR
0020100984,20020322PORCHI,2002-03-22,CHI,POR
0020100985,20020322HOUSEA,2002-03-22,OKC,HOU
0020100986,20020322DETLAL,2002-03-22,LAL,DET
0020100987,20020323CHIATL,2002-03-23,ATL,CHI
0020100988,20020323PORMIN,2002-03-23,MIN,POR
0020100989,20020323MEMDAL,2002-03-23,DAL,MEM
0020100990,20020323MIASAS,2002-03-23,SAS,MIA
0020100991,20020323GSWUTA,2002-03-23,UTA,GSW
0020100992,20020323SEADEN,2002-03-23,DEN,OKC
0020100993,20020323PHXLAC,2002-03-23,LAC,PHX
0020100994,20020324NYKPHI,2002-03-24,PHI,NYK
0020100995,20020324CHHIND,2002-03-24,IND,NOP
0020100996,20020324ORLMIL,2002-03-24,MIL,ORL
0020100997,20020324BOSDET,2002-03-24,DET,BOS
0020100998,20020324WASTOR,2002-03-24,TOR,WAS
0020100999,20020324ATLNJN,2002-03-24,BKN,ATL
0020101000,20020324LALSAC,2002-03-24,SAC,LAL
0020101001,20020324HOUGSW,2002-03-24,GSW,HOU
0020101002,20020325DENNYK,2002-03-25,NYK,DEN
0020101003,20020325BOSMIA,2002-03-25,MIA,BOS
0020101004,20020325CLEPHX,2002-03-25,PHX,CLE
0020101005,20020325MEMPOR,2002-03-25,POR,MEM
0020101006,20020325UTASEA,2002-03-25,OKC,UTA
0020101007,20020325SASLAC,2002-03-25,LAC,SAS
