gid,gcode,date,home,home_score,away,away_score,national_tv
0022000034,20201227/SASNOP,2020-12-27,NOP,98,SAS,95,NA
0022000035,20201227/PHICLE,2020-12-27,CLE,118,PHI,94,NA
0022000036,20201227/MILNYK,2020-12-27,NYK,130,MIL,110,NA
0022000037,20201227/BOSIND,2020-12-27,IND,108,BOS,107,NA
0022000038,20201227/GSWCHI,2020-12-27,CHI,128,GSW,129,NA
0022000039,20201227/PHXSAC,2020-12-27,SAC,100,PHX,116,NA
0022000040,20201227/MINLAL,2020-12-27,LAL,127,MIN,91,NBA TV
0022000041,20201228/DETATL,2020-12-28,ATL,128,DET,120,NA
0022000042,20201228/MEMBKN,2020-12-28,BKN,111,MEM,116,NBA TV
0022000043,20201228/UTAOKC,2020-12-28,OKC,109,UTA,110,NA
0022000044,20201228/HOUDEN,2020-12-28,DEN,124,HOU,111,NA
0022000045,20201228/PORLAL,2020-12-28,LAL,107,POR,115,NBA TV
0022000046,20201229/NYKCLE,2020-12-29,CLE,86,NYK,95,NA
0022000047,20201229/GSWDET,2020-12-29,DET,106,GSW,116,NA
0022000048,20201229/BOSIND,2020-12-29,IND,111,BOS,116,NA
0022000049,20201229/TORPHI,2020-12-29,PHI,100,TOR,93,NA
0022000050,20201229/CHIWAS,2020-12-29,WAS,107,CHI,115,NA
0022000051,20201229/MILMIA,2020-12-29,MIA,97,MIL,144,TNT
0022000052,20201229/ORLOKC,2020-12-29,OKC,107,ORL,118,NA
0022000053,20201229/NOPPHX,2020-12-29,PHX,111,NOP,86,TNT
0022000054,20201229/MINLAC,2020-12-29,LAC,124,MIN,101,NA
0022000055,20201229/DENSAC,2020-12-29,SAC,125,DEN,115,NA
0022000056,20201230/MEMBOS,2020-12-30,BOS,126,MEM,107,NA
0022000057,20201230/ATLBKN,2020-12-30,BKN,145,ATL,141,NA
0022000058,20201230/MILMIA,2020-12-30,MIA,119,MIL,108,NBA TV
0022000059,20201230/CHADAL,2020-12-30,DAL,99,CHA,118,NA
0022000060,20201230/LALSAS,2020-12-30,SAS,107,LAL,121,NA
0022000061,20201230/PORLAC,2020-12-30,LAC,128,POR,105,NBA TV
0022000062,20201231/CLEIND,2020-12-31,IND,119,CLE,99,NA
0022000063,20201231/CHIWAS,2020-12-31,WAS,130,CHI,133,NA
0022000064,20201231/PHIORL,2020-12-31,ORL,92,PHI,116,NBA TV
0022000065,20201231/SACHOU,2020-12-31,HOU,122,SAC,119,NA
0022000066,20201231/NYKTOR,2020-12-31,TOR,100,NYK,83,NA
0022000067,20201231/NOPOKC,2020-12-31,OKC,80,NOP,113,NA
0022000068,20201231/PHXUTA,2020-12-31,UTA,95,PHX,106,NBA TV
0022000069,20210101/MEMCHA,2021-01-01,CHA,93,MEM,108,NA
0022000070,20210101/BOSDET,2021-01-01,DET,96,BOS,93,NA
0022000071,20210101/MIADAL,2021-01-01,DAL,93,MIA,83,NA
0022000072,20210101/ATLBKN,2021-01-01,BKN,96,ATL,114,NA
0022000073,20210101/CHIMIL,2021-01-01,MIL,126,CHI,96,NA
0022000074,20210101/WASMIN,2021-01-01,MIN,109,WAS,130,NA
0022000075,20210101/LALSAS,2021-01-01,SAS,103,LAL,109,NBA TV
0022000076,20210101/PHXDEN,2021-01-01,DEN,103,PHX,106,NA
0022000077,20210101/LACUTA,2021-01-01,UTA,106,LAC,100,NA
0022000078,20210101/PORGSW,2021-01-01,GSW,98,POR,123,NBA TV
0022000079,20210102/SACHOU,2021-01-02,HOU,102,SAC,94,NBA TV
0022000080,20210102/NYKIND,2021-01-02,IND,102,NYK,106,NA
0022000081,20210102/OKCORL,2021-01-02,ORL,99,OKC,108,NA
0022000082,20210102/CHAPHI,2021-01-02,PHI,127,CHA,112,NA
0022000083,20210102/CLEATL,2021-01-02,ATL,91,CLE,96,NA
0022000084,20210102/TORNOP,2021-01-02,NOP,120,TOR,116,NBA TV
0022000085,20210103/BOSDET,2021-01-03,DET,120,BOS,122,NBA TV
0022000086,20210103/WASBKN,2021-01-03,BKN,122,WAS,123,NBA TV
0022000087,20210103/LALMEM,2021-01-03,MEM,94,LAL,108,NA
0022000088,20210103/DENMIN,2021-01-03,MIN,109,DEN,124,NA
0022000089,20210103/UTASAS,2021-01-03,SAS,109,UTA,130,NA
0022000090,20210103/DALCHI,2021-01-03,CHI,118,DAL,108,NA
0022000091,20210103/LACPHX,2021-01-03,PHX,107,LAC,112,NA
0022000092,20210103/PORGSW,2021-01-03,GSW,137,POR,122,NBA TV
0022000093,20210104/CLEORL,2021-01-04,ORL,103,CLE,83,NA
0022000094,20210104/CHAPHI,2021-01-04,PHI,118,CHA,101,NA
0022000095,20210104/NYKATL,2021-01-04,ATL,108,NYK,113,NA
0022000096,20210104/OKCMIA,2021-01-04,MIA,118,OKC,90,NA
0022000097,20210104/BOSTOR,2021-01-04,TOR,114,BOS,126,NA
0022000098,20210104/DALHOU,2021-01-04,HOU,100,DAL,113,NBA TV
0022000099,20210104/DETMIL,2021-01-04,MIL,125,DET,115,NA
0022000100,20210104/INDNOP,2021-01-04,NOP,116,IND,118,NA
0022000101,20210104/SACGSW,2021-01-04,GSW,137,SAC,106,NA
0022000102,20210105/UTABKN,2021-01-05,BKN,130,UTA,96,NA
0022000103,20210105/LALMEM,2021-01-05,MEM,92,LAL,94,NBA TV
0022000104,20210105/MINDEN,2021-01-05,DEN,123,MIN,116,NA
0022000105,20210105/SASLAC,2021-01-05,LAC,113,SAS,116,NA
0022000106,20210105/CHIPOR,2021-01-05,POR,108,CHI,111,NBA TV
0022000107,20210106/HOUIND,2021-01-06,IND,114,HOU,107,NA
0022000108,20210106/CLEORL,2021-01-06,ORL,105,CLE,94,NA
0022000109,20210106/WASPHI,2021-01-06,PHI,141,WAS,136,NA
0022000110,20210106/CHAATL,2021-01-06,ATL,94,CHA,102,NA
0022000111,20210106/BOSMIA,2021-01-06,MIA,105,BOS,107,ESPN
0022000112,20210106/UTANYK,2021-01-06,NYK,112,UTA,100,NA
0022000113,20210106/DETMIL,2021-01-06,MIL,130,DET,115,NA
0022000114,20210106/OKCNOP,2021-01-06,NOP,110,OKC,111,NA
0022000115,20210106/TORPHX,2021-01-06,PHX,123,TOR,115,NA
0022000116,20210106/LACGSW,2021-01-06,GSW,101,LAC,108,ESPN
0022000117,20210106/CHISAC,2021-01-06,SAC,128,CHI,124,NA
0022000118,20210107/PHIBKN,2021-01-07,BKN,122,PHI,109,TNT
0022000119,20210107/CLEMEM,2021-01-07,MEM,90,CLE,94,NA
0022000120,20210107/DALDEN,2021-01-07,DEN,117,DAL,124,TNT
0022000121,20210107/SASLAL,2021-01-07,LAL,109,SAS,118,NA
0022000122,20210107/MINPOR,2021-01-07,POR,135,MIN,117,NA
0022000123,20210108/PHXDET,2021-01-08,DET,110,PHX,105,NA
0022000124,20210108/WASBOS,2021-01-08,BOS,116,WAS,107,NA
0022000125,20210108/OKCNYK,2021-01-08,NYK,89,OKC,101,NA
0022000126,20210108/CHANOP,2021-01-08,NOP,110,CHA,118,ESPN
0022000127,20210108/ORLHOU,2021-01-08,HOU,132,ORL,90,NA
0022000128,20210108/BKNMEM,2021-01-08,MEM,115,BKN,110,NA
0022000129,20210108/UTAMIL,2021-01-08,MIL,118,UTA,131,NA
0022000130,20210108/LACGSW,2021-01-08,GSW,115,LAC,105,ESPN
0022000131,20210108/CHILAL,2021-01-08,LAL,117,CHI,115,NA
0022000132,20210108/TORSAC,2021-01-08,SAC,123,TOR,144,NA
0022000133,20210109/DENPHI,2021-01-09,PHI,103,DEN,115,NBA TV
0022000134,20210109/ATLCHA,2021-01-09,CHA,113,ATL,105,NA
0022000135,20210109/PHXIND,2021-01-09,IND,117,PHX,125,NA
0022000136,20210109/MIAWAS,2021-01-09,WAS,124,MIA,128,NBA TV
0022000137,20210109/CLEMIL,2021-01-09,MIL,100,CLE,90,NA
0022000138,20210109/SASMIN,2021-01-09,MIN,122,SAS,125,NA
0022000139,20210109/ORLDAL,2021-01-09,DAL,112,ORL,98,NA
0022000140,20210109/PORSAC,2021-01-09,SAC,99,POR,125,NA
0022000141,20210110/UTADET,2021-01-10,DET,86,UTA,96,NBA TV
0022000142,20210110/CHILAC,2021-01-10,LAC,130,CHI,127,NA
0022000143,20210110/OKCBKN,2021-01-10,BKN,116,OKC,129,NA
0022000144,20210110/DENNYK,2021-01-10,NYK,89,DEN,114,NA
0022000146,20210110/LALHOU,2021-01-10,HOU,102,LAL,120,NA
0022000147,20210110/SASMIN,2021-01-10,MIN,96,SAS,88,NA
0022000148,20210110/TORGSW,2021-01-10,GSW,106,TOR,105,NA
0022000149,20210111/NYKCHA,2021-01-11,CHA,109,NYK,88,NA
0022000150,20210111/MEMCLE,2021-01-11,CLE,91,MEM,101,NA
0022000151,20210111/MILORL,2021-01-11,ORL,99,MIL,121,NA
0022000152,20210111/PHXWAS,2021-01-11,WAS,128,PHX,107,NA
0022000153,20210111/PHIATL,2021-01-11,ATL,112,PHI,94,NA
0022000155,20210111/TORPOR,2021-01-11,POR,112,TOR,111,NA
0022000156,20210111/INDSAC,2021-01-11,SAC,127,IND,122,NA
0022000157,20210112/MIAPHI,2021-01-12,PHI,137,MIA,134,NA
0022000158,20210112/DENBKN,2021-01-12,BKN,122,DEN,116,NA
0022000159,20210112/UTACLE,2021-01-12,CLE,87,UTA,117,NA
0022000161,20210112/LALHOU,2021-01-12,HOU,100,LAL,117,NBA TV
0022000162,20210112/SASOKC,2021-01-12,OKC,102,SAS,112,NA
0022000163,20210112/INDGSW,2021-01-12,GSW,95,IND,104,NBA TV
0022000164,20210113/DALCHA,2021-01-13,CHA,93,DAL,104,NA
0022000165,20210113/MILDET,2021-01-13,DET,101,MIL,110,NA
0022000168,20210113/BKNNYK,2021-01-13,NYK,109,BKN,116,ESPN
0022000169,20210113/MEMMIN,2021-01-13,MIN,107,MEM,118,NA
0022000170,20210113/LALOKC,2021-01-13,OKC,99,LAL,128,NA
0022000172,20210113/NOPLAC,2021-01-13,LAC,111,NOP,106,ESPN
0022000173,20210113/PORSAC,2021-01-13,SAC,126,POR,132,NA
0022000174,20210114/MIAPHI,2021-01-14,PHI,125,MIA,108,NA
0022000175,20210114/CHATOR,2021-01-14,TOR,111,CHA,108,NA
0022000176,20210114/HOUSAS,2021-01-14,SAS,105,HOU,109,TNT
0022000177,20210114/GSWDEN,2021-01-14,DEN,114,GSW,104,TNT
0022000178,20210114/INDPOR,2021-01-14,POR,87,IND,111,NA
0022000180,20210115/ORLBOS,2021-01-15,BOS,124,ORL,97,NA
0022000181,20210115/NYKCLE,2021-01-15,CLE,106,NYK,103,NA
0022000182,20210115/DALMIL,2021-01-15,MIL,112,DAL,109,ESPN
0022000184,20210115/CHIOKC,2021-01-15,OKC,127,CHI,125,NA
0022000186,20210115/ATLUTA,2021-01-15,UTA,116,ATL,92,NA
0022000187,20210115/NOPLAL,2021-01-15,LAL,112,NOP,95,ESPN
0022000188,20210115/LACSAC,2021-01-15,SAC,100,LAC,138,NA
0022000189,20210116/HOUSAS,2021-01-16,SAS,103,HOU,91,NBA TV
0022000190,20210116/ORLBKN,2021-01-16,BKN,122,ORL,115,NA
0022000191,20210116/CHATOR,2021-01-16,TOR,116,CHA,113,NBA TV
0022000192,20210116/DETMIA,2021-01-16,MIA,100,DET,120,NA
0022000193,20210116/PHIMEM,2021-01-16,MEM,106,PHI,104,NA
0022000195,20210116/ATLPOR,2021-01-16,POR,112,ATL,106,NA
0022000196,20210117/NYKBOS,2021-01-17,BOS,75,NYK,105,NBA TV
0022000198,20210117/CHIDAL,2021-01-17,DAL,101,CHI,117,NA
0022000200,20210117/UTADEN,2021-01-17,DEN,105,UTA,109,NA
0022000201,20210117/NOPSAC,2021-01-17,SAC,123,NOP,128,NA
0022000202,20210117/INDLAC,2021-01-17,LAC,129,IND,96,NBA TV
0022000203,20210118/ORLNYK,2021-01-18,NYK,91,ORL,84,NBA TV
0022000205,20210118/MINATL,2021-01-18,ATL,108,MIN,97,NBA TV
0022000206,20210118/DETMIA,2021-01-18,MIA,113,DET,107,NA
0022000207,20210118/SASPOR,2021-01-18,POR,104,SAS,125,NA
0022000208,20210118/PHXMEM,2021-01-18,MEM,108,PHX,104,TNT
0022000209,20210118/MILBKN,2021-01-18,BKN,125,MIL,123,TNT
0022000210,20210118/DALTOR,2021-01-18,TOR,116,DAL,93,NA
0022000211,20210118/HOUCHI,2021-01-18,CHI,125,HOU,120,NA
0022000212,20210118/GSWLAL,2021-01-18,LAL,113,GSW,115,TNT
0022000213,20210119/OKCDEN,2021-01-19,DEN,119,OKC,101,NA
0022000214,20210119/NOPUTA,2021-01-19,UTA,118,NOP,102,NBA TV
0022000216,20210120/BKNCLE,2021-01-20,CLE,147,BKN,135,NA
0022000217,20210120/DALIND,2021-01-20,IND,112,DAL,124,NA
0022000218,20210120/BOSPHI,2021-01-20,PHI,117,BOS,109,ESPN
0022000219,20210120/DETATL,2021-01-20,ATL,123,DET,115,NA
0022000220,20210120/MIATOR,2021-01-20,TOR,102,MIA,111,NA
0022000221,20210120/ORLMIN,2021-01-20,MIN,96,ORL,97,NA
0022000222,20210120/PHXHOU,2021-01-20,HOU,103,PHX,109,ESPN
0022000223,20210120/SASGSW,2021-01-20,GSW,121,SAS,99,NA
0022000224,20210120/SACLAC,2021-01-20,LAC,115,SAC,96,NA
0022000226,20210121/LALMIL,2021-01-21,MIL,106,LAL,113,TNT
0022000227,20210121/NOPUTA,2021-01-21,UTA,129,NOP,118,TNT
0022000228,20210121/NYKGSW,2021-01-21,GSW,104,NYK,119,NA
0022000229,20210122/CHICHA,2021-01-22,CHA,110,CHI,123,NA
0022000230,20210122/HOUDET,2021-01-22,DET,102,HOU,103,NA
0022000231,20210122/ORLIND,2021-01-22,IND,120,ORL,118,NA
0022000232,20210122/BKNCLE,2021-01-22,CLE,125,BKN,113,NA
0022000233,20210122/BOSPHI,2021-01-22,PHI,122,BOS,110,ESPN
0022000234,20210122/MIATOR,2021-01-22,TOR,101,MIA,81,NA
0022000236,20210122/ATLMIN,2021-01-22,MIN,98,ATL,116,NA
0022000237,20210122/DALSAS,2021-01-22,SAS,117,DAL,122,NA
0022000238,20210122/DENPHX,2021-01-22,PHX,126,DEN,130,ESPN
0022000239,20210122/OKCLAC,2021-01-22,LAC,120,OKC,106,NA
0022000241,20210122/NYKSAC,2021-01-22,SAC,103,NYK,94,NA
0022000242,20210123/GSWUTA,2021-01-23,UTA,127,GSW,108,NA
0022000243,20210123/PHIDET,2021-01-23,DET,110,PHI,114,NA
0022000244,20210123/MIABKN,2021-01-23,BKN,128,MIA,124,NBA TV
0022000245,20210123/LALCHI,2021-01-23,CHI,90,LAL,101,NA
0022000246,20210123/NOPMIN,2021-01-23,MIN,120,NOP,110,NA
0022000247,20210123/HOUDAL,2021-01-23,DAL,108,HOU,133,NA
0022000248,20210123/DENPHX,2021-01-23,PHX,112,DEN,120,NA
0022000249,20210124/TORIND,2021-01-24,IND,102,TOR,107,NBA TV
0022000250,20210124/CLEBOS,2021-01-24,BOS,141,CLE,103,NA
0022000251,20210124/OKCLAC,2021-01-24,LAC,108,OKC,100,NA
0022000252,20210124/CHAORL,2021-01-24,ORL,104,CHA,107,NA
0022000253,20210124/WASSAS,2021-01-24,SAS,121,WAS,101,NA
0022000254,20210124/ATLMIL,2021-01-24,MIL,129,ATL,115,NBA TV
0022000256,20210124/NYKPOR,2021-01-24,POR,116,NYK,113,NA
0022000257,20210125/PHIDET,2021-01-25,DET,119,PHI,104,NA
0022000258,20210125/TORIND,2021-01-25,IND,129,TOR,114,NA
0022000259,20210125/CHAORL,2021-01-25,ORL,117,CHA,108,NA
0022000260,20210125/MIABKN,2021-01-25,BKN,98,MIA,85,NBA TV
0022000261,20210125/LALCLE,2021-01-25,CLE,108,LAL,115,NA
0022000262,20210125/BOSCHI,2021-01-25,CHI,103,BOS,119,NA
0022000265,20210125/DENDAL,2021-01-25,DAL,113,DEN,117,NA
0022000266,20210125/MINGSW,2021-01-25,GSW,130,MIN,108,NBA TV
0022000267,20210125/OKCPOR,2021-01-25,POR,122,OKC,125,NA
0022000268,20210126/LACATL,2021-01-26,ATL,108,LAC,99,NBA TV
0022000269,20210126/WASHOU,2021-01-26,HOU,107,WAS,88,NA
0022000270,20210126/NYKUTA,2021-01-26,UTA,108,NYK,94,NA
0022000271,20210127/INDCHA,2021-01-27,CHA,106,IND,116,NA
0022000272,20210127/DETCLE,2021-01-27,CLE,122,DET,107,NA
0022000273,20210127/SACORL,2021-01-27,ORL,107,SAC,121,NA
0022000274,20210127/BKNATL,2021-01-27,ATL,128,BKN,132,NA
0022000275,20210127/DENMIA,2021-01-27,MIA,82,DEN,109,NA
0022000276,20210127/LALPHI,2021-01-27,PHI,107,LAL,106,ESPN
0022000277,20210127/MILTOR,2021-01-27,TOR,108,MIL,115,NA
0022000279,20210127/WASNOP,2021-01-27,NOP,124,WAS,106,NA
0022000280,20210127/BOSSAS,2021-01-27,SAS,110,BOS,106,NA
0022000281,20210127/OKCPHX,2021-01-27,PHX,97,OKC,102,NA
0022000282,20210127/DALUTA,2021-01-27,UTA,116,DAL,104,NA
0022000283,20210127/MINGSW,2021-01-27,GSW,123,MIN,111,ESPN
0022000284,20210128/LALDET,2021-01-28,DET,107,LAL,92,NA
0022000285,20210128/LACMIA,2021-01-28,MIA,105,LAC,109,NA
0022000286,20210128/GSWPHX,2021-01-28,PHX,114,GSW,93,TNT
0022000287,20210128/PORHOU,2021-01-28,HOU,104,POR,101,TNT
0022000288,20210129/INDCHA,2021-01-29,CHA,108,IND,105,NA
0022000289,20210129/LACORL,2021-01-29,ORL,90,LAC,116,NA
0022000290,20210129/ATLWAS,2021-01-29,WAS,100,ATL,116,NA
0022000291,20210129/CLENYK,2021-01-29,NYK,102,CLE,81,NA
0022000292,20210129/SACTOR,2021-01-29,TOR,124,SAC,126,NA
0022000293,20210129/MILNOP,2021-01-29,NOP,131,MIL,126,ESPN
0022000294,20210129/PHIMIN,2021-01-29,MIN,94,PHI,118,NA
0022000295,20210129/BKNOKC,2021-01-29,OKC,125,BKN,147,NA
0022000296,20210129/DENSAS,2021-01-29,SAS,119,DEN,109,NA
0022000297,20210129/DALUTA,2021-01-29,UTA,120,DAL,101,ESPN
0022000298,20210130/PORCHI,2021-01-30,CHI,122,POR,123,NA
0022000299,20210130/MILCHA,2021-01-30,CHA,126,MIL,114,NA
0022000300,20210130/HOUNOP,2021-01-30,NOP,112,HOU,126,NA
0022000301,20210130/SACMIA,2021-01-30,MIA,105,SAC,104,NA
0022000302,20210130/LALBOS,2021-01-30,BOS,95,LAL,96,ABC
0022000303,20210130/PHXDAL,2021-01-30,DAL,105,PHX,111,NA
0022000304,20210130/MEMSAS,2021-01-30,SAS,112,MEM,129,NA
0022000305,20210130/DETGSW,2021-01-30,GSW,118,DET,91,NA
0022000306,20210131/UTADEN,2021-01-31,DEN,128,UTA,117,NBA TV
0022000307,20210131/PHIIND,2021-01-31,IND,110,PHI,119,NA
0022000308,20210131/LACNYK,2021-01-31,NYK,115,LAC,129,NA
0022000309,20210131/ORLTOR,2021-01-31,TOR,115,ORL,102,NA
0022000310,20210131/BKNWAS,2021-01-31,WAS,149,BKN,146,NBA TV
0022000311,20210131/CLEMIN,2021-01-31,MIN,109,CLE,104,NA
0022000312,20210201/MINCLE,2021-02-01,CLE,100,MIN,98,NA
0022000313,20210201/LALATL,2021-02-01,ATL,99,LAL,107,NA
0022000314,20210201/CHAMIA,2021-02-01,MIA,121,CHA,129,NA
0022000315,20210201/NYKCHI,2021-02-01,CHI,110,NYK,102,NA
0022000316,20210201/PORMIL,2021-02-01,MIL,134,POR,106,NA
0022000317,20210201/SACNOP,2021-02-01,NOP,109,SAC,118,NA
0022000318,20210201/HOUOKC,2021-02-01,OKC,106,HOU,136,NA
0022000319,20210201/PHXDAL,2021-02-01,DAL,108,PHX,109,NBA TV
0022000320,20210201/MEMSAS,2021-02-01,SAS,102,MEM,133,NA
0022000322,20210202/MEMIND,2021-02-02,IND,134,MEM,116,NA
0022000323,20210202/TORORL,2021-02-02,ORL,108,TOR,123,NA
0022000324,20210202/LACBKN,2021-02-02,BKN,124,LAC,120,TNT
0022000325,20210202/DETUTA,2021-02-02,UTA,117,DET,105,NA
0022000326,20210202/BOSGSW,2021-02-02,GSW,107,BOS,111,TNT
0022000559,20210202/PORWAS,2021-02-02,WAS,121,POR,132,NA
0022000327,20210203/PHICHA,2021-02-03,CHA,111,PHI,118,NA
0022000328,20210203/LACCLE,2021-02-03,CLE,99,LAC,121,NA
0022000329,20210203/INDMIL,2021-02-03,MIL,130,IND,110,ESPN
0022000330,20210203/DALATL,2021-02-03,ATL,116,DAL,122,NA
0022000331,20210203/WASMIA,2021-02-03,MIA,100,WAS,103,NA
0022000332,20210203/NYKCHI,2021-02-03,CHI,103,NYK,107,NA
0022000333,20210203/HOUOKC,2021-02-03,OKC,104,HOU,87,NA
0022000334,20210203/MINSAS,2021-02-03,SAS,111,MIN,108,NA
0022000335,20210203/PHXNOP,2021-02-03,NOP,123,PHX,101,ESPN
0022000336,20210203/BOSSAC,2021-02-03,SAC,116,BOS,111,NA
0022000337,20210204/PORPHI,2021-02-04,PHI,105,POR,121,NA
0022000338,20210204/UTAATL,2021-02-04,ATL,91,UTA,112,NA
0022000339,20210204/GSWDAL,2021-02-04,DAL,116,GSW,147,TNT
0022000340,20210204/HOUMEM,2021-02-04,MEM,103,HOU,115,NA
0022000341,20210204/DENLAL,2021-02-04,LAL,114,DEN,93,TNT
0022000342,20210205/UTACHA,2021-02-05,CHA,121,UTA,138,NA
