gid,gcode,date,home,home_score,away,away_score,national_tv
0012100036,20211010/CHICLE,2021-10-10,CLE,101,CHI,102,NA
0012100037,20211010/OKCMIL,2021-10-10,MIL,130,OKC,110,ESPN
0012100038,20211010/PHXLAL,2021-10-10,LAL,94,PHX,123,ESPN
0012100039,20211011/HOUTOR,2021-10-11,TOR,107,HOU,92,NA
0012100040,20211011/CHAMIA,2021-10-11,MIA,104,CHA,103,NA
0012100041,20211011/BKNPHI,2021-10-11,PHI,115,BKN,104,ESPN2
0012100042,20211011/DETMEM,2021-10-11,MEM,127,DET,92,NA
0012100043,20211011/NOPUTA,2021-10-11,UTA,127,NOP,96,NA
0012100044,20211011/SACPOR,2021-10-11,POR,93,SAC,107,NA
0012100045,20211011/MINLAC,2021-10-11,LAC,100,MIN,128,NBA TV
0012100046,20211012/TORWAS,2021-10-12,WAS,108,TOR,113,NBA TV
0012100047,20211012/GSWLAL,2021-10-12,LAL,99,GSW,111,TNT
0012100048,20211013/DALCHA,2021-10-13,CHA,59,DAL,127,ESPN
0012100049,20211013/MEMIND,2021-10-13,IND,109,MEM,107,NA
0012100050,20211013/BOSORL,2021-10-13,ORL,103,BOS,102,NA
0012100051,20211013/DETNYK,2021-10-13,NYK,108,DET,100,NA
0012100052,20211013/DENOKC,2021-10-13,OKC,108,DEN,99,NA
0012100053,20211013/MILUTA,2021-10-13,UTA,124,MIL,120,NBA TV
0012100054,20211013/PORPHX,2021-10-13,PHX,119,POR,74,NA
0012100055,20211014/MIAATL,2021-10-14,ATL,127,MIA,92,NA
0012100056,20211014/MINBKN,2021-10-14,BKN,107,MIN,101,NBA TV
0012100057,20211014/DENOKC,2021-10-14,OKC,107,DEN,113,NA
0012100058,20211014/LALSAC,2021-10-14,SAC,116,LAL,112,NBA TV
0012100059,20211015/BOSMIA,2021-10-15,MIA,121,BOS,100,ESPN2
0012100060,20211015/PHIDET,2021-10-15,DET,112,PHI,108,NA
0012100061,20211015/CLEIND,2021-10-15,IND,94,CLE,110,NA
0012100062,20211015/WASNYK,2021-10-15,NYK,115,WAS,113,NA
0012100063,20211015/MEMCHI,2021-10-15,CHI,118,MEM,105,NA
0012100064,20211015/DALMIL,2021-10-15,MIL,103,DAL,114,NA
0012100065,20211015/HOUSAS,2021-10-15,SAS,126,HOU,98,NA
0012100066,20211015/PORGSW,2021-10-15,GSW,119,POR,97,NBA TV
0022100001,20211019/BKNMIL,2021-10-19,MIL,127,BKN,104,TNT
0022100002,20211019/GSWLAL,2021-10-19,LAL,114,GSW,121,TNT
0022100003,20211020/INDCHA,2021-10-20,CHA,123,IND,122,NA
0022100004,20211020/CHIDET,2021-10-20,DET,88,CHI,94,NA
0022100005,20211020/BOSNYK,2021-10-20,NYK,138,BOS,134,ESPN
0022100006,20211020/WASTOR,2021-10-20,TOR,83,WAS,98,NA
0022100007,20211020/CLEMEM,2021-10-20,MEM,132,CLE,121,NA
0022100008,20211020/HOUMIN,2021-10-20,MIN,124,HOU,106,NA
0022100009,20211020/PHINOP,2021-10-20,NOP,97,PHI,117,NA
0022100010,20211020/ORLSAS,2021-10-20,SAS,123,ORL,97,NA
0022100011,20211020/OKCUTA,2021-10-20,UTA,107,OKC,86,NA
0022100012,20211020/DENPHX,2021-10-20,PHX,98,DEN,110,ESPN
0022100013,20211020/SACPOR,2021-10-20,POR,121,SAC,124,NA
0022100014,20211021/DALATL,2021-10-21,ATL,113,DAL,87,TNT
0022100015,20211021/MILMIA,2021-10-21,MIA,137,MIL,95,NA
0022100016,20211021/LACGSW,2021-10-21,GSW,115,LAC,113,TNT
0022100017,20211022/CHACLE,2021-10-22,CLE,112,CHA,123,NA
0022100018,20211022/NYKORL,2021-10-22,ORL,96,NYK,121,NA
0022100019,20211022/INDWAS,2021-10-22,WAS,135,IND,134,NA
0022100020,20211022/TORBOS,2021-10-22,BOS,83,TOR,115,NA
0022100021,20211022/BKNPHI,2021-10-22,PHI,109,BKN,114,ESPN
0022100022,20211022/NOPCHI,2021-10-22,CHI,128,NOP,112,NA
0022100023,20211022/OKCHOU,2021-10-22,HOU,124,OKC,91,NA
0022100024,20211022/SASDEN,2021-10-22,DEN,102,SAS,96,NA
0022100025,20211022/PHXLAL,2021-10-22,LAL,105,PHX,115,ESPN
0022100026,20211022/UTASAC,2021-10-22,SAC,101,UTA,110,NA
0022100027,20211023/ATLCLE,2021-10-23,CLE,101,ATL,95,NA
0022100028,20211023/MIAIND,2021-10-23,IND,102,MIA,91,NBA TV
0022100029,20211023/DALTOR,2021-10-23,TOR,95,DAL,103,NA
0022100030,20211023/DETCHI,2021-10-23,CHI,97,DET,82,NA
0022100031,20211023/NOPMIN,2021-10-23,MIN,96,NOP,89,NA
0022100032,20211023/MILSAS,2021-10-23,SAS,111,MIL,121,NA
0022100033,20211023/PHXPOR,2021-10-23,POR,134,PHX,105,NBA TV
0022100034,20211023/MEMLAC,2021-10-23,LAC,114,MEM,120,NA
0022100035,20211024/CHABKN,2021-10-24,BKN,95,CHA,111,NA
0022100036,20211024/ORLNYK,2021-10-24,NYK,104,ORL,110,NA
0022100037,20211024/BOSHOU,2021-10-24,HOU,97,BOS,107,NBA TV
0022100038,20211024/PHIOKC,2021-10-24,OKC,103,PHI,115,NA
0022100039,20211024/GSWSAC,2021-10-24,SAC,107,GSW,119,NA
0022100040,20211024/MEMLAL,2021-10-24,LAL,121,MEM,118,NA
0022100041,20211025/BOSCHA,2021-10-25,CHA,129,BOS,140,NA
0022100042,20211025/MILIND,2021-10-25,IND,109,MIL,119,NA
0022100043,20211025/DETATL,2021-10-25,ATL,122,DET,104,NA
0022100044,20211025/WASBKN,2021-10-25,BKN,104,WAS,90,NBA TV
0022100045,20211025/ORLMIA,2021-10-25,MIA,107,ORL,90,NA
0022100046,20211025/CHITOR,2021-10-25,TOR,108,CHI,111,NA
0022100047,20211025/NOPMIN,2021-10-25,MIN,98,NOP,107,NA
0022100048,20211025/CLEDEN,2021-10-25,DEN,87,CLE,99,NA
0022100049,20211025/PORLAC,2021-10-25,LAC,116,POR,86,NBA TV
0022100050,20211026/PHINYK,2021-10-26,NYK,112,PHI,99,TNT
0022100051,20211026/GSWOKC,2021-10-26,OKC,98,GSW,106,NA
0022100052,20211026/HOUDAL,2021-10-26,DAL,116,HOU,106,NA
0022100053,20211026/LALSAS,2021-10-26,SAS,121,LAL,125,NA
0022100054,20211026/DENUTA,2021-10-26,UTA,122,DEN,110,TNT
0022100055,20211027/CHAORL,2021-10-27,ORL,111,CHA,120,NA
0022100056,20211027/WASBOS,2021-10-27,BOS,107,WAS,116,NA
0022100057,20211027/MIABKN,2021-10-27,BKN,93,MIA,106,NA
0022100058,20211027/INDTOR,2021-10-27,TOR,118,IND,100,NA
0022100059,20211027/ATLNOP,2021-10-27,NOP,99,ATL,102,ESPN
0022100060,20211027/MINMIL,2021-10-27,MIL,108,MIN,113,NA
0022100061,20211027/LALOKC,2021-10-27,OKC,123,LAL,115,NA
0022100062,20211027/SACPHX,2021-10-27,PHX,107,SAC,110,NA
0022100063,20211027/MEMPOR,2021-10-27,POR,116,MEM,96,ESPN
0022100064,20211027/CLELAC,2021-10-27,LAC,79,CLE,92,NA
0022100065,20211028/DETPHI,2021-10-28,PHI,110,DET,102,NA
0022100066,20211028/ATLWAS,2021-10-28,WAS,122,ATL,111,NA
0022100067,20211028/NYKCHI,2021-10-28,CHI,103,NYK,104,NBA TV
0022100068,20211028/UTAHOU,2021-10-28,HOU,91,UTA,122,NA
0022100069,20211028/SASDAL,2021-10-28,DAL,104,SAS,99,NA
0022100070,20211028/MEMGSW,2021-10-28,GSW,101,MEM,104,NA
0022100071,20211029/ORLTOR,2021-10-29,TOR,110,ORL,109,NA
0022100072,20211029/INDBKN,2021-10-29,BKN,105,IND,98,NA
0022100073,20211029/CHAMIA,2021-10-29,MIA,114,CHA,99,ESPN
0022100074,20211029/SACNOP,2021-10-29,NOP,109,SAC,113,NA
0022100075,20211029/DALDEN,2021-10-29,DEN,106,DAL,75,ESPN
0022100076,20211029/LACPOR,2021-10-29,POR,111,LAC,92,NA
0022100077,20211029/CLELAL,2021-10-29,LAL,113,CLE,101,NA
0022100078,20211030/BOSWAS,2021-10-30,WAS,115,BOS,112,NA
0022100079,20211030/ORLDET,2021-10-30,DET,110,ORL,103,NA
0022100080,20211030/NYKNOP,2021-10-30,NOP,117,NYK,123,NA
0022100081,20211030/TORIND,2021-10-30,IND,94,TOR,97,NA
0022100082,20211030/ATLPHI,2021-10-30,PHI,122,ATL,94,NBA TV
0022100083,20211030/UTACHI,2021-10-30,CHI,107,UTA,99,NA
0022100084,20211030/MIAMEM,2021-10-30,MEM,103,MIA,129,NA
0022100085,20211030/SASMIL,2021-10-30,MIL,93,SAS,102,NA
0022100086,20211030/OKCGSW,2021-10-30,GSW,103,OKC,82,NA
0022100087,20211030/DENMIN,2021-10-30,MIN,91,DEN,93,NA
0022100088,20211030/CLEPHX,2021-10-30,PHX,101,CLE,92,NA
0022100089,20211031/SACDAL,2021-10-31,DAL,105,SAC,99,NA
0022100090,20211031/PORCHA,2021-10-31,CHA,125,POR,113,NA
0022100091,20211031/UTAMIL,2021-10-31,MIL,95,UTA,107,NBA TV
0022100092,20211031/DETBKN,2021-10-31,BKN,117,DET,91,NA
0022100093,20211031/HOULAL,2021-10-31,LAL,95,HOU,85,NA
0022100094,20211101/CLECHA,2021-11-01,CHA,110,CLE,113,NA
0022100095,20211101/SASIND,2021-11-01,IND,131,SAS,118,NA
0022100096,20211101/PORPHI,2021-11-01,PHI,113,POR,103,NA
0022100097,20211101/WASATL,2021-11-01,ATL,118,WAS,111,NA
0022100098,20211101/CHIBOS,2021-11-01,BOS,114,CHI,128,NA
0022100099,20211101/TORNYK,2021-11-01,NYK,104,TOR,113,NBA TV
0022100100,20211101/DENMEM,2021-11-01,MEM,106,DEN,97,NA
0022100101,20211101/ORLMIN,2021-11-01,MIN,97,ORL,115,NA
0022100102,20211101/OKCLAC,2021-11-01,LAC,99,OKC,94,NA
0022100103,20211102/MILDET,2021-11-02,DET,89,MIL,117,NA
0022100104,20211102/MIADAL,2021-11-02,DAL,110,MIA,125,TNT
0022100105,20211102/SACUTA,2021-11-02,UTA,119,SAC,113,NA
0022100106,20211102/NOPPHX,2021-11-02,PHX,112,NOP,100,TNT
0022100107,20211102/HOULAL,2021-11-02,LAL,119,HOU,117,NA
0022100108,20211103/PORCLE,2021-11-03,CLE,107,POR,104,NA
0022100109,20211103/NYKIND,2021-11-03,IND,111,NYK,98,NA
0022100110,20211103/BOSORL,2021-11-03,ORL,79,BOS,92,NA
0022100111,20211103/CHIPHI,2021-11-03,PHI,103,CHI,98,NA
0022100112,20211103/TORWAS,2021-11-03,WAS,100,TOR,109,NA
0022100113,20211103/ATLBKN,2021-11-03,BKN,117,ATL,108,ESPN
0022100114,20211103/DENMEM,2021-11-03,MEM,108,DEN,106,NA
0022100115,20211103/LACMIN,2021-11-03,MIN,115,LAC,126,NA
0022100116,20211103/DALSAS,2021-11-03,SAS,108,DAL,109,NA
0022100117,20211103/CHAGSW,2021-11-03,GSW,114,CHA,92,ESPN
0022100118,20211103/NOPSAC,2021-11-03,SAC,112,NOP,99,NA
0022100119,20211104/PHIDET,2021-11-04,DET,98,PHI,109,NA
0022100120,20211104/UTAATL,2021-11-04,ATL,98,UTA,116,NA
0022100121,20211104/BOSMIA,2021-11-04,MIA,78,BOS,95,NBA TV
0022100122,20211104/HOUPHX,2021-11-04,PHX,123,HOU,111,NBA TV
0022100123,20211104/OKCLAL,2021-11-04,LAL,104,OKC,107,NA
0022100124,20211105/BKNDET,2021-11-05,DET,90,BKN,96,NA
0022100125,20211105/SASORL,2021-11-05,ORL,89,SAS,102,NA
0022100126,20211105/MEMWAS,2021-11-05,WAS,115,MEM,87,NA
0022100127,20211105/CLETOR,2021-11-05,TOR,101,CLE,102,NA
0022100128,20211105/NYKMIL,2021-11-05,MIL,98,NYK,113,ESPN
0022100129,20211105/LACMIN,2021-11-05,MIN,84,LAC,104,NA
0022100130,20211105/NOPGSW,2021-11-05,GSW,126,NOP,85,ESPN
0022100131,20211105/INDPOR,2021-11-05,POR,110,IND,106,NA
0022100132,20211105/CHASAC,2021-11-05,SAC,140,CHA,110,NA
0022100133,20211106/HOUDEN,2021-11-06,DEN,95,HOU,94,NA
0022100134,20211106/UTAMIA,2021-11-06,MIA,118,UTA,115,NBA TV
0022100135,20211106/PHICHI,2021-11-06,CHI,105,PHI,114,NA
0022100136,20211106/BOSDAL,2021-11-06,DAL,107,BOS,104,NA
0022100137,20211106/ATLPHX,2021-11-06,PHX,121,ATL,117,NA
0022100138,20211106/LALPOR,2021-11-06,POR,105,LAL,90,NBA TV
0022100139,20211107/BKNTOR,2021-11-07,TOR,103,BKN,116,NA
0022100140,20211107/CLENYK,2021-11-07,NYK,109,CLE,126,NA
0022100141,20211107/UTAORL,2021-11-07,ORL,107,UTA,100,NA
0022100142,20211107/MILWAS,2021-11-07,WAS,101,MIL,94,NA
0022100143,20211107/INDSAC,2021-11-07,SAC,91,IND,94,NA
0022100144,20211107/SASOKC,2021-11-07,OKC,99,SAS,94,NBA TV
0022100145,20211107/HOUGSW,2021-11-07,GSW,120,HOU,107,NA
0022100146,20211107/CHALAC,2021-11-07,LAC,120,CHA,106,NA
0022100147,20211108/NYKPHI,2021-11-08,PHI,96,NYK,103,NA
0022100148,20211108/BKNCHI,2021-11-08,CHI,118,BKN,95,NBA TV
0022100149,20211108/MINMEM,2021-11-08,MEM,125,MIN,118,NA
0022100150,20211108/NOPDAL,2021-11-08,DAL,108,NOP,92,NA
0022100151,20211108/MIADEN,2021-11-08,DEN,113,MIA,96,NA
0022100152,20211108/ATLGSW,2021-11-08,GSW,127,ATL,113,NA
0022100153,20211108/PHXSAC,2021-11-08,SAC,104,PHX,109,NA
0022100154,20211108/CHALAL,2021-11-08,LAL,126,CHA,123,NBA TV
0022100155,20211109/MILPHI,2021-11-09,PHI,109,MIL,118,TNT
0022100156,20211109/ATLUTA,2021-11-09,UTA,110,ATL,98,NA
0022100157,20211109/PORLAC,2021-11-09,LAC,117,POR,109,TNT
0022100158,20211110/WASCLE,2021-11-10,CLE,94,WAS,97,NA
0022100159,20211110/BKNORL,2021-11-10,ORL,90,BKN,123,NA
0022100160,20211110/TORBOS,2021-11-10,BOS,104,TOR,88,NA
0022100161,20211110/MILNYK,2021-11-10,NYK,100,MIL,112,NA
0022100162,20211110/DETHOU,2021-11-10,HOU,104,DET,112,ESPN
0022100163,20211110/DALCHI,2021-11-10,CHI,117,DAL,107,NA
0022100164,20211110/CHAMEM,2021-11-10,MEM,108,CHA,118,NA
0022100165,20211110/OKCNOP,2021-11-10,NOP,100,OKC,108,NA
0022100166,20211110/SACSAS,2021-11-10,SAS,136,SAC,117,NA
0022100167,20211110/INDDEN,2021-11-10,DEN,101,IND,98,NA
0022100168,20211110/PORPHX,2021-11-10,PHX,119,POR,109,NA
0022100169,20211110/MINGSW,2021-11-10,GSW,123,MIN,110,NA
0022100170,20211110/MIALAL,2021-11-10,LAL,120,MIA,117,ESPN
0022100171,20211111/TORPHI,2021-11-11,PHI,109,TOR,115,NBA TV
0022100172,20211111/INDUTA,2021-11-11,UTA,100,IND,111,NA
0022100173,20211111/MIALAC,2021-11-11,LAC,112,MIA,109,NBA TV
0022100174,20211112/NYKCHA,2021-11-12,CHA,104,NYK,96,NA
0022100175,20211112/MILBOS,2021-11-12,BOS,122,MIL,113,ESPN
0022100176,20211112/DETCLE,2021-11-12,CLE,98,DET,78,NA
0022100177,20211112/PORHOU,2021-11-12,HOU,92,POR,104,NA
0022100178,20211112/PHXMEM,2021-11-12,MEM,94,PHX,119,NA
0022100179,20211112/BKNNOP,2021-11-12,NOP,112,BKN,120,NA
0022100180,20211112/SACOKC,2021-11-12,OKC,105,SAC,103,NA
0022100181,20211112/DALSAS,2021-11-12,SAS,109,DAL,123,NA
0022100182,20211112/ATLDEN,2021-11-12,DEN,105,ATL,96,NA
0022100183,20211112/CHIGSW,2021-11-12,GSW,119,CHI,93,ESPN
0022100184,20211112/MINLAL,2021-11-12,LAL,83,MIN,107,NA
0022100185,20211113/MIAUTA,2021-11-13,UTA,105,MIA,111,NBA TV
0022100186,20211113/PHIIND,2021-11-13,IND,118,PHI,113,NA
0022100187,20211113/WASORL,2021-11-13,ORL,92,WAS,104,NA
0022100188,20211113/MEMNOP,2021-11-13,NOP,112,MEM,101,NA
0022100189,20211113/DETTOR,2021-11-13,TOR,121,DET,127,NA
0022100190,20211113/BOSCLE,2021-11-13,CLE,91,BOS,89,NBA TV
0022100191,20211113/MINLAC,2021-11-13,LAC,129,MIN,102,NA
0022100192,20211114/SASLAL,2021-11-14,LAL,114,SAS,106,NA
0022100193,20211114/MILATL,2021-11-14,ATL,120,MIL,100,NA
0022100194,20211114/GSWCHA,2021-11-14,CHA,106,GSW,102,NA
0022100195,20211114/PHXHOU,2021-11-14,HOU,89,PHX,115,NA
0022100196,20211114/BKNOKC,2021-11-14,OKC,96,BKN,120,NA
0022100197,20211114/PORDEN,2021-11-14,DEN,124,POR,95,NA
0022100198,20211114/CHILAC,2021-11-14,LAC,90,CHI,100,NA
0022100199,20211115/BOSCLE,2021-11-15,CLE,92,BOS,98,NA
0022100200,20211115/SACDET,2021-11-15,DET,107,SAC,129,NA
0022100201,20211115/NOPWAS,2021-11-15,WAS,105,NOP,100,NA
0022100202,20211115/ORLATL,2021-11-15,ATL,129,ORL,111,NA
0022100203,20211115/INDNYK,2021-11-15,NYK,92,IND,84,NA
0022100204,20211115/DENDAL,2021-11-15,DAL,111,DEN,101,NBA TV
0022100205,20211115/HOUMEM,2021-11-15,MEM,136,HOU,102,NA
0022100206,20211115/PHXMIN,2021-11-15,MIN,96,PHX,99,NA
0022100207,20211115/MIAOKC,2021-11-15,OKC,90,MIA,103,NA
0022100208,20211115/TORPOR,2021-11-15,POR,118,TOR,113,NA
0022100209,20211115/CHILAL,2021-11-15,LAL,103,CHI,121,NBA TV
0022100210,20211116/GSWBKN,2021-11-16,BKN,99,GSW,117,TNT
0022100211,20211116/PHIUTA,2021-11-16,UTA,120,PHI,85,TNT
0022100212,20211116/SASLAC,2021-11-16,LAC,106,SAS,92,NA
0022100213,20211117/WASCHA,2021-11-17,CHA,97,WAS,87,NA
0022100214,20211117/INDDET,2021-11-17,DET,97,IND,89,NA
0022100215,20211117/BOSATL,2021-11-17,ATL,110,BOS,99,NA
0022100216,20211117/CLEBKN,2021-11-17,BKN,109,CLE,99,NA
0022100217,20211117/NOPMIA,2021-11-17,MIA,113,NOP,98,NA
0022100218,20211117/ORLNYK,2021-11-17,NYK,98,ORL,104,NA
0022100219,20211117/LALMIL,2021-11-17,MIL,109,LAL,102,ESPN
0022100220,20211117/SACMIN,2021-11-17,MIN,107,SAC,97,NA
0022100221,20211117/HOUOKC,2021-11-17,OKC,101,HOU,89,NA
0022100222,20211117/DALPHX,2021-11-17,PHX,105,DAL,98,ESPN
0022100223,20211117/CHIPOR,2021-11-17,POR,112,CHI,107,NA
0022100224,20211118/GSWCLE,2021-11-18,CLE,89,GSW,104,NA
0022100225,20211118/WASMIA,2021-11-18,MIA,112,WAS,97,NA
0022100226,20211118/LACMEM,2021-11-18,MEM,120,LAC,108,NA
0022100227,20211118/SASMIN,2021-11-18,MIN,115,SAS,90,NA
0022100228,20211118/PHIDEN,2021-11-18,DEN,89,PHI,103,NBA TV
0022100229,20211118/TORUTA,2021-11-18,UTA,119,TOR,103,NA
0022100230,20211119/INDCHA,2021-11-19,CHA,121,IND,118,NA
0022100231,20211119/GSWDET,2021-11-19,DET,102,GSW,105,NA
0022100232,20211119/LALBOS,2021-11-19,BOS,130,LAL,108,ESPN
0022100233,20211119/ORLBKN,2021-11-19,BKN,115,ORL,113,NA
0022100234,20211119/OKCMIL,2021-11-19,MIL,96,OKC,89,NA
0022100235,20211119/LACNOP,2021-11-19,NOP,94,LAC,81,NA
0022100236,20211119/CHIDEN,2021-11-19,DEN,108,CHI,114,NA
0022100237,20211119/DALPHX,2021-11-19,PHX,112,DAL,104,ESPN
0022100238,20211119/TORSAC,2021-11-19,SAC,89,TOR,108,NA
0022100239,20211120/HOUNYK,2021-11-20,NYK,106,HOU,99,NA
0022100240,20211120/NOPIND,2021-11-20,IND,111,NOP,94,NA
0022100241,20211120/MIAWAS,2021-11-20,WAS,103,MIA,100,NA
0022100242,20211120/CHAATL,2021-11-20,ATL,115,CHA,105,NBA TV
0022100243,20211120/OKCBOS,2021-11-20,BOS,111,OKC,105,NA
0022100244,20211120/ORLMIL,2021-11-20,MIL,117,ORL,108,NA
0022100245,20211120/MEMMIN,2021-11-20,MIN,138,MEM,95,NA
0022100246,20211120/PHIPOR,2021-11-20,POR,118,PHI,111,NA
0022100247,20211120/UTASAC,2021-11-20,SAC,105,UTA,123,NA
0022100248,20211121/DALLAC,2021-11-21,LAC,97,DAL,91,NA
0022100249,20211121/LALDET,2021-11-21,DET,116,LAL,121,NA
0022100250,20211121/NYKCHI,2021-11-21,CHI,109,NYK,103,NA
0022100251,20211121/DENPHX,2021-11-21,PHX,126,DEN,97,NA
0022100252,20211121/TORGSW,2021-11-21,GSW,119,TOR,104,NA
0022100253,20211122/BKNCLE,2021-11-22,CLE,112,BKN,117,NBA TV
0022100254,20211122/CHAWAS,2021-11-22,WAS,103,CHA,109,NA
0022100255,20211122/OKCATL,2021-11-22,ATL,113,OKC,101,NA
0022100256,20211122/HOUBOS,2021-11-22,BOS,108,HOU,90,NA
0022100257,20211122/INDCHI,2021-11-22,CHI,77,IND,109,NA
0022100258,20211122/ORLMIL,2021-11-22,MIL,123,ORL,92,NA
0022100259,20211122/MINNOP,2021-11-22,NOP,96,MIN,110,NA
0022100260,20211122/PHXSAS,2021-11-22,SAS,111,PHX,115,NA
0022100261,20211122/MEMUTA,2021-11-22,UTA,118,MEM,119,NA
0022100262,20211122/PHISAC,2021-11-22,SAC,94,PHI,102,NBA TV
0022100263,20211123/MIADET,2021-11-23,DET,92,MIA,100,NA
0022100264,20211123/LALNYK,2021-11-23,NYK,106,LAL,100,TNT
0022100265,20211123/DENPOR,2021-11-23,POR,119,DEN,100,TNT
0022100266,20211123/DALLAC,2021-11-23,LAC,104,DAL,112,NA
0022100267,20211124/PHXCLE,2021-11-24,CLE,115,PHX,120,NA
0022100268,20211124/LALIND,2021-11-24,IND,116,LAL,124,NA
0022100269,20211124/CHAORL,2021-11-24,ORL,99,CHA,106,NA
0022100270,20211124/BKNBOS,2021-11-24,BOS,104,BKN,123,ESPN
0022100271,20211124/CHIHOU,2021-11-24,HOU,118,CHI,113,NA
0022100272,20211124/TORMEM,2021-11-24,MEM,113,TOR,126,NA
0022100273,20211124/DETMIL,2021-11-24,MIL,114,DET,93,NA
0022100274,20211124/MIAMIN,2021-11-24,MIN,113,MIA,101,NA
0022100275,20211124/WASNOP,2021-11-24,NOP,127,WAS,102,NA
0022100276,20211124/UTAOKC,2021-11-24,OKC,104,UTA,110,NA
0022100277,20211124/ATLSAS,2021-11-24,SAS,106,ATL,124,NA
0022100278,20211124/PHIGSW,2021-11-24,GSW,116,PHI,96,ESPN
0022100279,20211124/PORSAC,2021-11-24,SAC,125,POR,121,NA
0022100280,20211126/DETLAC,2021-11-26,LAC,107,DET,96,NA
0022100281,20211126/MINCHA,2021-11-26,CHA,133,MIN,115,NA
0022100282,20211126/PHXNYK,2021-11-26,NYK,97,PHX,118,NA
0022100283,20211126/CHIORL,2021-11-26,ORL,88,CHI,123,NA
0022100284,20211126/TORIND,2021-11-26,IND,114,TOR,97,NA
0022100285,20211126/ATLMEM,2021-11-26,MEM,100,ATL,132,NA
0022100286,20211126/WASOKC,2021-11-26,OKC,99,WAS,101,NA
0022100287,20211126/BOSSAS,2021-11-26,SAS,96,BOS,88,NA
0022100288,20211126/MILDEN,2021-11-26,DEN,109,MIL,120,NBA TV
0022100289,20211126/NOPUTA,2021-11-26,UTA,97,NOP,98,NA
0022100290,20211126/PORGSW,2021-11-26,GSW,118,POR,103,NA
0022100291,20211126/SACLAL,2021-11-26,LAL,137,SAC,141,NA
0022100292,20211127/MINPHI,2021-11-27,PHI,120,MIN,121,NA
0022100293,20211127/NYKATL,2021-11-27,ATL,90,NYK,99,NA
0022100294,20211127/PHXBKN,2021-11-27,BKN,107,PHX,113,NBA TV
0022100295,20211127/ORLCLE,2021-11-27,CLE,105,ORL,92,NA
0022100296,20211127/MIACHI,2021-11-27,CHI,104,MIA,107,NA
0022100297,20211127/CHAHOU,2021-11-27,HOU,146,CHA,143,NA
0022100298,20211127/WASDAL,2021-11-27,DAL,114,WAS,120,NA
0022100299,20211127/NOPUTA,2021-11-27,UTA,127,NOP,105,NA
0022100300,20211128/GSWLAC,2021-11-28,LAC,90,GSW,105,NA
0022100301,20211128/MILIND,2021-11-28,IND,100,MIL,118,NA
0022100302,20211128/BOSTOR,2021-11-28,TOR,97,BOS,109,NA
0022100303,20211128/SACMEM,2021-11-28,MEM,128,SAC,101,NA
