gid,gcode,date,home,home_score,away,away_score,national_tv
0022200033,20221022/HOUMIL,2022-10-22,MIL,125,HOU,105,NA
0022200034,20221022/MEMDAL,2022-10-22,DAL,137,MEM,96,NBA TV
0022200035,20221022/OKCDEN,2022-10-22,DEN,122,OKC,117,NA
0022200036,20221022/LACSAC,2022-10-22,SAC,109,LAC,111,NA
0022200037,20221023/PORLAL,2022-10-23,LAL,104,POR,106,NA
0022200038,20221023/CHAATL,2022-10-23,ATL,109,CHA,126,NA
0022200039,20221023/WASCLE,2022-10-23,CLE,117,WAS,107,NBA TV
0022200040,20221023/UTANOP,2022-10-23,NOP,121,UTA,122,NA
0022200041,20221023/MINOKC,2022-10-23,OKC,106,MIN,116,NA
0022200042,20221023/SACGSW,2022-10-23,GSW,130,SAC,125,NA
0022200043,20221023/PHXLAC,2022-10-23,LAC,95,PHX,112,NBA TV
0022200044,20221024/INDPHI,2022-10-24,PHI,120,IND,106,NA
0022200045,20221024/TORMIA,2022-10-24,MIA,90,TOR,98,NA
0022200046,20221024/ORLNYK,2022-10-24,NYK,115,ORL,102,NBA TV
0022200047,20221024/BOSCHI,2022-10-24,CHI,120,BOS,102,NA
0022200048,20221024/UTAHOU,2022-10-24,HOU,114,UTA,108,NA
0022200049,20221024/BKNMEM,2022-10-24,MEM,134,BKN,124,NA
0022200050,20221024/SASMIN,2022-10-24,MIN,106,SAS,115,NA
0022200051,20221024/DENPOR,2022-10-24,POR,135,DEN,110,NBA TV
0022200052,20221025/DETWAS,2022-10-25,WAS,120,DET,99,NA
0022200053,20221025/DALNOP,2022-10-25,NOP,113,DAL,111,TNT
0022200054,20221025/LACOKC,2022-10-25,OKC,108,LAC,94,NA
0022200055,20221025/GSWPHX,2022-10-25,PHX,134,GSW,105,TNT
0022200056,20221026/ORLCLE,2022-10-26,CLE,103,ORL,92,NA
0022200057,20221026/ATLDET,2022-10-26,DET,113,ATL,118,NA
0022200058,20221026/CHANYK,2022-10-26,NYK,134,CHA,131,NA
0022200059,20221026/PHITOR,2022-10-26,TOR,119,PHI,109,NA
0022200060,20221026/BKNMIL,2022-10-26,MIL,110,BKN,99,ESPN
0022200061,20221026/INDCHI,2022-10-26,CHI,124,IND,109,NA
0022200062,20221026/SASMIN,2022-10-26,MIN,134,SAS,122,NA
0022200063,20221026/HOUUTA,2022-10-26,UTA,109,HOU,101,NA
0022200064,20221026/LALDEN,2022-10-26,DEN,110,LAL,99,ESPN
0022200065,20221026/MIAPOR,2022-10-26,POR,98,MIA,119,NA
0022200066,20221027/DALBKN,2022-10-27,BKN,125,DAL,129,NBA TV
0022200067,20221027/LACOKC,2022-10-27,OKC,118,LAC,110,NA
0022200068,20221027/MIAGSW,2022-10-27,GSW,123,MIA,110,NBA TV
0022200069,20221027/MEMSAC,2022-10-27,SAC,110,MEM,125,NA
0022200070,20221028/ATLDET,2022-10-28,DET,112,ATL,136,NA
0022200071,20221028/CHAORL,2022-10-28,ORL,113,CHA,93,NA
0022200072,20221028/CLEBOS,2022-10-28,BOS,123,CLE,132,NA
0022200073,20221028/PHITOR,2022-10-28,TOR,90,PHI,112,NA
0022200074,20221028/INDWAS,2022-10-28,WAS,117,IND,127,ESPN
0022200075,20221028/NYKMIL,2022-10-28,MIL,119,NYK,108,NA
0022200076,20221028/LALMIN,2022-10-28,MIN,111,LAL,102,NA
0022200077,20221028/CHISAS,2022-10-28,SAS,129,CHI,124,NA
0022200078,20221028/UTADEN,2022-10-28,DEN,117,UTA,101,NA
0022200079,20221028/NOPPHX,2022-10-28,PHX,124,NOP,111,ESPN
0022200080,20221028/HOUPOR,2022-10-28,POR,125,HOU,111,NA
0022200081,20221029/MIASAC,2022-10-29,SAC,119,MIA,113,NA
0022200082,20221029/GSWCHA,2022-10-29,CHA,120,GSW,113,NA
0022200083,20221029/INDBKN,2022-10-29,BKN,116,IND,125,NA
0022200084,20221029/PHICHI,2022-10-29,CHI,109,PHI,114,NBA TV
0022200085,20221029/ATLMIL,2022-10-29,MIL,123,ATL,115,NA
0022200086,20221029/OKCDAL,2022-10-29,DAL,111,OKC,117,NA
0022200087,20221029/MEMUTA,2022-10-29,UTA,124,MEM,123,NA
0022200088,20221030/NOPLAC,2022-10-30,LAC,91,NOP,112,NA
0022200089,20221030/WASBOS,2022-10-30,BOS,112,WAS,94,NA
0022200090,20221030/NYKCLE,2022-10-30,CLE,121,NYK,108,NA
0022200091,20221030/GSWDET,2022-10-30,DET,128,GSW,114,NA
0022200092,20221030/MINSAS,2022-10-30,SAS,107,MIN,98,NBA TV
0022200093,20221030/ORLDAL,2022-10-30,DAL,114,ORL,105,NA
0022200094,20221030/HOUPHX,2022-10-30,PHX,124,HOU,109,NA
0022200095,20221030/DENLAL,2022-10-30,LAL,121,DEN,110,NA
0022200096,20221031/SACCHA,2022-10-31,CHA,108,SAC,115,NA
0022200097,20221031/PHIWAS,2022-10-31,WAS,111,PHI,118,NA
0022200098,20221031/INDBKN,2022-10-31,BKN,116,IND,109,NBA TV
0022200099,20221031/ATLTOR,2022-10-31,TOR,139,ATL,109,NA
0022200100,20221031/DETMIL,2022-10-31,MIL,110,DET,108,NA
0022200101,20221031/MEMUTA,2022-10-31,UTA,121,MEM,105,NA
0022200102,20221031/HOULAC,2022-10-31,LAC,95,HOU,93,NA
0022200103,20221101/CHIBKN,2022-11-01,BKN,99,CHI,108,TNT
0022200104,20221101/GSWMIA,2022-11-01,MIA,116,GSW,109,NA
0022200105,20221101/ORLOKC,2022-11-01,OKC,116,ORL,108,NA
0022200106,20221101/MINPHX,2022-11-01,PHX,116,MIN,107,TNT
0022200107,20221102/BOSCLE,2022-11-02,CLE,114,BOS,113,ESPN
0022200108,20221102/WASPHI,2022-11-02,PHI,111,WAS,121,NA
0022200109,20221102/SACMIA,2022-11-02,MIA,110,SAC,107,NA
0022200110,20221102/ATLNYK,2022-11-02,NYK,99,ATL,112,NA
0022200111,20221102/CHACHI,2022-11-02,CHI,106,CHA,88,NA
0022200112,20221102/LACHOU,2022-11-02,HOU,101,LAC,109,NA
0022200113,20221102/DETMIL,2022-11-02,MIL,116,DET,91,NA
0022200114,20221102/TORSAS,2022-11-02,SAS,100,TOR,143,NA
0022200115,20221102/UTADAL,2022-11-02,DAL,103,UTA,100,NA
0022200116,20221102/MEMPOR,2022-11-02,POR,106,MEM,111,ESPN
0022200117,20221102/NOPLAL,2022-11-02,LAL,120,NOP,117,NA
0022200118,20221103/GSWORL,2022-11-03,ORL,130,GSW,129,NA
0022200119,20221103/DENOKC,2022-11-03,OKC,110,DEN,122,NBA TV
0022200120,20221104/CLEDET,2022-11-04,DET,88,CLE,112,NA
0022200121,20221104/MIAIND,2022-11-04,IND,101,MIA,99,NA
0022200122,20221104/NYKPHI,2022-11-04,PHI,104,NYK,106,NA
0022200123,20221104/BKNWAS,2022-11-04,WAS,86,BKN,128,NA
0022200124,20221104/CHIBOS,2022-11-04,BOS,123,CHI,119,ESPN
0022200125,20221104/CHAMEM,2022-11-04,MEM,130,CHA,99,NA
0022200126,20221104/LACSAS,2022-11-04,SAS,106,LAC,113,NA
0022200127,20221104/TORDAL,2022-11-04,DAL,111,TOR,110,NA
0022200128,20221104/GSWNOP,2022-11-04,NOP,114,GSW,105,NA
0022200129,20221104/MILMIN,2022-11-04,MIN,102,MIL,115,ESPN
0022200130,20221104/PORPHX,2022-11-04,PHX,106,POR,108,NA
0022200131,20221104/UTALAL,2022-11-04,LAL,116,UTA,130,NA
0022200132,20221105/SACORL,2022-11-05,ORL,123,SAC,126,NA
0022200133,20221105/BKNCHA,2022-11-05,CHA,94,BKN,98,NA
0022200134,20221105/NOPATL,2022-11-05,ATL,124,NOP,121,NA
0022200135,20221105/BOSNYK,2022-11-05,NYK,118,BOS,133,NBA TV
0022200136,20221105/OKCMIL,2022-11-05,MIL,108,OKC,94,NA
0022200137,20221105/HOUMIN,2022-11-05,MIN,129,HOU,117,NA
0022200138,20221105/SASDEN,2022-11-05,DEN,126,SAS,101,NA
0022200139,20221105/PORPHX,2022-11-05,PHX,102,POR,82,NBA TV
0022200140,20221106/CLELAL,2022-11-06,LAL,100,CLE,114,NA
0022200141,20221106/CHITOR,2022-11-06,TOR,113,CHI,104,NA
0022200142,20221106/WASMEM,2022-11-06,MEM,103,WAS,97,NA
0022200143,20221106/UTALAC,2022-11-06,LAC,102,UTA,110,NA
0022200144,20221107/WASCHA,2022-11-07,CHA,100,WAS,108,NA
0022200145,20221107/HOUORL,2022-11-07,ORL,127,HOU,134,NA
0022200146,20221107/OKCDET,2022-11-07,DET,112,OKC,103,NA
0022200147,20221107/NOPIND,2022-11-07,IND,129,NOP,122,NA
0022200148,20221107/PHXPHI,2022-11-07,PHI,100,PHX,88,NBA TV
0022200149,20221107/MILATL,2022-11-07,ATL,117,MIL,98,NA
0022200150,20221107/PORMIA,2022-11-07,MIA,107,POR,110,NA
0022200151,20221107/TORCHI,2022-11-07,CHI,111,TOR,97,NA
0022200152,20221107/BOSMEM,2022-11-07,MEM,106,BOS,109,NA
0022200153,20221107/NYKMIN,2022-11-07,MIN,107,NYK,120,NA
0022200154,20221107/DENSAS,2022-11-07,SAS,109,DEN,115,NA
0022200155,20221107/BKNDAL,2022-11-07,DAL,96,BKN,94,NA
0022200156,20221107/SACGSW,2022-11-07,GSW,116,SAC,113,NA
0022200157,20221107/LALUTA,2022-11-07,UTA,139,LAL,116,NA
0022200158,20221107/CLELAC,2022-11-07,LAC,119,CLE,117,NBA TV
0022200159,20221109/PORCHA,2022-11-09,CHA,95,POR,105,NA
0022200160,20221109/DENIND,2022-11-09,IND,119,DEN,122,NA
0022200161,20221109/DALORL,2022-11-09,ORL,94,DAL,87,NA
0022200162,20221109/UTAATL,2022-11-09,ATL,119,UTA,125,NA
0022200163,20221109/DETBOS,2022-11-09,BOS,128,DET,112,NA
0022200164,20221109/NYKBKN,2022-11-09,BKN,112,NYK,85,ESPN
0022200165,20221109/HOUTOR,2022-11-09,TOR,116,HOU,109,NA
0022200166,20221109/NOPCHI,2022-11-09,CHI,111,NOP,115,NA
0022200167,20221109/PHXMIN,2022-11-09,MIN,117,PHX,129,NA
0022200168,20221109/MILOKC,2022-11-09,OKC,132,MIL,136,NA
0022200169,20221109/MEMSAS,2022-11-09,SAS,122,MEM,124,NA
0022200170,20221109/LALLAC,2022-11-09,LAC,114,LAL,101,ESPN
0022200171,20221109/CLESAC,2022-11-09,SAC,127,CLE,120,NA
0022200172,20221110/DALWAS,2022-11-10,WAS,113,DAL,105,NA
0022200173,20221110/PHIATL,2022-11-10,ATL,104,PHI,95,NBA TV
0022200174,20221110/CHAMIA,2022-11-10,MIA,117,CHA,112,NA
0022200175,20221110/PORNOP,2022-11-10,NOP,95,POR,106,NA
0022200176,20221111/DENBOS,2022-11-11,BOS,131,DEN,112,NBA TV
0022200177,20221111/PHXORL,2022-11-11,ORL,114,PHX,97,NA
0022200178,20221111/DETNYK,2022-11-11,NYK,121,DET,112,NA
0022200179,20221111/TOROKC,2022-11-11,OKC,132,TOR,113,NA
0022200180,20221111/MILSAS,2022-11-11,SAS,111,MIL,93,NA
0022200181,20221111/MINMEM,2022-11-11,MEM,114,MIN,103,ESPN
0022200182,20221111/CLEGSW,2022-11-11,GSW,106,CLE,101,NA
0022200183,20221111/SACLAL,2022-11-11,LAL,114,SAC,120,NA
0022200184,20221112/BKNLAC,2022-11-12,LAC,95,BKN,110,NA
0022200185,20221112/UTAWAS,2022-11-12,WAS,121,UTA,112,NA
0022200186,20221112/BOSDET,2022-11-12,DET,108,BOS,117,NA
0022200187,20221112/TORIND,2022-11-12,IND,118,TOR,104,NA
0022200188,20221112/ATLPHI,2022-11-12,PHI,121,ATL,109,NA
0022200189,20221112/CHAMIA,2022-11-12,MIA,132,CHA,115,NA
0022200190,20221112/PORDAL,2022-11-12,DAL,117,POR,112,NA
0022200191,20221112/HOUNOP,2022-11-12,NOP,119,HOU,106,NBA TV
0022200192,20221113/OKCNYK,2022-11-13,NYK,135,OKC,145,NA
0022200193,20221113/MINCLE,2022-11-13,CLE,124,MIN,129,NA
0022200194,20221113/MEMWAS,2022-11-13,WAS,102,MEM,92,NA
0022200195,20221113/UTAPHI,2022-11-13,PHI,105,UTA,98,NA
0022200196,20221113/DENCHI,2022-11-13,CHI,103,DEN,126,NA
0022200197,20221113/GSWSAC,2022-11-13,SAC,122,GSW,115,NA
0022200198,20221113/BKNLAL,2022-11-13,LAL,116,BKN,103,NBA TV
0022200199,20221114/TORDET,2022-11-14,DET,111,TOR,115,NA
0022200200,20221114/CHAORL,2022-11-14,ORL,105,CHA,112,NA
0022200201,20221114/OKCBOS,2022-11-14,BOS,126,OKC,122,NBA TV
0022200202,20221114/PHXMIA,2022-11-14,MIA,113,PHX,112,NA
0022200203,20221114/LACHOU,2022-11-14,HOU,106,LAC,122,NA
0022200204,20221114/ATLMIL,2022-11-14,MIL,106,ATL,121,NA
0022200205,20221114/SASGSW,2022-11-14,GSW,132,SAS,95,NA
0022200206,20221115/MEMNOP,2022-11-15,NOP,113,MEM,102,TNT
0022200207,20221115/LACDAL,2022-11-15,DAL,103,LAC,101,NA
0022200208,20221115/NYKUTA,2022-11-15,UTA,111,NYK,118,NA
0022200209,20221115/SASPOR,2022-11-15,POR,117,SAS,110,NA
0022200210,20221115/BKNSAC,2022-11-15,SAC,153,BKN,121,TNT
0022200211,20221116/INDCHA,2022-11-16,CHA,113,IND,125,NA
0022200212,20221116/MINORL,2022-11-16,ORL,108,MIN,126,NA
0022200213,20221116/OKCWAS,2022-11-16,WAS,120,OKC,121,NA
0022200214,20221116/BOSATL,2022-11-16,ATL,101,BOS,126,ESPN
0022200215,20221116/MIATOR,2022-11-16,TOR,112,MIA,104,NA
0022200216,20221116/CLEMIL,2022-11-16,MIL,113,CLE,98,NA
0022200217,20221116/CHINOP,2022-11-16,NOP,124,CHI,110,NA
0022200218,20221116/HOUDAL,2022-11-16,DAL,92,HOU,101,NA
0022200219,20221116/NYKDEN,2022-11-16,DEN,103,NYK,106,NA
0022200220,20221116/GSWPHX,2022-11-16,PHX,130,GSW,119,ESPN
0022200221,20221117/BKNPOR,2022-11-17,POR,107,BKN,109,NA
0022200222,20221117/SASSAC,2022-11-17,SAC,130,SAS,112,NA
0022200223,20221117/DETLAC,2022-11-17,LAC,96,DET,91,NA
0022200224,20221118/MIAWAS,2022-11-18,WAS,107,MIA,106,NA
0022200225,20221118/CHACLE,2022-11-18,CLE,132,CHA,122,NA
0022200226,20221118/MILPHI,2022-11-18,PHI,110,MIL,102,ESPN
0022200227,20221118/ORLCHI,2022-11-18,CHI,107,ORL,108,NA
0022200228,20221118/INDHOU,2022-11-18,HOU,91,IND,99,NA
0022200229,20221118/OKCMEM,2022-11-18,MEM,121,OKC,110,NA
0022200230,20221118/DENDAL,2022-11-18,DAL,127,DEN,99,NA
0022200231,20221118/BOSNOP,2022-11-18,NOP,109,BOS,117,NA
0022200232,20221118/PHXUTA,2022-11-18,UTA,134,PHX,133,NA
0022200233,20221118/NYKGSW,2022-11-18,GSW,111,NYK,101,ESPN
0022200234,20221118/DETLAL,2022-11-18,LAL,128,DET,121,NA
0022200235,20221119/TORATL,2022-11-19,ATL,124,TOR,122,NA
0022200236,20221119/ORLIND,2022-11-19,IND,114,ORL,113,NA
0022200237,20221119/MINPHI,2022-11-19,PHI,109,MIN,112,NBA TV
0022200238,20221119/UTAPOR,2022-11-19,POR,113,UTA,118,NBA TV
0022200239,20221119/SASLAC,2022-11-19,LAC,119,SAS,97,NA
0022200240,20221120/NYKPHX,2022-11-20,PHX,116,NYK,95,NA
0022200241,20221120/CHAWAS,2022-11-20,WAS,106,CHA,102,NA
0022200242,20221120/DETSAC,2022-11-20,SAC,137,DET,129,NA
0022200243,20221120/MEMBKN,2022-11-20,BKN,127,MEM,115,NA
0022200244,20221120/MIACLE,2022-11-20,CLE,113,MIA,87,NA
0022200245,20221120/GSWHOU,2022-11-20,HOU,120,GSW,127,NA
0022200246,20221120/DENDAL,2022-11-20,DAL,97,DEN,98,NA
0022200247,20221120/SASLAL,2022-11-20,LAL,123,SAS,92,NA
0022200248,20221121/ATLCLE,2022-11-21,CLE,114,ATL,102,NA
0022200249,20221121/ORLIND,2022-11-21,IND,123,ORL,102,NA
0022200250,20221121/BOSCHI,2022-11-21,CHI,121,BOS,107,NA
0022200251,20221121/PORMIL,2022-11-21,MIL,119,POR,111,NA
0022200252,20221121/MIAMIN,2022-11-21,MIN,105,MIA,101,NA
0022200253,20221121/GSWNOP,2022-11-21,NOP,128,GSW,83,NBA TV
0022200254,20221121/NYKOKC,2022-11-21,OKC,119,NYK,129,NA
0022200255,20221121/UTALAC,2022-11-21,LAC,121,UTA,114,NBA TV
0022200256,20221122/BKNPHI,2022-11-22,PHI,115,BKN,106,TNT
0022200257,20221122/SACMEM,2022-11-22,MEM,109,SAC,113,NA
0022200258,20221122/DETDEN,2022-11-22,DEN,108,DET,110,NA
0022200259,20221122/LALPHX,2022-11-22,PHX,115,LAL,105,TNT
0022200260,20221123/PHICHA,2022-11-23,CHA,107,PHI,101,NA
0022200261,20221123/PORCLE,2022-11-23,CLE,114,POR,96,NA
0022200262,20221123/MININD,2022-11-23,IND,101,MIN,115,NA
0022200263,20221123/SACATL,2022-11-23,ATL,115,SAC,106,NA
0022200264,20221123/DALBOS,2022-11-23,BOS,125,DAL,112,ESPN
0022200265,20221123/WASMIA,2022-11-23,MIA,113,WAS,105,NA
0022200266,20221123/BKNTOR,2022-11-23,TOR,98,BKN,112,NA
0022200267,20221123/CHIMIL,2022-11-23,MIL,113,CHI,118,NA
0022200268,20221123/DENOKC,2022-11-23,OKC,126,DEN,131,NA
0022200269,20221123/NOPSAS,2022-11-23,SAS,110,NOP,129,NA
0022200270,20221123/DETUTA,2022-11-23,UTA,116,DET,125,NA
0022200271,20221123/LACGSW,2022-11-23,GSW,124,LAC,107,ESPN
0022200272,20221125/MINCHA,2022-11-25,CHA,110,MIN,108,NA
0022200273,20221125/PHIORL,2022-11-25,ORL,99,PHI,107,NA
0022200274,20221125/PORNYK,2022-11-25,NYK,129,POR,132,NA
0022200275,20221125/SACBOS,2022-11-25,BOS,122,SAC,104,NA
0022200276,20221125/BKNIND,2022-11-25,IND,128,BKN,117,NA
0022200277,20221125/WASMIA,2022-11-25,MIA,110,WAS,107,NA
0022200278,20221125/ATLHOU,2022-11-25,HOU,128,ATL,122,NA
0022200279,20221125/NOPMEM,2022-11-25,MEM,132,NOP,111,NBA TV
0022200280,20221125/CLEMIL,2022-11-25,MIL,117,CLE,102,NA
0022200281,20221125/CHIOKC,2022-11-25,OKC,123,CHI,119,NA
0022200282,20221125/LALSAS,2022-11-25,SAS,94,LAL,105,NA
0022200283,20221125/DETPHX,2022-11-25,PHX,108,DET,102,NA
0022200284,20221125/UTAGSW,2022-11-25,GSW,129,UTA,118,NA
0022200285,20221125/DENLAC,2022-11-25,LAC,104,DEN,114,ClipperVision
0022200285,20221125/DENLAC,2022-11-25,LAC,104,DEN,114,NBA TV
0022200286,20221126/DALTOR,2022-11-26,TOR,105,DAL,100,NA
0022200287,20221126/OKCHOU,2022-11-26,HOU,118,OKC,105,NBA TV
0022200288,20221126/LALSAS,2022-11-26,SAS,138,LAL,143,NA
0022200289,20221126/UTAPHX,2022-11-26,PHX,113,UTA,112,NA
0022200290,20221127/PORBKN,2022-11-27,BKN,111,POR,97,NA
0022200291,20221127/GSWMIN,2022-11-27,MIN,114,GSW,137,NA
0022200292,20221127/INDLAC,2022-11-27,LAC,114,IND,100,NA
0022200293,20221127/MIAATL,2022-11-27,ATL,98,MIA,106,NA
0022200294,20221127/WASBOS,2022-11-27,BOS,130,WAS,121,NA
0022200295,20221127/CLEDET,2022-11-27,DET,94,CLE,102,NA
0022200296,20221127/MEMNYK,2022-11-27,NYK,123,MEM,127,NA
0022200297,20221127/PHIORL,2022-11-27,ORL,103,PHI,133,NA
0022200298,20221127/DALMIL,2022-11-27,MIL,124,DAL,115,NBA TV
