season,season_prefix,Referee,Games,Total fouls,Shooting,Personal,Loose ball,Personal take,Offensive charge,Offensive,Kicked ball,Technical,Defensive goaltending,Shooting block,Defensive 3 seconds,Delay of game,Personal block,Flagrant 1,Away from play,Double technical,Clear path,Double personal,Inbound foul,Delay technical,Lane violation,Jump ball violation,Flagrant 2,Hanging technical,Unsportsmanlike technical,Taunting technical,Excess timeout technical,Double lane,Too many players technical
2017,002,Aaron Smith,53,517,262,142,20,27,9,8,6,15,7,5,3,6,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2017,002,Ben Taylor,51,799,327,222,63,23,12,52,11,22,15,17,6,8,11,2,1,0,1,0,2,0,3,0,1,0,0,0,0,0,0
2017,002,Bennie Adams,59,953,367,302,65,29,26,54,7,20,5,29,10,16,8,3,2,2,1,1,2,0,2,0,0,1,0,1,0,0,0
2017,002,Bill Kennedy,65,860,391,239,43,16,24,52,10,10,16,11,16,11,8,4,1,2,1,1,1,0,2,0,0,0,1,0,0,0,0
2017,002,Bill Spooner,58,665,285,164,44,18,25,43,11,11,6,15,7,13,7,3,1,1,0,1,2,1,2,1,1,1,1,1,0,0,0
2017,002,Brent Barnaky,68,948,406,254,65,21,36,61,12,13,13,20,9,11,15,4,1,1,1,1,2,0,1,0,0,1,0,0,0,0,0
2017,002,Brett Nansel,40,558,321,135,25,9,16,13,10,3,3,9,1,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,002,Brian Forte,65,840,385,258,29,15,22,30,12,12,7,23,21,9,10,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
2017,002,CJ Washington,44,612,284,164,46,13,12,30,10,12,3,13,6,1,9,2,0,0,1,1,3,0,1,0,1,0,0,0,0,0,0
2017,002,Courtney Kirkland,62,929,405,236,83,16,31,65,30,11,11,9,6,10,9,1,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0
2017,002,Curtis Blair,50,681,324,211,30,12,17,19,10,7,4,15,8,4,17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2017,002,Dan Crawford,60,947,387,273,71,18,31,63,16,10,12,16,7,10,13,2,1,6,1,3,2,0,2,0,0,1,0,0,2,0,0
2017,002,David Guthrie,44,715,297,226,50,8,18,31,8,12,7,25,3,6,14,3,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0
2017,002,Dedric Taylor,55,754,363,197,46,22,15,29,16,7,10,14,6,8,14,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0
2017,002,Derek Richardson,47,622,294,149,22,22,14,38,7,2,9,20,14,11,11,1,1,1,1,2,0,1,2,0,0,0,0,0,0,0,0
2017,002,Derrick Collins,64,874,400,232,38,27,18,51,20,5,6,35,9,8,21,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2017,002,Derrick Stafford,63,842,385,238,54,21,21,51,13,6,10,12,3,8,14,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
2017,002,Ed Malloy,58,728,294,199,37,29,29,45,9,21,13,20,4,10,6,3,0,2,0,0,0,1,1,0,1,1,1,0,2,0,0
2017,002,Eric Dalen,58,691,352,175,36,19,17,27,13,7,9,9,4,5,8,1,2,1,1,0,3,0,1,1,0,0,0,0,0,0,0
2017,002,Eric Lewis,67,976,392,333,54,14,30,34,29,9,7,26,14,5,15,3,2,1,1,2,3,0,2,0,0,0,0,0,0,0,0
2017,002,Gary Zielinski,59,872,349,283,47,19,15,55,25,7,9,17,21,4,12,0,0,3,1,2,0,0,3,0,0,0,0,0,0,0,0
2017,002,Gediminas Petraitis,51,599,303,145,30,24,19,20,9,4,3,20,2,3,10,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
2017,002,Haywoode Workman,52,746,311,219,46,15,22,36,14,6,9,22,7,12,17,3,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0
2017,002,J.T. Orr,54,775,375,215,42,20,20,32,9,14,5,7,8,8,9,2,3,0,1,0,0,0,4,0,0,0,0,0,0,1,0
2017,002,Jacyn Goble,34,432,218,128,9,12,13,16,4,10,2,9,0,3,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,002,James Capers,62,1085,425,353,95,12,32,51,20,24,8,15,14,10,12,1,1,8,1,0,0,0,1,0,1,1,0,0,0,0,0
2017,002,James Williams,69,1007,408,313,69,24,19,45,19,26,4,16,20,17,11,2,3,4,1,0,2,1,1,1,1,0,0,0,0,0,0
2017,002,Jason Goldenberg,4,51,29,10,4,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,002,Jason Phillips,33,443,190,125,27,11,13,14,15,9,5,9,4,5,6,1,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0
2017,002,John Goble,70,1102,450,360,59,19,15,79,13,21,17,17,7,17,12,2,1,3,2,1,0,4,1,1,0,1,0,0,0,0,0
2017,002,Josh Tiven,69,1035,476,285,51,31,17,56,14,14,14,34,12,8,14,0,0,1,0,0,0,0,5,1,0,0,0,1,0,1,0
2017,002,Justin Van Duyne,58,932,415,246,49,26,26,60,13,13,13,21,21,12,6,0,1,1,1,1,0,3,2,0,1,1,0,0,0,0,0
2017,002,Kane Fitzgerald,69,1041,390,327,62,19,22,67,16,31,6,32,14,15,20,1,2,1,3,1,3,2,3,0,2,0,0,0,0,2,0
2017,002,Karl Lane,67,985,442,306,49,27,29,44,15,5,9,21,11,4,17,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0
2017,002,Ken Mauer,63,938,440,256,45,18,21,33,11,23,7,38,5,8,18,2,0,7,2,1,1,1,0,0,0,0,0,1,0,0,0
2017,002,Kevin Cutler,57,774,352,233,46,27,21,32,12,7,5,17,6,1,10,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0
2017,002,Kevin Scott,64,809,372,225,68,14,20,36,9,8,6,17,2,11,17,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2017,002,Lauren Holtkamp,44,577,296,154,15,16,14,25,9,5,4,16,2,5,10,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0
2017,002,Leon Wood,51,668,272,207,48,16,23,39,15,7,6,9,7,4,12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,002,Leroy Richardson,57,798,396,201,32,22,19,31,26,11,11,15,12,8,9,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2017,002,Marat Kogut,61,921,398,276,60,21,31,45,9,18,7,20,8,13,12,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2017,002,Marc Davis,65,846,377,220,41,31,16,26,17,24,14,18,11,23,9,1,0,4,2,0,3,2,2,0,2,0,0,3,0,0,0
2017,002,Mark Ayotte,55,782,376,245,56,17,14,25,5,7,4,8,6,4,11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
2017,002,Mark Lindsay,64,823,426,248,36,17,22,26,11,1,3,6,12,5,4,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,002,Matt Boland,64,843,305,306,65,23,26,36,9,6,7,22,11,4,17,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2017,002,Michael Smith,59,834,408,238,29,22,33,32,10,7,6,14,9,7,10,1,0,2,0,0,1,2,1,1,0,0,1,0,0,0,0
2017,002,Mike Callahan,61,744,338,237,35,14,12,33,15,12,2,12,9,7,6,5,1,2,0,0,1,0,0,0,2,1,0,0,0,0,0
2017,002,Mitchell Ervin,45,750,371,227,37,21,19,20,3,6,7,11,5,7,10,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0
2017,002,Monty McCutchen,64,1009,370,336,67,15,18,52,18,24,13,26,27,16,12,2,1,5,0,2,2,1,0,0,1,1,0,0,0,0,0
2017,002,Nick Buchert,53,789,321,233,54,20,20,58,15,10,8,15,7,8,13,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0
2017,002,Pat Fraher,65,819,412,184,49,27,20,43,7,10,3,21,15,6,11,3,0,3,0,0,0,0,3,1,0,0,0,1,0,0,0
2017,002,Phenizee Ransom,4,31,16,5,2,0,1,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,002,Rodney Mott,65,889,320,246,74,29,25,87,13,16,13,20,13,5,16,1,0,3,2,1,0,1,3,0,1,0,0,0,0,0,0
2017,002,Ron Garretson,56,758,335,243,41,22,20,16,19,7,12,16,12,0,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,002,Scott Foster,69,1161,504,299,98,16,33,82,11,19,15,35,9,6,17,5,0,2,0,1,0,2,4,1,1,0,0,0,0,0,1
2017,002,Scott Twardoski,49,651,316,154,44,17,14,24,18,8,1,23,5,3,21,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2017,002,Scott Wall,43,677,326,173,59,15,14,35,13,11,5,12,1,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,002,Sean Corbin,61,982,410,316,33,21,14,51,9,11,12,40,22,9,22,3,0,1,2,1,3,0,0,0,0,1,1,0,0,0,0
2017,002,Sean Wright,61,975,414,321,82,22,24,26,12,8,8,17,3,9,20,1,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0
2017,002,Steve Anderson,46,632,300,170,34,15,22,27,6,12,10,15,5,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,002,Tom Washington,60,805,353,254,30,16,19,49,18,1,9,11,6,9,22,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1
2017,002,Tony Brothers,61,934,403,237,42,17,32,70,17,18,14,34,11,10,12,6,1,3,1,0,5,0,0,0,0,0,0,1,0,0,0
2017,002,Tony Brown,59,890,358,281,64,17,17,65,10,7,7,24,6,11,13,0,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0
2017,002,Tre Maddox,58,839,377,245,44,28,30,41,12,13,1,15,4,15,8,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2017,002,Tyler Ford,58,889,429,247,50,19,20,40,17,12,7,20,4,8,10,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0
2017,002,Vladimir Voyard-Tadal,4,57,29,12,7,0,1,3,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,002,Zach Zarba,61,829,330,256,57,27,26,36,10,9,7,24,8,6,23,1,0,5,1,0,2,1,0,0,0,0,0,0,0,0,0
2017,002,NA,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Bennie Adams,3,48,18,20,0,1,0,3,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Bill Kennedy,8,101,42,40,6,1,2,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Bill Spooner,5,47,18,15,5,2,0,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Brent Barnaky,1,13,5,2,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Brian Forte,4,55,24,19,0,4,0,4,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Courtney Kirkland,4,58,33,16,1,1,0,3,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Dan Crawford,14,250,83,79,26,9,5,13,3,8,4,5,2,4,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,David Guthrie,5,68,32,18,3,4,3,3,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Derrick Collins,4,70,27,18,3,0,2,4,3,1,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Derrick Stafford,11,155,70,40,6,5,5,13,2,0,2,6,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2017,004,Ed Malloy,11,173,77,52,11,0,7,6,2,2,3,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Eric Lewis,3,48,23,16,4,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,James Capers,11,171,72,61,10,1,4,6,0,1,3,4,0,2,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,004,James Williams,5,57,23,19,3,1,2,4,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,John Goble,10,143,60,48,9,3,2,8,2,2,2,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,004,Josh Tiven,3,42,25,9,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Kane Fitzgerald,6,94,36,32,8,2,4,3,0,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Ken Mauer,10,154,56,52,5,2,4,8,2,7,1,7,1,2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,004,Leon Wood,1,13,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Leroy Richardson,2,32,15,8,3,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Marc Davis,11,185,76,53,7,3,4,6,5,8,4,4,1,6,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
2017,004,Mark Ayotte,1,12,5,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Mark Lindsay,2,26,12,10,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Matt Boland,1,12,2,4,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Michael Smith,1,16,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Mike Callahan,13,182,84,53,12,1,3,9,1,2,0,3,3,1,3,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0
2017,004,Monty McCutchen,13,224,79,70,19,8,2,14,4,8,3,3,0,2,7,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,004,Pat Fraher,6,64,32,22,3,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Rodney Mott,5,73,27,18,6,3,4,5,0,1,2,1,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,004,Ron Garretson,7,87,36,27,4,5,2,3,1,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Scott Foster,12,199,85,49,14,3,9,12,1,5,3,2,0,4,4,0,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0
2017,004,Sean Corbin,6,98,45,32,4,0,2,3,1,1,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Sean Wright,8,95,52,26,6,0,0,1,0,1,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Tom Washington,5,68,33,26,0,2,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Tony Brothers,11,141,67,42,10,0,2,10,2,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Tony Brown,3,55,22,17,1,3,0,6,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,004,Zach Zarba,11,165,73,56,11,4,4,3,0,1,2,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Aaron Smith,44,500,234,159,45,6,15,0,10,11,2,5,1,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Ben Taylor,48,708,306,247,54,16,17,5,12,8,6,7,5,4,15,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2018,002,Bennie Adams,48,725,312,244,42,15,22,13,17,19,1,7,6,3,13,3,3,0,2,1,1,1,0,0,0,0,0,0,0,0,0
2018,002,Bill Kennedy,43,537,214,187,34,9,17,12,10,14,11,3,7,4,8,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2018,002,Bill Spooner,34,427,200,120,27,12,23,3,4,6,8,9,1,2,7,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2018,002,Brandon Adair,6,52,27,16,2,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Brent Barnaky,52,682,318,224,34,14,25,8,12,8,2,5,8,8,10,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
2018,002,Brett Nansel,33,480,275,130,12,19,5,5,7,3,2,1,3,4,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,002,Brian Forte,49,695,310,219,36,17,14,7,15,27,3,19,7,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,CJ Washington,31,426,203,129,27,11,13,5,5,11,3,7,6,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Courtney Kirkland,49,677,276,241,55,13,28,17,15,7,8,1,3,4,3,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0
2018,002,Curtis Blair,49,622,290,218,21,19,23,5,10,4,3,7,7,3,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,David Guthrie,50,791,303,284,44,16,28,8,16,33,9,13,10,8,11,2,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0
2018,002,Dedric Taylor,48,619,292,201,30,21,26,7,13,6,4,4,4,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Derek Richardson,40,518,220,159,24,26,21,6,8,2,10,15,9,4,7,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0
2018,002,Derrick Collins,45,564,250,169,28,13,20,6,22,3,5,13,7,5,13,0,0,4,3,0,1,2,0,0,0,0,0,0,0,0,0
2018,002,Derrick Stafford,47,617,302,178,39,12,24,9,11,11,10,2,3,4,9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2018,002,Ed Malloy,47,590,271,183,23,19,21,8,16,14,7,9,0,7,6,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0
2018,002,Eric Dalen,23,241,132,64,8,3,9,4,3,4,3,5,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Eric Lewis,49,772,311,279,37,21,26,5,10,22,9,7,14,7,13,1,2,0,0,4,3,1,0,0,0,0,0,0,0,0,0
2018,002,Gary Zielinski,49,665,277,252,29,16,20,2,21,5,6,2,15,9,4,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
2018,002,Gediminas Petraitis,45,537,268,179,30,4,8,2,7,8,4,7,2,2,12,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
2018,002,Haywoode Workman,45,589,262,202,24,13,23,11,11,2,2,7,11,7,7,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,002,J.T. Orr,48,679,289,219,51,20,19,6,26,7,6,7,6,5,9,1,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0
2018,002,JB DeRosa,27,303,141,83,15,10,10,7,8,4,4,8,0,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Jacyn Goble,40,488,235,150,24,8,11,8,8,19,7,4,0,2,7,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2018,002,James Capers,47,756,265,300,71,11,31,8,16,18,6,1,6,4,4,1,0,4,2,6,1,0,0,0,0,0,0,1,0,0,0
2018,002,James Williams,46,662,281,215,42,20,25,3,10,17,13,7,9,9,3,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2018,002,Jason Goldenberg,33,516,232,175,29,11,17,9,10,6,5,7,2,3,4,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0
2018,002,Jason Phillips,23,315,155,110,19,4,7,2,3,4,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,John Goble,47,667,275,240,41,13,17,13,9,20,6,6,4,6,5,2,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0
2018,002,Jonathan Sterling,35,413,190,114,28,8,17,11,9,6,4,4,4,3,10,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,002,Josh Tiven,43,580,286,192,25,13,13,3,6,12,7,8,3,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Justin Van Duyne,40,591,274,190,36,20,14,8,7,6,3,10,14,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,002,Kane Fitzgerald,45,642,257,238,38,7,17,13,9,16,3,6,8,11,9,3,1,2,0,0,1,1,1,0,0,0,0,0,0,0,1
2018,002,Karl Lane,48,692,302,269,25,13,26,9,7,5,5,6,6,6,5,0,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0
2018,002,Ken Mauer,49,718,339,235,35,20,24,7,8,11,7,8,0,2,13,4,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
2018,002,Kevin Cutler,49,600,283,213,27,12,13,4,13,6,2,11,1,4,5,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2018,002,Kevin Scott,45,571,242,208,34,16,13,4,13,10,8,4,0,5,7,0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0
2018,002,Lauren Holtkamp,43,570,272,196,20,14,22,10,8,6,7,3,2,1,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Leon Wood,47,571,222,215,49,17,19,5,19,1,6,1,2,6,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,002,Leroy Richardson,48,667,314,219,19,15,15,14,15,10,12,10,4,4,11,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2018,002,Marat Kogut,51,709,332,226,32,18,27,16,10,10,9,4,4,5,9,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2018,002,Marc Davis,50,715,321,242,34,11,13,6,14,25,10,7,9,9,4,2,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0
2018,002,Mark Ayotte,50,631,280,243,18,19,11,4,13,8,7,7,2,1,12,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Mark Lindsay,45,556,244,198,24,10,17,4,17,5,6,3,14,3,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2018,002,Matt Boland,49,685,245,264,50,21,31,1,14,13,8,9,3,6,15,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2018,002,Matt Myers,3,28,19,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Michael Smith,46,704,298,255,22,14,31,13,9,16,3,4,11,8,10,1,2,2,1,0,3,1,0,0,0,0,0,0,0,0,0
2018,002,Mike Callahan,48,622,285,206,27,24,13,5,16,4,7,3,10,5,4,5,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0
2018,002,Mitchell Ervin,38,555,262,169,33,23,12,13,7,7,3,8,6,2,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,002,Monty McCutchen,18,259,88,110,15,5,12,3,3,5,2,2,7,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Nick Buchert,49,765,346,253,44,20,19,6,12,13,8,5,9,7,9,1,3,4,0,0,3,1,0,1,1,0,0,0,0,0,0
2018,002,Pat Fraher,49,542,276,176,23,8,11,5,9,9,1,5,6,6,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2018,002,Phenizee Ransom,7,68,27,25,6,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Randy Richardson,5,55,33,11,4,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Ray Acosta,25,314,161,101,13,8,10,4,1,7,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Rodney Mott,49,655,260,244,54,15,19,8,12,10,11,4,5,2,3,0,1,3,0,1,1,1,0,0,1,0,0,0,0,0,0
2018,002,Ron Garretson,52,634,282,217,34,22,23,2,12,9,8,7,6,3,5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2018,002,Scott Foster,47,736,303,257,53,15,18,14,17,10,12,11,7,4,8,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
2018,002,Scott Twardoski,46,586,286,182,28,16,21,4,7,7,5,7,10,3,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,002,Scott Wall,50,636,307,187,33,18,21,8,10,7,8,17,1,3,8,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2018,002,Sean Corbin,39,623,237,247,31,14,16,10,8,11,5,11,11,6,5,1,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0
2018,002,Sean Wright,47,771,321,277,53,19,26,7,11,9,8,8,2,6,12,0,4,2,3,0,2,0,1,0,0,0,0,0,0,0,0
2018,002,Tom Washington,49,687,310,242,29,17,22,13,14,8,5,8,3,5,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2018,002,Tony Brothers,53,787,349,257,29,13,23,7,30,26,7,17,4,7,8,3,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0
2018,002,Tony Brown,44,689,272,235,48,11,23,15,11,12,10,9,7,10,16,3,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0
2018,002,Tre Maddox,41,540,216,186,43,16,14,11,7,14,5,9,2,7,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Tyler Ford,51,768,323,263,55,18,25,11,13,20,3,14,6,11,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2018,002,Vladimir Voyard-Tadal,7,91,47,31,4,2,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,002,Zach Zarba,49,704,307,222,52,26,25,8,9,12,7,8,2,7,5,2,0,6,3,0,2,0,0,0,0,0,0,1,0,0,0
2018,002,NA,871,11563,4534,3387,589,239,2107,173,0,142,0,115,88,0,122,13,21,0,7,13,5,0,0,0,4,0,2,0,0,0,0
2018,004,Bennie Adams,3,43,20,17,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,004,Bill Kennedy,7,101,42,37,6,0,5,0,2,1,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,004,Bill Spooner,4,49,30,13,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,004,Brent Barnaky,2,30,17,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,004,Brian Forte,4,50,21,26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,004,Courtney Kirkland,4,42,14,18,0,0,5,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
