season,season_prefix,Referee,Games,Total fouls,Shooting,Personal,Loose ball,Personal take,Offensive charge,Offensive,Kicked ball,Technical,Defensive goaltending,Shooting block,Defensive 3 seconds,Delay of game,Personal block,Flagrant 1,Away from play,Double technical,Clear path,Double personal,Inbound foul,Delay technical,Lane violation,Jump ball violation,Flagrant 2,Hanging technical,Unsportsmanlike technical,Taunting technical,Excess timeout technical,Double lane,Too many players technical,season_alpha,season_type,mode,max_date
2017,002,Aaron Smith,53,9.75,4.94,2.68,0.38,0.51,0.17,0.15,0.11,0.28,0.13,0.09,0.06,0.11,0.02,0.06,0.02,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Ben Taylor,51,15.67,6.41,4.35,1.24,0.45,0.24,1.02,0.22,0.43,0.29,0.33,0.12,0.16,0.22,0.04,0.02,0,0.02,0,0.04,0,0.06,0,0.02,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Bennie Adams,59,16.15,6.22,5.12,1.1,0.49,0.44,0.92,0.12,0.34,0.08,0.49,0.17,0.27,0.14,0.05,0.03,0.03,0.02,0.02,0.03,0,0.03,0,0,0.02,0,0.02,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Bill Kennedy,65,13.23,6.02,3.68,0.66,0.25,0.37,0.8,0.15,0.15,0.25,0.17,0.25,0.17,0.12,0.06,0.02,0.03,0.02,0.02,0.02,0,0.03,0,0,0,0.02,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Bill Spooner,58,11.47,4.91,2.83,0.76,0.31,0.43,0.74,0.19,0.19,0.1,0.26,0.12,0.22,0.12,0.05,0.02,0.02,0,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Brent Barnaky,68,13.94,5.97,3.74,0.96,0.31,0.53,0.9,0.18,0.19,0.19,0.29,0.13,0.16,0.22,0.06,0.01,0.01,0.01,0.01,0.03,0,0.01,0,0,0.01,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Brett Nansel,40,13.95,8.03,3.38,0.62,0.22,0.4,0.32,0.25,0.07,0.07,0.22,0.03,0.07,0.22,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Brian Forte,65,12.92,5.92,3.97,0.45,0.23,0.34,0.46,0.18,0.18,0.11,0.35,0.32,0.14,0.15,0.03,0.02,0.02,0.02,0,0,0.02,0.02,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,CJ Washington,44,13.91,6.45,3.73,1.05,0.3,0.27,0.68,0.23,0.27,0.07,0.3,0.14,0.02,0.2,0.05,0,0,0.02,0.02,0.07,0,0.02,0,0.02,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Courtney Kirkland,62,14.98,6.53,3.81,1.34,0.26,0.5,1.05,0.48,0.18,0.18,0.15,0.1,0.16,0.15,0.02,0.02,0,0.03,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Curtis Blair,50,13.62,6.48,4.22,0.6,0.24,0.34,0.38,0.2,0.14,0.08,0.3,0.16,0.08,0.34,0.02,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Dan Crawford,60,15.78,6.45,4.55,1.18,0.3,0.52,1.05,0.27,0.17,0.2,0.27,0.12,0.17,0.22,0.03,0.02,0.1,0.02,0.05,0.03,0,0.03,0,0,0.02,0,0,0.03,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,David Guthrie,44,16.25,6.75,5.14,1.14,0.18,0.41,0.7,0.18,0.27,0.16,0.57,0.07,0.14,0.32,0.07,0.02,0,0.02,0.05,0.05,0,0.02,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Dedric Taylor,55,13.71,6.6,3.58,0.84,0.4,0.27,0.53,0.29,0.13,0.18,0.25,0.11,0.15,0.25,0.02,0.02,0,0,0,0.05,0.02,0,0,0,0.02,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Derek Richardson,47,13.23,6.26,3.17,0.47,0.47,0.3,0.81,0.15,0.04,0.19,0.43,0.3,0.23,0.23,0.02,0.02,0.02,0.02,0.04,0,0.02,0.04,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Derrick Collins,64,13.66,6.25,3.62,0.59,0.42,0.28,0.8,0.31,0.08,0.09,0.55,0.14,0.12,0.33,0,0,0,0.02,0.02,0,0,0.02,0,0,0.02,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Derrick Stafford,63,13.37,6.11,3.78,0.86,0.33,0.33,0.81,0.21,0.1,0.16,0.19,0.05,0.13,0.22,0,0,0.02,0.02,0,0,0,0.02,0.02,0,0,0.02,0,0,0,0.02,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Ed Malloy,58,12.55,5.07,3.43,0.64,0.5,0.5,0.78,0.16,0.36,0.22,0.34,0.07,0.17,0.1,0.05,0,0.03,0,0,0,0.02,0.02,0,0.02,0.02,0.02,0,0.03,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Eric Dalen,58,11.91,6.07,3.02,0.62,0.33,0.29,0.47,0.22,0.12,0.16,0.16,0.07,0.09,0.14,0.02,0.03,0.02,0.02,0,0.05,0,0.02,0.02,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Eric Lewis,67,14.57,5.85,4.97,0.81,0.21,0.45,0.51,0.43,0.13,0.1,0.39,0.21,0.07,0.22,0.04,0.03,0.01,0.01,0.03,0.04,0,0.03,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Gary Zielinski,59,14.78,5.92,4.8,0.8,0.32,0.25,0.93,0.42,0.12,0.15,0.29,0.36,0.07,0.2,0,0,0.05,0.02,0.03,0,0,0.05,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Gediminas Petraitis,51,11.75,5.94,2.84,0.59,0.47,0.37,0.39,0.18,0.08,0.06,0.39,0.04,0.06,0.2,0.04,0.02,0.02,0.02,0,0,0.02,0,0.02,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Haywoode Workman,52,14.35,5.98,4.21,0.88,0.29,0.42,0.69,0.27,0.12,0.17,0.42,0.13,0.23,0.33,0.06,0.02,0.04,0.02,0,0.02,0,0.04,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,J.T. Orr,54,14.35,6.94,3.98,0.78,0.37,0.37,0.59,0.17,0.26,0.09,0.13,0.15,0.15,0.17,0.04,0.06,0,0.02,0,0,0,0.07,0,0,0,0,0,0,0.02,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Jacyn Goble,34,12.71,6.41,3.76,0.26,0.35,0.38,0.47,0.12,0.29,0.06,0.26,0,0.09,0.12,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,James Capers,62,17.5,6.85,5.69,1.53,0.19,0.52,0.82,0.32,0.39,0.13,0.24,0.23,0.16,0.19,0.02,0.02,0.13,0.02,0,0,0,0.02,0,0.02,0.02,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,James Williams,69,14.59,5.91,4.54,1,0.35,0.28,0.65,0.28,0.38,0.06,0.23,0.29,0.25,0.16,0.03,0.04,0.06,0.01,0,0.03,0.01,0.01,0.01,0.01,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Jason Goldenberg,4,12.75,7.25,2.5,1,0.5,0.5,0.25,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Jason Phillips,33,13.42,5.76,3.79,0.82,0.33,0.39,0.42,0.45,0.27,0.15,0.27,0.12,0.15,0.18,0.03,0,0.18,0.03,0,0,0,0.03,0.03,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,John Goble,70,15.74,6.43,5.14,0.84,0.27,0.21,1.13,0.19,0.3,0.24,0.24,0.1,0.24,0.17,0.03,0.01,0.04,0.03,0.01,0,0.06,0.01,0.01,0,0.01,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Josh Tiven,69,15,6.9,4.13,0.74,0.45,0.25,0.81,0.2,0.2,0.2,0.49,0.17,0.12,0.2,0,0,0.01,0,0,0,0,0.07,0.01,0,0,0,0.01,0,0.01,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Justin Van Duyne,58,16.07,7.16,4.24,0.84,0.45,0.45,1.03,0.22,0.22,0.22,0.36,0.36,0.21,0.1,0,0.02,0.02,0.02,0.02,0,0.05,0.03,0,0.02,0.02,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Kane Fitzgerald,69,15.09,5.65,4.74,0.9,0.28,0.32,0.97,0.23,0.45,0.09,0.46,0.2,0.22,0.29,0.01,0.03,0.01,0.04,0.01,0.04,0.03,0.04,0,0.03,0,0,0,0,0.03,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Karl Lane,67,14.7,6.6,4.57,0.73,0.4,0.43,0.66,0.22,0.07,0.13,0.31,0.16,0.06,0.25,0.01,0,0,0.01,0.01,0.03,0,0,0.01,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Ken Mauer,63,14.89,6.98,4.06,0.71,0.29,0.33,0.52,0.17,0.37,0.11,0.6,0.08,0.13,0.29,0.03,0,0.11,0.03,0.02,0.02,0.02,0,0,0,0,0,0.02,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Kevin Cutler,57,13.58,6.18,4.09,0.81,0.47,0.37,0.56,0.21,0.12,0.09,0.3,0.11,0.02,0.18,0,0,0.04,0,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Kevin Scott,64,12.64,5.81,3.52,1.06,0.22,0.31,0.56,0.14,0.12,0.09,0.27,0.03,0.17,0.27,0.02,0,0.02,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Lauren Holtkamp,44,13.11,6.73,3.5,0.34,0.36,0.32,0.57,0.2,0.11,0.09,0.36,0.05,0.11,0.23,0.02,0,0,0.05,0.02,0,0.02,0.02,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Leon Wood,51,13.1,5.33,4.06,0.94,0.31,0.45,0.76,0.29,0.14,0.12,0.18,0.14,0.08,0.24,0,0.02,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Leroy Richardson,57,14,6.95,3.53,0.56,0.39,0.33,0.54,0.46,0.19,0.19,0.26,0.21,0.14,0.16,0.02,0,0.02,0,0.02,0,0.02,0.02,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Marat Kogut,61,15.1,6.52,4.52,0.98,0.34,0.51,0.74,0.15,0.3,0.11,0.33,0.13,0.21,0.2,0,0,0,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Marc Davis,65,13.02,5.8,3.38,0.63,0.48,0.25,0.4,0.26,0.37,0.22,0.28,0.17,0.35,0.14,0.02,0,0.06,0.03,0,0.05,0.03,0.03,0,0.03,0,0,0.05,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Mark Ayotte,55,14.22,6.84,4.45,1.02,0.31,0.25,0.45,0.09,0.13,0.07,0.15,0.11,0.07,0.2,0,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Mark Lindsay,64,12.86,6.66,3.88,0.56,0.27,0.34,0.41,0.17,0.02,0.05,0.09,0.19,0.08,0.06,0.03,0,0.02,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Matt Boland,64,13.17,4.77,4.78,1.02,0.36,0.41,0.56,0.14,0.09,0.11,0.34,0.17,0.06,0.27,0.02,0.02,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Michael Smith,59,14.14,6.92,4.03,0.49,0.37,0.56,0.54,0.17,0.12,0.1,0.24,0.15,0.12,0.17,0.02,0,0.03,0,0,0.02,0.03,0.02,0.02,0,0,0.02,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Mike Callahan,61,12.2,5.54,3.89,0.57,0.23,0.2,0.54,0.25,0.2,0.03,0.2,0.15,0.11,0.1,0.08,0.02,0.03,0,0,0.02,0,0,0,0.03,0.02,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Mitchell Ervin,45,16.67,8.24,5.04,0.82,0.47,0.42,0.44,0.07,0.13,0.16,0.24,0.11,0.16,0.22,0.02,0,0.02,0.02,0,0.04,0,0,0.02,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Monty McCutchen,64,15.77,5.78,5.25,1.05,0.23,0.28,0.81,0.28,0.38,0.2,0.41,0.42,0.25,0.19,0.03,0.02,0.08,0,0.03,0.03,0.02,0,0,0.02,0.02,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Nick Buchert,53,14.89,6.06,4.4,1.02,0.38,0.38,1.09,0.28,0.19,0.15,0.28,0.13,0.15,0.25,0,0.04,0.02,0,0,0.06,0,0.02,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Pat Fraher,65,12.6,6.34,2.83,0.75,0.42,0.31,0.66,0.11,0.15,0.05,0.32,0.23,0.09,0.17,0.05,0,0.05,0,0,0,0,0.05,0.02,0,0,0,0.02,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Phenizee Ransom,4,7.75,4,1.25,0.5,0,0.25,0.5,0.25,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Rodney Mott,65,13.68,4.92,3.78,1.14,0.45,0.38,1.34,0.2,0.25,0.2,0.31,0.2,0.08,0.25,0.02,0,0.05,0.03,0.02,0,0.02,0.05,0,0.02,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Ron Garretson,56,13.54,5.98,4.34,0.73,0.39,0.36,0.29,0.34,0.12,0.21,0.29,0.21,0,0.18,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Scott Foster,69,16.83,7.3,4.33,1.42,0.23,0.48,1.19,0.16,0.28,0.22,0.51,0.13,0.09,0.25,0.07,0,0.03,0,0.01,0,0.03,0.06,0.01,0.01,0,0,0,0,0,0.01,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Scott Twardoski,49,13.29,6.45,3.14,0.9,0.35,0.29,0.49,0.37,0.16,0.02,0.47,0.1,0.06,0.43,0.02,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Scott Wall,43,15.74,7.58,4.02,1.37,0.35,0.33,0.81,0.3,0.26,0.12,0.28,0.02,0.02,0.21,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Sean Corbin,61,16.1,6.72,5.18,0.54,0.34,0.23,0.84,0.15,0.18,0.2,0.66,0.36,0.15,0.36,0.05,0,0.02,0.03,0.02,0.05,0,0,0,0,0.02,0.02,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Sean Wright,61,15.98,6.79,5.26,1.34,0.36,0.39,0.43,0.2,0.13,0.13,0.28,0.05,0.15,0.33,0.02,0,0.03,0.07,0,0,0.02,0.02,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Steve Anderson,46,13.74,6.52,3.7,0.74,0.33,0.48,0.59,0.13,0.26,0.22,0.33,0.11,0.07,0.26,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Tom Washington,60,13.42,5.88,4.23,0.5,0.27,0.32,0.82,0.3,0.02,0.15,0.18,0.1,0.15,0.37,0.03,0,0.05,0,0,0,0.03,0,0,0,0,0,0,0,0,0.02,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Tony Brothers,61,15.31,6.61,3.89,0.69,0.28,0.52,1.15,0.28,0.3,0.23,0.56,0.18,0.16,0.2,0.1,0.02,0.05,0.02,0,0.08,0,0,0,0,0,0,0.02,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Tony Brown,59,15.08,6.07,4.76,1.08,0.29,0.29,1.1,0.17,0.12,0.12,0.41,0.1,0.19,0.22,0,0.03,0.03,0.03,0,0.07,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Tre Maddox,58,14.47,6.5,4.22,0.76,0.48,0.52,0.71,0.21,0.22,0.02,0.26,0.07,0.26,0.14,0.03,0.02,0.02,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Tyler Ford,58,15.33,7.4,4.26,0.86,0.33,0.34,0.69,0.29,0.21,0.12,0.34,0.07,0.14,0.17,0.02,0,0,0.05,0,0,0,0.02,0,0.02,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Vladimir Voyard-Tadal,4,14.25,7.25,3,1.75,0,0.25,0.75,0,0,0.5,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,Zach Zarba,61,13.59,5.41,4.2,0.93,0.44,0.43,0.59,0.16,0.15,0.11,0.39,0.13,0.1,0.38,0.02,0,0.08,0.02,0,0.03,0.02,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,002,NA,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Regular Season,Per Game,2024-03-24
2017,004,Bennie Adams,3,16,6,6.67,0,0.33,0,1,0,0.33,0,0.67,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Bill Kennedy,8,12.62,5.25,5,0.75,0.12,0.25,0.75,0.12,0,0.12,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Bill Spooner,5,9.4,3.6,3,1,0.4,0,0.4,0.2,0,0.2,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Brent Barnaky,1,13,5,2,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Brian Forte,4,13.75,6,4.75,0,1,0,1,0.25,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Courtney Kirkland,4,14.5,8.25,4,0.25,0.25,0,0.75,0,0,0,0,0,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Dan Crawford,14,17.86,5.93,5.64,1.86,0.64,0.36,0.93,0.21,0.57,0.29,0.36,0.14,0.29,0.5,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,David Guthrie,5,13.6,6.4,3.6,0.6,0.8,0.6,0.6,0.2,0,0.2,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Derrick Collins,4,17.5,6.75,4.5,0.75,0,0.5,1,0.75,0.25,0.5,0.25,0.25,0.25,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Derrick Stafford,11,14.09,6.36,3.64,0.55,0.45,0.45,1.18,0.18,0,0.18,0.55,0,0.18,0.18,0,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Ed Malloy,11,15.73,7,4.73,1,0,0.64,0.55,0.18,0.18,0.27,0.82,0.18,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Eric Lewis,3,16,7.67,5.33,1.33,0,0.67,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,James Capers,11,15.55,6.55,5.55,0.91,0.09,0.36,0.55,0,0.09,0.27,0.36,0,0.18,0.18,0.09,0,0.27,0,0,0,0,0,0,0,0,0.09,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,James Williams,5,11.4,4.6,3.8,0.6,0.2,0.4,0.8,0,0,0.2,0.2,0.2,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,John Goble,10,14.3,6,4.8,0.9,0.3,0.2,0.8,0.2,0.2,0.2,0.1,0.1,0,0.3,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Josh Tiven,3,14,8.33,3,0.67,1.33,0,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Kane Fitzgerald,6,15.67,6,5.33,1.33,0.33,0.67,0.5,0,0.17,0.17,0.67,0.17,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Ken Mauer,10,15.4,5.6,5.2,0.5,0.2,0.4,0.8,0.2,0.7,0.1,0.7,0.1,0.2,0.5,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Leon Wood,1,13,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Leroy Richardson,2,16,7.5,4,1.5,0,1,0.5,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Marc Davis,11,16.82,6.91,4.82,0.64,0.27,0.36,0.55,0.45,0.73,0.36,0.36,0.09,0.55,0.18,0,0,0.18,0,0,0.18,0.18,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Mark Ayotte,1,12,5,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Mark Lindsay,2,13,6,5,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Matt Boland,1,12,2,4,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Michael Smith,1,16,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Mike Callahan,13,14,6.46,4.08,0.92,0.08,0.23,0.69,0.08,0.15,0,0.23,0.23,0.08,0.23,0.15,0,0.08,0.15,0.08,0.08,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Monty McCutchen,13,17.23,6.08,5.38,1.46,0.62,0.15,1.08,0.31,0.62,0.23,0.23,0,0.15,0.54,0,0.08,0.23,0,0,0,0,0,0,0.08,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Pat Fraher,6,10.67,5.33,3.67,0.5,0.17,0,0.17,0.17,0,0.17,0,0.17,0,0.17,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Rodney Mott,5,14.6,5.4,3.6,1.2,0.6,0.8,1,0,0.2,0.4,0.2,0.2,0,0.8,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Ron Garretson,7,12.43,5.14,3.86,0.57,0.71,0.29,0.43,0.14,0,0,0.43,0.14,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Scott Foster,12,16.58,7.08,4.08,1.17,0.25,0.75,1,0.08,0.42,0.25,0.17,0,0.33,0.33,0,0.08,0.33,0.08,0.08,0,0.08,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Sean Corbin,6,16.33,7.5,5.33,0.67,0,0.33,0.5,0.17,0.17,0.33,0.83,0.17,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Sean Wright,8,11.88,6.5,3.25,0.75,0,0,0.12,0,0.12,0.12,0.75,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Tom Washington,5,13.6,6.6,5.2,0,0.4,0,0.8,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Tony Brothers,11,12.82,6.09,3.82,0.91,0,0.18,0.91,0.18,0.18,0.09,0.09,0,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Tony Brown,3,18.33,7.33,5.67,0.33,1,0,2,0,0.33,0.33,0,0.67,0.33,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2017,004,Zach Zarba,11,15,6.64,5.09,1,0.36,0.36,0.27,0,0.09,0.18,0.45,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-17,Playoffs,Per Game,2024-03-24
2018,002,Aaron Smith,44,11.36,5.32,3.61,1.02,0.14,0.34,0,0.23,0.25,0.05,0.11,0.02,0.11,0.11,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-18,Regular Season,Per Game,2024-03-24
