season,season_prefix,Referee,Games,Total fouls,Shooting,Personal,Loose ball,Personal take,Offensive charge,Offensive,Kicked ball,Technical,Defensive goaltending,Shooting block,Defensive 3 seconds,Delay of game,Personal block,Flagrant 1,Away from play,Double technical,Clear path,Double personal,Inbound foul,Delay technical,Lane violation,Jump ball violation,Flagrant 2,Hanging technical,Unsportsmanlike technical,Taunting technical,Excess timeout technical,Double lane,Too many players technical,season_alpha,season_type,mode,max_date
NA,NA,Zach Zarba,90,15.09,6.36,4.99,1.26,0.67,0.43,0.19,0.38,0.21,0.16,0.07,0.02,0.06,0.09,0.07,0.02,0.06,0.02,0.01,0.01,0,0,0,0.02,0,0.01,0,0,0,0,2016-2024,Playoffs,Per Game,2024-03-24
NA,NA,NA,357,2.77,0.03,0.01,0,0,0.98,1.74,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Playoffs,Per Game,2024-03-24
NA,NA,Aaron Smith,428,11.7,5.96,3.24,0.77,0.44,0.28,0.16,0.24,0.24,0.11,0.02,0.04,0.11,0.01,0.03,0.01,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Andy Nagy,192,12.91,7.12,3.19,0.81,0.41,0.21,0.27,0.29,0.21,0.19,0,0.01,0.09,0,0.06,0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Ashley Moyer-Gleich,220,11.55,6.53,2.92,0.51,0.3,0.23,0.39,0.22,0.13,0.12,0,0.01,0.1,0,0.04,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Ben Taylor,436,15.07,6.6,4.68,1.25,0.41,0.33,0.47,0.22,0.37,0.19,0.06,0.12,0.13,0.06,0.05,0.04,0.02,0.02,0.01,0.01,0,0.01,0,0.01,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Bennie Adams,178,14.71,6.07,4.81,0.96,0.53,0.4,0.39,0.21,0.33,0.13,0.2,0.16,0.19,0.12,0.04,0.04,0.02,0.02,0.03,0.02,0.01,0.01,0,0.01,0.01,0,0.01,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Bill Kennedy,357,12.85,5.95,3.96,0.65,0.38,0.29,0.39,0.27,0.2,0.18,0.04,0.18,0.12,0.04,0.05,0.04,0.04,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Bill Spooner,98,11.79,5.34,3.03,0.74,0.32,0.55,0.47,0.15,0.19,0.14,0.24,0.09,0.15,0.14,0.04,0.01,0.01,0.02,0.02,0.03,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Biniam Maru,2,14.5,8,4.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Blanca Burns,8,10.75,5.12,4,0.25,0.62,0.12,0,0.12,0.12,0,0,0,0.12,0,0.12,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Brandon Adair,274,10.75,5.54,3.31,0.42,0.57,0.25,0.15,0.18,0.08,0.12,0,0.05,0.03,0,0.02,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Brandon Schwab,132,12.56,7.24,2.99,0.52,0.4,0.24,0.33,0.15,0.19,0.11,0,0.16,0.13,0,0.02,0.01,0.01,0.01,0.02,0,0.01,0,0.01,0.01,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Brent Barnaky,458,12.87,6.48,3.77,0.56,0.4,0.41,0.36,0.21,0.14,0.1,0.05,0.1,0.11,0.05,0.03,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Brent Haskill,19,12.16,5.53,3.63,0.53,0.37,0.11,0.58,0.21,0.89,0,0,0,0.16,0,0,0,0.05,0,0,0,0.11,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Brett Nansel,343,14.24,7.71,4.02,0.56,0.47,0.33,0.25,0.25,0.16,0.1,0.03,0.08,0.11,0.06,0.03,0.02,0.02,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Brian Forte,464,13.11,6.31,4.03,0.53,0.36,0.3,0.39,0.21,0.36,0.11,0.09,0.14,0.13,0.04,0.04,0.02,0.02,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,CJ Washington,319,14.85,7.36,4.18,0.9,0.4,0.31,0.42,0.25,0.36,0.11,0.06,0.18,0.12,0.04,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Che Flores,74,12.49,6.97,3.3,0.58,0.19,0.31,0.47,0.24,0.11,0.09,0,0,0.11,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Clare Aubry,6,10.33,4.5,4.5,0.17,0.17,0.17,0.17,0.5,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Courtney Kirkland,429,14.07,6.5,4.07,1.08,0.39,0.44,0.49,0.34,0.13,0.18,0.02,0.1,0.14,0.03,0.02,0.03,0.02,0.01,0.02,0,0.01,0,0.02,0,0.02,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Curtis Blair,443,13.47,6.21,4.6,0.65,0.36,0.4,0.3,0.2,0.18,0.08,0.05,0.12,0.15,0.05,0.04,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Dan Crawford,60,15.78,6.45,4.55,1.18,0.3,0.52,1.05,0.27,0.17,0.2,0.27,0.12,0.17,0.22,0.03,0.02,0.1,0.02,0.05,0.03,0,0.03,0,0,0.02,0,0,0.03,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Danielle Scott,98,11.37,5.8,3.33,0.58,0.46,0.42,0.31,0.2,0.09,0.05,0,0.02,0.01,0,0.03,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Dannica Mosher,95,12.18,6.16,3.37,0.62,0.47,0.22,0.36,0.19,0.28,0.18,0,0.08,0.09,0,0.02,0.03,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,David Guthrie,405,15.04,6.28,5.16,0.7,0.46,0.36,0.32,0.27,0.48,0.21,0.09,0.17,0.23,0.06,0.05,0.05,0.03,0.02,0.04,0,0.02,0.01,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Dedric Taylor,443,13.66,6.85,3.94,0.7,0.52,0.32,0.27,0.3,0.21,0.14,0.04,0.09,0.14,0.04,0.02,0.02,0,0.01,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Derek Richardson,333,12.71,6.08,3.78,0.55,0.54,0.38,0.27,0.14,0.13,0.17,0.11,0.19,0.17,0.05,0.04,0.02,0.02,0.01,0.03,0,0.01,0.01,0.01,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Derrick Collins,397,12.53,5.93,3.91,0.61,0.46,0.31,0.3,0.27,0.08,0.13,0.12,0.13,0.09,0.09,0.02,0.01,0.02,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Derrick Stafford,110,13.26,6.25,3.78,0.85,0.3,0.41,0.55,0.22,0.15,0.18,0.13,0.05,0.11,0.21,0,0.01,0.01,0.01,0,0,0,0.02,0.01,0,0,0.02,0,0,0,0.01,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Ed Malloy,429,13.21,6.19,4.1,0.52,0.44,0.39,0.33,0.3,0.28,0.21,0.07,0.06,0.1,0.03,0.04,0.01,0.06,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Eric Dalen,370,12.26,6.75,3.15,0.49,0.43,0.31,0.23,0.22,0.14,0.15,0.04,0.08,0.12,0.02,0.04,0.03,0.01,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Eric Lewis,404,15.56,6.53,5.46,1,0.4,0.4,0.26,0.32,0.38,0.16,0.08,0.17,0.13,0.07,0.05,0.04,0.02,0,0.03,0.01,0,0,0,0,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Evan Scott,192,12.57,6.76,3.11,0.71,0.43,0.29,0.41,0.18,0.29,0.13,0,0.07,0.09,0,0.03,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Gary Zielinski,108,14.23,5.8,4.95,0.7,0.32,0.32,0.53,0.43,0.11,0.14,0.18,0.33,0.12,0.15,0.02,0.01,0.03,0.01,0.05,0.01,0,0.03,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Gediminas Petraitis,447,13.41,6.42,4.16,0.7,0.41,0.31,0.36,0.19,0.25,0.11,0.06,0.08,0.13,0.05,0.04,0.02,0.02,0.03,0.01,0,0.02,0,0.01,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Haywoode Workman,197,13.87,6.5,4.32,0.72,0.36,0.39,0.28,0.28,0.13,0.14,0.15,0.18,0.17,0.12,0.03,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Intae Hwang,36,10.14,5.72,2.17,0.5,0.14,0.22,0.42,0.17,0.19,0.33,0,0.08,0.11,0,0.06,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Isaac Barnett,1,14,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,J.T. Orr,367,14.22,6.65,4.03,1.03,0.44,0.4,0.32,0.32,0.26,0.15,0.04,0.21,0.16,0.05,0.03,0.04,0.02,0.01,0.02,0,0.01,0.01,0,0,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,JB DeRosa,365,13.7,6.85,4.11,0.68,0.47,0.36,0.3,0.28,0.24,0.11,0.02,0.02,0.12,0.01,0.02,0.02,0.02,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,JD Ralls,26,14.31,6.54,5.19,0.73,0.38,0.15,0.54,0.08,0.15,0.23,0,0,0.08,0,0.04,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Jacyn Goble,397,14.01,7.15,4.07,0.57,0.42,0.37,0.35,0.25,0.38,0.12,0.03,0.02,0.08,0.03,0.04,0.03,0.03,0.02,0,0,0.01,0,0.01,0.01,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,James Capers,404,14.64,6.17,4.92,1.21,0.41,0.43,0.28,0.25,0.29,0.15,0.04,0.1,0.15,0.04,0.03,0.01,0.06,0.03,0.01,0,0,0,0,0.01,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,James Williams,457,14.1,6.08,4.21,0.99,0.42,0.37,0.35,0.31,0.43,0.18,0.05,0.27,0.2,0.03,0.04,0.04,0.04,0.01,0,0.01,0.02,0,0,0.01,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Jason Goldenberg,284,13.97,6.81,4.04,0.89,0.41,0.42,0.4,0.21,0.27,0.14,0.02,0.14,0.07,0.02,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Jason Phillips,119,13.82,6.22,4.72,0.67,0.29,0.34,0.19,0.32,0.28,0.19,0.1,0.08,0.15,0.06,0.03,0.03,0.08,0.01,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Jenna Reneau,24,13.25,6.04,4.96,0.54,0.62,0.21,0.29,0.17,0.17,0,0,0.08,0.08,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Jenna Schroeder,172,11.9,6.5,3.08,0.42,0.35,0.3,0.3,0.25,0.26,0.15,0,0.03,0.09,0,0.07,0.03,0.02,0.02,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,John Butler,217,12.44,6.5,3.38,0.6,0.49,0.3,0.32,0.24,0.23,0.12,0,0.05,0.05,0,0.04,0.05,0,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,John Conley,128,11.71,5.87,3.25,0.66,0.37,0.25,0.36,0.25,0.18,0.19,0,0.03,0.14,0,0.04,0.02,0.02,0.01,0.01,0,0.02,0,0.02,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,John Goble,405,14.57,6.08,5.06,0.87,0.4,0.3,0.47,0.27,0.29,0.18,0.06,0.1,0.23,0.04,0.02,0.06,0.04,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Jonathan Sterling,296,12.92,5.65,4.04,0.89,0.44,0.39,0.39,0.29,0.22,0.15,0.01,0.12,0.13,0.03,0.03,0.06,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Josh Tiven,468,14.16,6.87,4.16,0.7,0.44,0.29,0.44,0.23,0.34,0.17,0.09,0.09,0.12,0.04,0.05,0.03,0.03,0.01,0.01,0,0.01,0.01,0,0.01,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Justin Van Duyne,415,14.13,6.44,4.14,0.9,0.52,0.39,0.53,0.25,0.24,0.13,0.07,0.23,0.12,0.03,0.03,0.01,0.02,0.01,0.01,0,0.02,0.01,0,0,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Kane Fitzgerald,322,15.11,6.3,4.93,1.07,0.38,0.39,0.34,0.24,0.42,0.19,0.12,0.16,0.23,0.09,0.05,0.06,0.04,0.03,0.02,0.01,0.02,0.01,0,0.01,0,0,0,0,0.01,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Karl Lane,466,13.68,6.1,4.75,0.62,0.47,0.39,0.36,0.21,0.16,0.15,0.06,0.13,0.09,0.05,0.03,0.04,0,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Ken Mauer,264,14.52,6.97,4.5,0.7,0.48,0.36,0.21,0.2,0.25,0.14,0.17,0.1,0.11,0.12,0.05,0.03,0.06,0.03,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Kevin Cutler,421,12.45,5.85,3.93,0.67,0.47,0.33,0.27,0.25,0.17,0.11,0.07,0.1,0.09,0.04,0.03,0.02,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Kevin Scott,427,13.57,6.3,4.29,0.86,0.43,0.35,0.28,0.29,0.22,0.14,0.05,0.03,0.11,0.06,0.04,0.02,0.04,0.02,0.01,0,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Lauren Holtkamp,248,13.05,6.89,3.66,0.43,0.43,0.37,0.29,0.24,0.19,0.12,0.08,0.05,0.12,0.06,0.03,0.03,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Leon Wood,367,13.28,5.8,4.46,0.9,0.44,0.36,0.35,0.28,0.07,0.15,0.03,0.14,0.1,0.05,0.03,0.05,0.02,0.02,0.02,0,0,0,0.01,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Leroy Richardson,230,13.91,6.81,4.29,0.6,0.44,0.31,0.23,0.33,0.16,0.2,0.11,0.13,0.1,0.09,0.04,0.02,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Marat Kogut,421,14.62,6.69,4.75,0.75,0.44,0.45,0.41,0.23,0.31,0.15,0.06,0.1,0.1,0.05,0.02,0.04,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Marc Davis,452,13.46,6.47,3.83,0.57,0.54,0.25,0.25,0.32,0.3,0.2,0.06,0.13,0.25,0.03,0.04,0.04,0.04,0.02,0,0.01,0.04,0.01,0.01,0.02,0,0,0.01,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Mark Ayotte,271,13.9,6.51,4.8,0.71,0.42,0.35,0.13,0.25,0.15,0.12,0.06,0.1,0.09,0.08,0.06,0.01,0.01,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Mark Lindsay,402,13.78,6.46,4.57,0.6,0.43,0.34,0.24,0.28,0.14,0.12,0.02,0.34,0.11,0.02,0.03,0.01,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Matt Boland,392,13.52,5.77,4.6,0.94,0.47,0.41,0.22,0.23,0.19,0.15,0.08,0.12,0.07,0.08,0.03,0.06,0.02,0.02,0.02,0.01,0.01,0,0.01,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Matt Kallio,89,12.02,6.35,2.78,0.55,0.52,0.2,0.47,0.21,0.34,0.09,0,0.31,0.11,0,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Matt Myers,227,13.75,6.49,4.52,0.81,0.47,0.32,0.37,0.21,0.15,0.12,0,0.07,0.11,0,0.07,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Michael Smith,412,15.42,6.96,5.15,0.71,0.43,0.46,0.39,0.21,0.2,0.12,0.04,0.35,0.14,0.05,0.03,0.05,0.03,0.01,0,0.01,0.02,0,0.01,0,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Mike Callahan,168,12.9,6.15,4.1,0.63,0.38,0.23,0.26,0.29,0.15,0.12,0.09,0.14,0.1,0.06,0.08,0.02,0.05,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Mitchell Ervin,427,15.33,7.24,4.7,1.06,0.47,0.29,0.36,0.29,0.19,0.14,0.04,0.14,0.16,0.04,0.06,0.04,0.02,0.01,0.02,0,0.01,0,0,0.01,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Monty McCutchen,82,15.46,5.59,5.44,1,0.24,0.37,0.67,0.26,0.35,0.18,0.34,0.41,0.24,0.16,0.02,0.02,0.07,0,0.02,0.02,0.01,0,0,0.01,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Mousa Dagher,236,13.49,6.19,4.18,0.82,0.61,0.34,0.35,0.19,0.26,0.22,0,0.05,0.14,0,0.07,0.01,0.01,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Natalie Sago,287,11.86,6.41,2.88,0.52,0.47,0.34,0.32,0.2,0.37,0.11,0,0.03,0.09,0,0.03,0.01,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Nate Green,178,12.87,6.54,3.6,0.75,0.43,0.3,0.38,0.23,0.31,0.1,0,0.09,0.06,0,0.03,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Nick Buchert,443,14.56,6.56,4.67,0.94,0.4,0.29,0.42,0.27,0.22,0.16,0.05,0.18,0.15,0.05,0.05,0.05,0.02,0.01,0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Pat Fraher,430,13.4,6.82,3.59,0.66,0.43,0.33,0.41,0.25,0.2,0.09,0.06,0.21,0.17,0.03,0.04,0.03,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Pat O'Connell,16,12.25,6.56,2.88,1,0.44,0.25,0.5,0.12,0.06,0.19,0,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Phenizee Ransom,250,12.85,5.82,4.54,0.68,0.51,0.29,0.28,0.2,0.2,0.09,0,0.04,0.08,0,0.03,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Randy Richardson,5,11,6.6,2.2,0.8,0.2,0.2,0.2,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Ray Acosta,354,13.34,6.78,3.9,0.69,0.36,0.35,0.31,0.24,0.3,0.1,0.01,0.07,0.09,0,0.04,0.04,0.03,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Robert Hussey,95,12.13,6.79,3.26,0.58,0.26,0.19,0.31,0.31,0.12,0.17,0,0.02,0.04,0,0,0.02,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Rodney Mott,399,14.24,5.86,4.51,1.18,0.46,0.39,0.51,0.26,0.26,0.19,0.06,0.18,0.11,0.05,0.04,0.04,0.03,0.03,0.01,0,0.02,0.01,0,0.01,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Ron Garretson,168,12.62,5.67,4.15,0.72,0.47,0.37,0.11,0.25,0.17,0.18,0.14,0.2,0.03,0.09,0.03,0.01,0.02,0.01,0,0,0,0.01,0,0,0,0,0,0,0.01,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Scott Foster,430,15.89,7.07,4.67,1.17,0.47,0.43,0.63,0.28,0.27,0.27,0.11,0.11,0.14,0.06,0.05,0.03,0.03,0.02,0,0,0.02,0.02,0.01,0.01,0.01,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Scott Twardoski,411,13.34,6.47,3.94,0.71,0.5,0.29,0.3,0.27,0.18,0.11,0.07,0.17,0.11,0.07,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0.01,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Scott Wall,356,14.63,7.12,4.33,0.85,0.44,0.42,0.33,0.38,0.21,0.19,0.08,0.04,0.08,0.05,0.04,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Sean Corbin,349,14.85,6.7,5.02,0.46,0.46,0.36,0.46,0.24,0.2,0.21,0.15,0.21,0.13,0.08,0.03,0.04,0.01,0.01,0.01,0.02,0,0,0,0,0.01,0.01,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Sean Wright,448,16.25,7.35,5.48,1.05,0.45,0.45,0.27,0.24,0.24,0.16,0.06,0.08,0.15,0.07,0.06,0.04,0.04,0.02,0.01,0,0.02,0.01,0,0.01,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Sha'Rae Mitchell,41,11.88,6.12,3.44,0.63,0.27,0.32,0.54,0.17,0.02,0.17,0,0,0.05,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Simone Jelks,56,11.39,5.32,3.95,0.52,0.62,0.12,0.21,0.29,0.14,0.11,0,0.04,0.02,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Steve Anderson,46,13.74,6.52,3.7,0.74,0.33,0.48,0.59,0.13,0.26,0.22,0.33,0.11,0.07,0.26,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Suyash Mehta,161,12.68,6.71,3.34,0.53,0.48,0.4,0.36,0.19,0.24,0.12,0,0.09,0.08,0,0.04,0.02,0.01,0.03,0,0,0.02,0.01,0,0,0,0,0,0,0,0.01,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Tom Washington,365,12.96,6.08,4.47,0.5,0.39,0.32,0.33,0.21,0.09,0.15,0.05,0.1,0.09,0.08,0.02,0.01,0.02,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0.01,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Tony Brothers,450,15.51,6.89,4.76,0.7,0.44,0.5,0.42,0.35,0.39,0.19,0.11,0.27,0.23,0.04,0.08,0.03,0.02,0.02,0,0.01,0.02,0,0,0,0,0.01,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Tony Brown,257,15.65,6.56,5.47,1.03,0.43,0.35,0.41,0.26,0.22,0.14,0.13,0.15,0.2,0.11,0.04,0.06,0.03,0.02,0,0.02,0.01,0,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Tre Maddox,385,13.49,6.36,3.96,0.85,0.49,0.41,0.36,0.25,0.25,0.1,0.06,0.04,0.18,0.04,0.04,0.02,0.02,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
NA,NA,Tyler Ford,456,15.44,7.29,4.61,1.02,0.41,0.34,0.45,0.24,0.34,0.16,0.07,0.16,0.2,0.03,0.02,0.02,0.02,0.01,0,0,0,0.01,0.01,0,0,0,0,0,0,0,2016-2024,Regular Season,Per Game,2024-03-24
