Referee,Team,Games,Total fouls,Shooting,Personal,Technical
Derrick Collins,IND,25,11.4,5.32,3.92,0.12
Derrick Collins,LAC,32,10.96875,5.59375,4.03125,0.0625
Derrick Collins,LAL,24,11.666666666666666,5.625,4.041666666666667,0
Derrick Collins,MEM,28,13.142857142857142,6.214285714285714,4.535714285714286,0.17857142857142858
Derrick Collins,MIA,26,11.884615384615385,6.038461538461538,3.8076923076923075,0
Derrick Collins,MIL,31,11.96774193548387,6.193548387096774,3.6129032258064515,0.16129032258064516
Derrick Collins,MIN,26,12.153846153846153,6.538461538461538,3.269230769230769,0
Derrick Collins,NOP,31,12,6.451612903225806,3.4838709677419355,0.0967741935483871
Derrick Collins,NYK,21,11.571428571428571,5.523809523809524,3.9523809523809526,0
Derrick Collins,OKC,37,12.91891891891892,6.135135135135135,4.297297297297297,0.02702702702702703
Derrick Collins,ORL,27,12.037037037037036,5.555555555555555,4.148148148148148,0.037037037037037035
Derrick Collins,PHI,20,11.6,6.3,3.8,0.1
Derrick Collins,PHX,32,13.65625,6.625,4.34375,0.09375
Derrick Collins,POR,32,11.625,6.1875,3.40625,0.03125
Derrick Collins,SAC,28,10.642857142857142,4.928571428571429,3.7142857142857144,0.14285714285714285
Derrick Collins,SAS,22,11.681818181818182,6,4.136363636363637,0.045454545454545456
Derrick Collins,TOR,33,11.666666666666666,5.878787878787879,3.3636363636363638,0.09090909090909091
Derrick Collins,UTA,32,12.09375,5.5625,4,0.15625
Derrick Collins,WAS,28,12.571428571428571,6.714285714285714,4,0.07142857142857142
Derrick Stafford,ATL,8,9.125,3.875,3,0
Derrick Stafford,BKN,9,12.555555555555555,6.222222222222222,3.7777777777777777,0.1111111111111111
Derrick Stafford,BOS,14,12.571428571428571,5.928571428571429,3.857142857142857,0.07142857142857142
Derrick Stafford,CHA,9,13.222222222222221,6.222222222222222,4.333333333333333,0.1111111111111111
Derrick Stafford,CHI,7,10.428571428571429,6,2.142857142857143,0
Derrick Stafford,CLE,18,13.944444444444445,6.555555555555555,4.111111111111111,0.16666666666666666
Derrick Stafford,DAL,7,12.285714285714286,4.285714285714286,4.714285714285714,0.2857142857142857
Derrick Stafford,DEN,5,16.2,7.2,5,0.6
Derrick Stafford,DET,10,12.3,8,2.3,0.1
Derrick Stafford,GSW,14,12.857142857142858,6.214285714285714,4.857142857142857,0.2857142857142857
Derrick Stafford,HOU,9,12.444444444444445,6.555555555555555,3.888888888888889,0
Derrick Stafford,IND,10,13.8,6.4,3.8,0.3
Derrick Stafford,LAC,3,15,6.333333333333333,4.333333333333333,0.3333333333333333
Derrick Stafford,LAL,9,12.444444444444445,6.777777777777778,3.111111111111111,0
Derrick Stafford,MEM,10,13.3,7.1,3.4,0.1
Derrick Stafford,MIA,6,15.166666666666666,6,5,0.16666666666666666
Derrick Stafford,MIL,10,15,7.4,4.3,0.1
Derrick Stafford,MIN,7,14.285714285714286,6.142857142857143,5.714285714285714,0.14285714285714285
Derrick Stafford,NOP,7,12.285714285714286,5.857142857142857,4.285714285714286,0.2857142857142857
Derrick Stafford,NYK,4,11.75,6.75,2.25,0.25
Derrick Stafford,OKC,12,12.416666666666666,6.666666666666667,2.9166666666666665,0
Derrick Stafford,ORL,6,10.833333333333334,4.833333333333333,4,0
Derrick Stafford,PHI,12,12,5.166666666666667,4.333333333333333,0.08333333333333333
Derrick Stafford,PHX,7,15.857142857142858,6.857142857142857,4.428571428571429,0.5714285714285714
Derrick Stafford,POR,6,12.666666666666666,7,3.3333333333333335,0.16666666666666666
Derrick Stafford,SAC,7,12.285714285714286,7.571428571428571,2.7142857142857144,0
Derrick Stafford,SAS,6,11,4.833333333333333,3.8333333333333335,0
Derrick Stafford,TOR,12,15.5,7.833333333333333,4,0
Derrick Stafford,UTA,12,11.416666666666666,5,4.916666666666667,0.08333333333333333
Derrick Stafford,WAS,14,13.214285714285714,5.928571428571429,4.142857142857143,0
Ed Malloy,ATL,31,13.290322580645162,6.354838709677419,4.225806451612903,0.3225806451612903
Ed Malloy,BKN,26,12.73076923076923,6,4.6923076923076925,0.038461538461538464
Ed Malloy,BOS,47,12.659574468085106,5.702127659574468,4.212765957446808,0.23404255319148937
Ed Malloy,CHA,18,11.88888888888889,6.388888888888889,3.6666666666666665,0.16666666666666666
Ed Malloy,CHI,28,11.714285714285714,5.785714285714286,3.5357142857142856,0.25
Ed Malloy,CLE,31,12.129032258064516,5.483870967741935,4.193548387096774,0.0967741935483871
Ed Malloy,DAL,34,13.852941176470589,6.235294117647059,4.5588235294117645,0.5294117647058824
Ed Malloy,DEN,40,12.65,5.875,4.35,0.325
Ed Malloy,DET,28,12.5,6.821428571428571,3.9642857142857144,0.21428571428571427
Ed Malloy,GSW,54,13.333333333333334,5.925925925925926,4.722222222222222,0.3888888888888889
Ed Malloy,HOU,36,13.11111111111111,6.555555555555555,4.027777777777778,0.25
Ed Malloy,IND,29,11.241379310344827,5.0344827586206895,4.172413793103448,0.27586206896551724
Ed Malloy,LAC,29,12.689655172413794,6.137931034482759,4.103448275862069,0.3448275862068966
Ed Malloy,LAL,28,12.285714285714286,6.357142857142857,4.071428571428571,0.32142857142857145
Ed Malloy,MEM,30,13.4,6.2,4.633333333333334,0.3
Ed Malloy,MIA,34,11.294117647058824,5.470588235294118,3.676470588235294,0.08823529411764706
Ed Malloy,MIL,35,12.571428571428571,6.114285714285714,4.4,0.2
Ed Malloy,MIN,37,13.297297297297296,6.864864864864865,3.8378378378378377,0.3783783783783784
Ed Malloy,NOP,18,12.944444444444445,5.833333333333333,4.333333333333333,0.2222222222222222
Ed Malloy,NYK,39,12.897435897435898,6.871794871794871,3.9743589743589745,0.23076923076923078
Ed Malloy,OKC,34,14.058823529411764,7.088235294117647,4.176470588235294,0.23529411764705882
Ed Malloy,ORL,20,12.65,6.9,3.85,0.3
Ed Malloy,PHI,36,13.416666666666666,6.75,4.361111111111111,0.3055555555555556
Ed Malloy,PHX,32,13.25,5.5625,5,0.4375
Ed Malloy,POR,31,13.193548387096774,6.483870967741935,4.32258064516129,0.41935483870967744
Ed Malloy,SAC,24,13.291666666666666,6.708333333333333,4.625,0.2916666666666667
Ed Malloy,SAS,32,11.53125,6.03125,3.78125,0.25
Ed Malloy,TOR,38,13.473684210526315,6.342105263157895,4.578947368421052,0.34210526315789475
Ed Malloy,UTA,34,12.205882352941176,6.0588235294117645,3.8529411764705883,0.35294117647058826
Ed Malloy,WAS,31,13.516129032258064,6.935483870967742,4.32258064516129,0.16129032258064516
Eric Dalen,ATL,24,12.375,7.083333333333333,3.125,0.16666666666666666
Eric Dalen,BKN,17,11.117647058823529,6.411764705882353,3.176470588235294,0
Eric Dalen,BOS,23,13,7.173913043478261,3.4347826086956523,0.2608695652173913
Eric Dalen,CHA,22,11.681818181818182,6.863636363636363,3.409090909090909,0.045454545454545456
Eric Dalen,CHI,20,10.55,5.85,2.8,0.1
Eric Dalen,CLE,31,10.838709677419354,5.870967741935484,3.4193548387096775,0.0967741935483871
Eric Dalen,DAL,30,11.666666666666666,6.7,2.433333333333333,0.13333333333333333
Eric Dalen,DEN,24,11.666666666666666,6.666666666666667,2.6666666666666665,0.2916666666666667
Eric Dalen,DET,23,12.043478260869565,7.043478260869565,3.347826086956522,0.13043478260869565
Eric Dalen,GSW,26,11.923076923076923,6.730769230769231,3.5,0.19230769230769232
Eric Dalen,HOU,24,11.458333333333334,6.666666666666667,2.875,0.16666666666666666
Eric Dalen,IND,20,10.6,6.1,3.15,0.15
Eric Dalen,LAC,28,12.142857142857142,6.535714285714286,3.7857142857142856,0.10714285714285714
Eric Dalen,LAL,28,11.678571428571429,7.428571428571429,2.5,0.10714285714285714
Eric Dalen,MEM,21,12.571428571428571,7.142857142857143,3.0952380952380953,0.3333333333333333
Eric Dalen,MIA,20,11.5,6.8,2.8,0.15
Eric Dalen,MIL,21,12.523809523809524,7.238095238095238,3.2857142857142856,0.09523809523809523
Eric Dalen,MIN,30,12.2,6.866666666666666,3.2333333333333334,0.16666666666666666
Eric Dalen,NOP,25,12.52,7.64,3.12,0.08
Eric Dalen,NYK,26,11.26923076923077,6.461538461538462,3,0.23076923076923078
Eric Dalen,OKC,27,11.74074074074074,7,2.814814814814815,0.07407407407407407
Eric Dalen,ORL,25,11.88,6.6,3.32,0.2
Eric Dalen,PHI,24,11.833333333333334,6.666666666666667,3.3333333333333335,0.08333333333333333
Eric Dalen,PHX,20,13.05,7.6,3.6,0
Eric Dalen,POR,24,11.125,6.791666666666667,2.7083333333333335,0.041666666666666664
Eric Dalen,SAC,23,11.478260869565217,6.782608695652174,3.130434782608696,0.08695652173913043
Eric Dalen,SAS,30,10.466666666666667,6.5,2.933333333333333,0
Eric Dalen,TOR,27,11.407407407407407,6.333333333333333,3.4814814814814814,0.25925925925925924
Eric Dalen,UTA,25,11.68,6.2,3.28,0.2
Eric Dalen,WAS,32,11.96875,6.5625,3.21875,0.28125
Eric Lewis,ATL,28,15.178571428571429,6,6.107142857142857,0.2857142857142857
Eric Lewis,BKN,33,15.303030303030303,6.424242424242424,5.363636363636363,0.45454545454545453
Eric Lewis,BOS,38,15.710526315789474,7.342105263157895,5.605263157894737,0.39473684210526316
Eric Lewis,CHA,23,14.565217391304348,6.565217391304348,5.130434782608695,0.5652173913043478
Eric Lewis,CHI,26,13.73076923076923,6.3076923076923075,4.923076923076923,0.3076923076923077
Eric Lewis,CLE,30,13.866666666666667,6.233333333333333,5.333333333333333,0.3
Eric Lewis,DAL,30,14.766666666666667,5.666666666666667,5.9,0.43333333333333335
Eric Lewis,DEN,41,15.878048780487806,6.341463414634147,6.097560975609756,0.43902439024390244
Eric Lewis,DET,29,14.586206896551724,6.413793103448276,5.310344827586207,0.4482758620689655
Eric Lewis,GSW,37,14.432432432432432,6.054054054054054,5.405405405405405,0.43243243243243246
Eric Lewis,HOU,33,16.242424242424242,7,6.03030303030303,0.21212121212121213
Eric Lewis,IND,29,13.89655172413793,6.137931034482759,5.068965517241379,0.2413793103448276
Eric Lewis,LAC,35,15.771428571428572,6.085714285714285,6.371428571428571,0.5714285714285714
Eric Lewis,LAL,32,14.9375,6.78125,5.375,0.21875
Eric Lewis,MEM,34,15.676470588235293,7.352941176470588,5.176470588235294,0.3235294117647059
Eric Lewis,MIA,37,14.864864864864865,5.864864864864865,5.945945945945946,0.3783783783783784
Eric Lewis,MIL,33,14.818181818181818,6.181818181818182,5.363636363636363,0.45454545454545453
Eric Lewis,MIN,21,15.333333333333334,6.428571428571429,5.380952380952381,0.3333333333333333
Eric Lewis,NOP,39,14.282051282051283,6.205128205128205,5.205128205128205,0.41025641025641024
Eric Lewis,NYK,28,14.857142857142858,6.964285714285714,5.428571428571429,0.25
Eric Lewis,OKC,35,14.17142857142857,6.0285714285714285,5.114285714285714,0.2571428571428571
Eric Lewis,ORL,23,13.869565217391305,6.130434782608695,5.130434782608695,0.17391304347826086
Eric Lewis,PHI,34,15.941176470588236,7.647058823529412,5.264705882352941,0.3235294117647059
Eric Lewis,PHX,35,16.857142857142858,6.371428571428571,6.4,0.5142857142857142
Eric Lewis,POR,33,15.06060606060606,6.242424242424242,5.96969696969697,0.3333333333333333
Eric Lewis,SAC,25,14.48,6.08,5.12,0.32
Eric Lewis,SAS,31,12.516129032258064,6.258064516129032,4.225806451612903,0.22580645161290322
Eric Lewis,TOR,27,15.296296296296296,6.481481481481482,5.296296296296297,0.4444444444444444
Eric Lewis,UTA,38,15.394736842105264,5.947368421052632,6.2105263157894735,0.39473684210526316
Eric Lewis,WAS,27,15.62962962962963,6.703703703703703,5.666666666666667,0.5185185185185185
Evan Scott,ATL,14,12.285714285714286,6.785714285714286,3.5714285714285716,0.2857142857142857
Evan Scott,BKN,17,12.529411764705882,6.647058823529412,3.6470588235294117,0.5294117647058824
Evan Scott,BOS,10,9.8,5.8,2.9,0.3
Evan Scott,CHA,10,10.3,6.6,2,0
Evan Scott,CHI,22,12.545454545454545,7.045454545454546,3.090909090909091,0.2727272727272727
Evan Scott,CLE,15,10.733333333333333,5.333333333333333,3.2,0.13333333333333333
Evan Scott,DAL,11,12.545454545454545,6.818181818181818,2.909090909090909,0.36363636363636365
Evan Scott,DEN,9,12.11111111111111,6.222222222222222,3.4444444444444446,0.3333333333333333
Evan Scott,DET,12,13,6.833333333333333,3.9166666666666665,0.25
Evan Scott,GSW,9,11.333333333333334,7.111111111111111,2.2222222222222223,0.2222222222222222
Evan Scott,HOU,12,9.333333333333334,5.416666666666667,2.1666666666666665,0.08333333333333333
Evan Scott,IND,11,11.363636363636363,6.363636363636363,2.5454545454545454,0.45454545454545453
Evan Scott,LAC,3,13,7.666666666666667,3.6666666666666665,0
Evan Scott,LAL,5,11.2,5.4,3.6,0.8
Evan Scott,MEM,17,11.941176470588236,6.647058823529412,2.588235294117647,0.47058823529411764
Evan Scott,MIA,11,12.363636363636363,5.909090909090909,3.8181818181818183,0.2727272727272727
Evan Scott,MIL,15,13.466666666666667,7.4,2.933333333333333,0.2
Evan Scott,MIN,8,13.25,7.375,3.75,0.25
Evan Scott,NOP,14,11.357142857142858,6.785714285714286,2.5,0.21428571428571427
Evan Scott,NYK,14,11.357142857142858,6.357142857142857,2.857142857142857,0.21428571428571427
Evan Scott,OKC,8,14.875,8.375,3.875,0.25
Evan Scott,ORL,20,12.25,6.85,3.4,0.15
Evan Scott,PHI,14,11.928571428571429,7,2.857142857142857,0.2857142857142857
Evan Scott,PHX,12,11.333333333333334,5.75,3.25,0.3333333333333333
Evan Scott,POR,12,12.333333333333334,5.916666666666667,3.8333333333333335,0.4166666666666667
Evan Scott,SAC,10,12.5,6.9,3.2,0.3
Evan Scott,SAS,10,13.2,8.7,2.2,0.3
Evan Scott,TOR,19,13.894736842105264,8.105263157894736,3.3157894736842106,0.3684210526315789
Evan Scott,UTA,13,12.76923076923077,6.6923076923076925,2.923076923076923,0.3076923076923077
Evan Scott,WAS,21,13.285714285714286,7.714285714285714,3.3333333333333335,0.42857142857142855
Gary Zielinski,ATL,8,13.375,7.125,3.625,0.25
Gary Zielinski,BKN,5,14.2,6.6,4.8,0.4
Gary Zielinski,BOS,2,12.5,5.5,4.5,0
Gary Zielinski,CHA,6,13.833333333333334,6.666666666666667,5.333333333333333,0.3333333333333333
Gary Zielinski,CHI,7,12.714285714285714,5.714285714285714,4.142857142857143,0
Gary Zielinski,CLE,10,13.2,5.4,5.1,0.2
Gary Zielinski,DAL,7,14.571428571428571,6,5.142857142857143,0
Gary Zielinski,DEN,8,12.75,4.875,5.25,0
Gary Zielinski,DET,4,10.75,4.25,3.75,0
Gary Zielinski,GSW,9,12.444444444444445,4.555555555555555,5.777777777777778,0
Gary Zielinski,HOU,9,13.555555555555555,6.222222222222222,3.888888888888889,0.2222222222222222
Gary Zielinski,IND,6,13.166666666666666,6,4,0.16666666666666666
Gary Zielinski,LAC,10,14.6,7.3,4.8,0
Gary Zielinski,LAL,8,13.125,5.375,4.625,0
Gary Zielinski,MEM,5,13.6,5.2,6,0
Gary Zielinski,MIA,7,12.428571428571429,5.142857142857143,4.571428571428571,0.42857142857142855
Gary Zielinski,MIL,9,14.88888888888889,6,5.888888888888889,0.2222222222222222
Gary Zielinski,MIN,7,15.571428571428571,7,5,0
Gary Zielinski,NOP,7,11.571428571428571,4.285714285714286,5.142857142857143,0
Gary Zielinski,NYK,8,13.625,4.875,6.125,0
Gary Zielinski,OKC,8,15.375,7,5.75,0.125
Gary Zielinski,ORL,6,14.333333333333334,6.5,4.166666666666667,0.16666666666666666
Gary Zielinski,PHI,6,13.666666666666666,5.5,5,0
Gary Zielinski,PHX,8,14.875,5.375,6.25,0.125
Gary Zielinski,POR,13,12.615384615384615,6,3.769230769230769,0.07692307692307693
Gary Zielinski,SAC,6,12.5,5,5.166666666666667,0.16666666666666666
Gary Zielinski,SAS,10,13.3,6.1,5,0.1
Gary Zielinski,TOR,7,13.714285714285714,5.571428571428571,6.285714285714286,0
Gary Zielinski,UTA,8,13.25,5.875,5.25,0.125
Gary Zielinski,WAS,6,14.333333333333334,7.333333333333333,3.8333333333333335,0.16666666666666666
Gediminas Petraitis,ATL,31,13.64516129032258,6.67741935483871,4.451612903225806,0.16129032258064516
Gediminas Petraitis,BKN,38,13.473684210526315,6.7368421052631575,4.2105263157894735,0.39473684210526316
Gediminas Petraitis,BOS,29,13.275862068965518,6.172413793103448,4.344827586206897,0.27586206896551724
Gediminas Petraitis,CHA,31,11.387096774193548,5.290322580645161,3.6774193548387095,0.1935483870967742
Gediminas Petraitis,CHI,21,12.952380952380953,6.380952380952381,4,0.19047619047619047
Gediminas Petraitis,CLE,34,12.5,6.323529411764706,3.911764705882353,0.17647058823529413
Gediminas Petraitis,DAL,27,12.555555555555555,5.555555555555555,4.666666666666667,0.14814814814814814
Gediminas Petraitis,DEN,30,12.433333333333334,5.933333333333334,4.4,0.16666666666666666
Gediminas Petraitis,DET,28,14.535714285714286,6.892857142857143,5.071428571428571,0.39285714285714285
Gediminas Petraitis,GSW,35,12.714285714285714,6.514285714285714,4.142857142857143,0.22857142857142856
Gediminas Petraitis,HOU,28,13.035714285714286,6.035714285714286,4.535714285714286,0.17857142857142858
Gediminas Petraitis,IND,28,13.25,6.714285714285714,3.8214285714285716,0.2857142857142857
Gediminas Petraitis,LAC,23,13.826086956521738,6.304347826086956,4.739130434782608,0.2608695652173913
Gediminas Petraitis,LAL,32,12.75,6.8125,3.9375,0.09375
Gediminas Petraitis,MEM,36,13.277777777777779,6.583333333333333,4.305555555555555,0.3888888888888889
Gediminas Petraitis,MIA,28,13.25,5.964285714285714,4.678571428571429,0.39285714285714285
Gediminas Petraitis,MIL,32,12.15625,6.625,3.4375,0.21875
Gediminas Petraitis,MIN,35,12.628571428571428,5.914285714285715,4.257142857142857,0.2571428571428571
Gediminas Petraitis,NOP,24,13.666666666666666,6.583333333333333,4.25,0.2916666666666667
Gediminas Petraitis,NYK,31,12.35483870967742,6.387096774193548,3.6774193548387095,0.16129032258064516
Gediminas Petraitis,OKC,40,13.1,7.05,3.85,0.15
Gediminas Petraitis,ORL,30,13.233333333333333,5.833333333333333,4.266666666666667,0.2
Gediminas Petraitis,PHI,27,13.11111111111111,7.37037037037037,3.6666666666666665,0.2222222222222222
Gediminas Petraitis,PHX,28,13.285714285714286,6.928571428571429,4.214285714285714,0.2857142857142857
Gediminas Petraitis,POR,39,12.41025641025641,6.153846153846154,3.717948717948718,0.2564102564102564
Gediminas Petraitis,SAC,21,12.19047619047619,6.333333333333333,3.5238095238095237,0.19047619047619047
Gediminas Petraitis,SAS,27,12.11111111111111,6.62962962962963,3.6296296296296298,0.2222222222222222
Gediminas Petraitis,TOR,31,14.03225806451613,6.451612903225806,5.032258064516129,0.41935483870967744
Gediminas Petraitis,UTA,31,12.870967741935484,6.483870967741935,4.548387096774194,0.2903225806451613
Gediminas Petraitis,WAS,35,12.942857142857143,6.571428571428571,4.2,0.2571428571428571
Haywoode Workman,ATL,12,15.416666666666666,7.916666666666667,4.416666666666667,0.16666666666666666
Haywoode Workman,BKN,14,15.214285714285714,7,5,0.14285714285714285
Haywoode Workman,BOS,8,11.375,5,4.25,0
Haywoode Workman,CHA,19,11.68421052631579,6,3.4210526315789473,0.10526315789473684
Haywoode Workman,CHI,15,11.8,6.533333333333333,3.6666666666666665,0.13333333333333333
Haywoode Workman,CLE,15,12.466666666666667,6.4,4.333333333333333,0.06666666666666667
Haywoode Workman,DAL,11,13.545454545454545,5.818181818181818,4.7272727272727275,0.09090909090909091
Haywoode Workman,DEN,12,12.416666666666666,6.166666666666667,4.166666666666667,0.08333333333333333
Haywoode Workman,DET,12,13.833333333333334,6.333333333333333,5.083333333333333,0.16666666666666666
Haywoode Workman,GSW,12,14.5,8.5,3.6666666666666665,0.08333333333333333
Haywoode Workman,HOU,14,12.142857142857142,6.071428571428571,3.642857142857143,0.21428571428571427
Haywoode Workman,IND,12,12.75,7,3.4166666666666665,0.16666666666666666
Haywoode Workman,LAC,9,13.555555555555555,6.333333333333333,5.222222222222222,0
Haywoode Workman,LAL,11,13.181818181818182,7.636363636363637,3,0.18181818181818182
Haywoode Workman,MEM,18,13.166666666666666,6.111111111111111,4,0.16666666666666666
Haywoode Workman,MIA,18,12.61111111111111,6.166666666666667,3.611111111111111,0
Haywoode Workman,MIL,17,13.294117647058824,7.176470588235294,3.8823529411764706,0.11764705882352941
Haywoode Workman,MIN,17,13.235294117647058,6,4.823529411764706,0
Haywoode Workman,NOP,10,14,7,4.5,0.3
Haywoode Workman,NYK,13,14.23076923076923,6.923076923076923,5.076923076923077,0.07692307692307693
Haywoode Workman,OKC,14,12.785714285714286,6.785714285714286,3.857142857142857,0.14285714285714285
Haywoode Workman,ORL,14,11.571428571428571,6.142857142857143,4.142857142857143,0.07142857142857142
Haywoode Workman,PHI,13,15,6.538461538461538,5.846153846153846,0
Haywoode Workman,PHX,10,14.5,5.4,5.1,0.2
Haywoode Workman,POR,15,12.533333333333333,6.533333333333333,3.8,0.06666666666666667
Haywoode Workman,SAC,13,14.692307692307692,6.3076923076923075,4.923076923076923,0.3076923076923077
Haywoode Workman,SAS,13,13.307692307692308,5.923076923076923,5,0.23076923076923078
Haywoode Workman,TOR,9,13.88888888888889,6.111111111111111,5.333333333333333,0.3333333333333333
Haywoode Workman,UTA,10,12.1,5.6,5.2,0.2
Haywoode Workman,WAS,14,14.428571428571429,7.285714285714286,4.285714285714286,0.14285714285714285
Intae Hwang,ATL,3,8.666666666666666,5.333333333333333,1.3333333333333333,0.6666666666666666
Intae Hwang,BKN,2,9,6.5,1,0
Intae Hwang,BOS,1,10,6,2,0
Intae Hwang,CHA,4,8.5,4.25,2.25,0
Intae Hwang,CHI,2,11.5,5,4,0
Intae Hwang,CLE,2,6,4,1,0.5
Intae Hwang,DAL,2,12.5,8.5,1,0.5
Intae Hwang,DEN,1,10,4,4,1
Intae Hwang,DET,3,7,5,1.6666666666666667,0
Intae Hwang,GSW,5,7.4,3.6,2.4,0
Intae Hwang,HOU,3,10.333333333333334,6.666666666666667,2.6666666666666665,0
Intae Hwang,IND,2,9.5,6,2.5,0.5
Intae Hwang,LAL,1,10,4,2,0
Intae Hwang,MEM,2,9.5,6,2,0
Intae Hwang,MIA,4,9.75,5.25,3,0
Intae Hwang,MIL,3,13,7,2,0.6666666666666666
Intae Hwang,MIN,4,8.25,5.25,1,0.25
Intae Hwang,NOP,1,11,7,4,0
Intae Hwang,NYK,1,11,7,1,0
Intae Hwang,OKC,2,7,5,1,0.5
Intae Hwang,ORL,3,11.666666666666666,7,3.3333333333333335,0
Intae Hwang,PHX,3,9.333333333333334,5.333333333333333,4,0
Intae Hwang,POR,4,9.5,6.75,1.25,0
Intae Hwang,SAC,3,13.666666666666666,6.666666666666667,2.6666666666666665,1
Intae Hwang,SAS,2,6,2.5,2.5,0
Intae Hwang,TOR,1,16,10,4,0
Intae Hwang,UTA,2,8.5,5,2.5,0.5
Intae Hwang,WAS,4,10.25,7.5,1.75,0
Isaac Barnett,BKN,1,14,11,2,0
Isaac Barnett,IND,1,14,11,2,0
J.T. Orr,ATL,22,14.363636363636363,6.909090909090909,4.318181818181818,0.045454545454545456
J.T. Orr,BKN,22,13.181818181818182,5.909090909090909,4.409090909090909,0.18181818181818182
J.T. Orr,BOS,21,12.380952380952381,5.666666666666667,3.9047619047619047,0.19047619047619047
J.T. Orr,CHA,21,13.142857142857142,6.523809523809524,4.190476190476191,0.2857142857142857
J.T. Orr,CHI,26,11,5.730769230769231,3.3076923076923075,0.15384615384615385
J.T. Orr,CLE,23,13.91304347826087,6.304347826086956,4.521739130434782,0.21739130434782608
J.T. Orr,DAL,21,14.666666666666666,7.380952380952381,4.333333333333333,0.2857142857142857
J.T. Orr,DEN,26,14.423076923076923,7.038461538461538,4.115384615384615,0.2692307692307692
J.T. Orr,DET,26,13.76923076923077,6.269230769230769,4.730769230769231,0.46153846153846156
J.T. Orr,GSW,34,13.058823529411764,6.029411764705882,4.294117647058823,0.38235294117647056
J.T. Orr,HOU,23,13.521739130434783,7.173913043478261,3.739130434782609,0.30434782608695654
J.T. Orr,IND,19,13.789473684210526,6.7894736842105265,3.4210526315789473,0.21052631578947367
J.T. Orr,LAC,30,13.133333333333333,6.433333333333334,4.2,0.3
J.T. Orr,LAL,27,12.666666666666666,6.555555555555555,3.3703703703703702,0.14814814814814814
J.T. Orr,MEM,26,14.346153846153847,6.5,4.538461538461538,0.4230769230769231
J.T. Orr,MIA,23,13.043478260869565,6.3478260869565215,3.652173913043478,0.08695652173913043
J.T. Orr,MIL,23,13.73913043478261,7.086956521739131,3.652173913043478,0.2608695652173913
J.T. Orr,MIN,20,14.8,7.9,3.25,0.2
J.T. Orr,NOP,21,12.714285714285714,6.428571428571429,3.8095238095238093,0.2857142857142857
J.T. Orr,NYK,25,13.52,6.88,3.92,0.12
J.T. Orr,OKC,25,14.92,7,3.68,0.36
J.T. Orr,ORL,23,13.391304347826088,7.3478260869565215,3.652173913043478,0.043478260869565216
J.T. Orr,PHI,27,14.666666666666666,7.222222222222222,4.296296296296297,0.2962962962962963
J.T. Orr,PHX,23,14.869565217391305,6.695652173913044,4.478260869565218,0.391304347826087
J.T. Orr,POR,36,13.083333333333334,6.777777777777778,3.75,0.25
J.T. Orr,SAC,33,14.030303030303031,6.757575757575758,4.393939393939394,0.3939393939393939
J.T. Orr,SAS,16,11.5625,6.3125,3.1875,0.125
J.T. Orr,TOR,25,14.36,6.24,4.88,0.32
J.T. Orr,UTA,23,12.869565217391305,6.565217391304348,4.130434782608695,0.2608695652173913
J.T. Orr,WAS,20,14.35,7.25,4.25,0.35
JB DeRosa,ATL,23,13.08695652173913,6.826086956521739,3.9130434782608696,0.08695652173913043
JB DeRosa,BKN,28,12.964285714285714,6.785714285714286,4,0.17857142857142858
JB DeRosa,BOS,33,13.181818181818182,5.96969696969697,4.606060606060606,0.21212121212121213
JB DeRosa,CHA,23,13.434782608695652,7,4.173913043478261,0.34782608695652173
JB DeRosa,CHI,19,13,6.421052631578948,4.578947368421052,0.21052631578947367
JB DeRosa,CLE,16,13.8125,6.6875,4.75,0.375
JB DeRosa,DAL,19,13.157894736842104,7.2631578947368425,4.105263157894737,0.2631578947368421
JB DeRosa,DEN,24,13.125,5.958333333333333,4.75,0.3333333333333333
JB DeRosa,DET,23,14.043478260869565,7.521739130434782,4.130434782608695,0.21739130434782608
JB DeRosa,GSW,25,12.56,6.64,4.12,0.2
JB DeRosa,HOU,17,14.470588235294118,7.235294117647059,5.647058823529412,0.11764705882352941
JB DeRosa,IND,31,11.870967741935484,6.903225806451613,3.193548387096774,0.16129032258064516
JB DeRosa,LAC,23,13,7.434782608695652,3.869565217391304,0.17391304347826086
JB DeRosa,LAL,22,12.909090909090908,6.7727272727272725,3.6363636363636362,0.22727272727272727
JB DeRosa,MEM,28,13.714285714285714,7,4.107142857142857,0.42857142857142855
JB DeRosa,MIA,23,12.173913043478262,6.478260869565218,3.6956521739130435,0.13043478260869565
JB DeRosa,MIL,28,12.285714285714286,6.642857142857143,3.892857142857143,0.14285714285714285
JB DeRosa,MIN,30,14,7.433333333333334,4.3,0.36666666666666664
JB DeRosa,NOP,21,14.857142857142858,8.142857142857142,4.190476190476191,0.23809523809523808
JB DeRosa,NYK,30,13.366666666666667,7.166666666666667,3.7,0.3333333333333333
JB DeRosa,OKC,28,12.714285714285714,6.428571428571429,4.285714285714286,0.25
JB DeRosa,ORL,21,13.428571428571429,6.9523809523809526,4.095238095238095,0.2857142857142857
JB DeRosa,PHI,26,12.653846153846153,7,3.5384615384615383,0.2692307692307692
JB DeRosa,PHX,24,12.5,6.041666666666667,4.666666666666667,0.25
JB DeRosa,POR,28,12.785714285714286,6.535714285714286,4,0.25
